,cell_cycle_num,Position_n,Cell_ID,len_G1,Strain,Birth frame,Birth vol fl,Div frame,Div vol fl
3145,7,Position_16,4,,WHI5DEL,,,,
3146,7,Position_16,5,,WHI5DEL,,,,
3147,7,Position_16,6,,WHI5DEL,,,,
3148,7,Position_16,7,,WHI5DEL,,,,
3149,7,Position_16,8,,WHI5DEL,,,,
3150,7,Position_16,9,,WHI5DEL,,,,
3151,7,Position_16,10,,WHI5DEL,,,,
3152,7,Position_16,11,,WHI5DEL,,,,
3153,7,Position_16,12,,WHI5DEL,,,,
3154,7,Position_16,13,,WHI5DEL,,,,
3155,7,Position_16,14,,WHI5DEL,,,,
3156,7,Position_16,15,,WHI5DEL,,,,
3157,7,Position_16,16,,WHI5DEL,,,,
3158,7,Position_16,19,,WHI5DEL,,,,
3159,7,Position_17,1,,WHI5DEL,,,,
3160,7,Position_17,2,,WHI5DEL,,,,
3161,7,Position_17,3,,WHI5DEL,,,,
3162,7,Position_17,4,,WHI5DEL,,,,
3163,7,Position_17,5,,WHI5DEL,,,,
3164,7,Position_17,6,,WHI5DEL,,,,
3165,7,Position_17,7,,WHI5DEL,,,,
3166,7,Position_17,8,,WHI5DEL,,,,
3167,7,Position_17,9,,WHI5DEL,,,,
3168,7,Position_17,10,,WHI5DEL,,,,
3169,7,Position_17,11,,WHI5DEL,,,,
3170,7,Position_17,12,,WHI5DEL,,,,
3171,7,Position_17,13,,WHI5DEL,,,,
3172,7,Position_17,14,,WHI5DEL,,,,
3173,7,Position_17,15,,WHI5DEL,,,,
3174,7,Position_17,16,,WHI5DEL,,,,
3175,7,Position_17,17,,WHI5DEL,,,,
3176,7,Position_17,18,,WHI5DEL,,,,
3177,7,Position_17,19,,WHI5DEL,,,,
3178,7,Position_17,20,,WHI5DEL,,,,
3179,7,Position_17,21,,WHI5DEL,,,,
3180,7,Position_17,22,,WHI5DEL,,,,
3181,7,Position_17,23,,WHI5DEL,,,,
3182,7,Position_17,24,,WHI5DEL,,,,
3183,7,Position_17,25,,WHI5DEL,,,,
3184,7,Position_17,26,,WHI5DEL,,,,
3185,7,Position_17,27,,WHI5DEL,,,,
3186,7,Position_17,28,,WHI5DEL,,,,
3187,7,Position_17,29,,WHI5DEL,,,,
3188,7,Position_17,30,,WHI5DEL,,,,
3189,7,Position_17,31,,WHI5DEL,,,,
3190,7,Position_18,1,,WHI5DEL,,,,
3191,7,Position_18,2,,WHI5DEL,,,,
3192,7,Position_18,3,,WHI5DEL,,,,
3193,7,Position_18,4,,WHI5DEL,,,,
3194,7,Position_18,5,,WHI5DEL,,,,
3195,7,Position_18,6,,WHI5DEL,,,,
3196,7,Position_18,7,,WHI5DEL,,,,
3197,7,Position_18,8,,WHI5DEL,,,,
3198,7,Position_18,9,,WHI5DEL,,,,
3199,7,Position_18,10,,WHI5DEL,,,,
3200,7,Position_18,11,,WHI5DEL,,,,
3201,7,Position_18,12,,WHI5DEL,,,,
3202,7,Position_18,13,,WHI5DEL,,,,
3203,7,Position_18,14,,WHI5DEL,,,,
3204,7,Position_18,15,,WHI5DEL,,,,
3205,7,Position_18,16,,WHI5DEL,,,,
3206,7,Position_18,17,,WHI5DEL,,,,
3207,7,Position_18,18,,WHI5DEL,,,,
3208,7,Position_18,19,,WHI5DEL,,,,
3209,7,Position_18,20,,WHI5DEL,,,,
3210,7,Position_18,21,,WHI5DEL,,,,
3211,7,Position_18,22,,WHI5DEL,,,,
3212,7,Position_18,23,,WHI5DEL,,,,
3213,7,Position_18,24,,WHI5DEL,,,,
3214,7,Position_18,25,,WHI5DEL,,,,
3215,7,Position_18,27,,WHI5DEL,,,,
3216,7,Position_18,28,,WHI5DEL,,,,
3217,7,Position_18,29,,WHI5DEL,,,,
3218,7,Position_18,31,,WHI5DEL,,,,
3219,7,Position_18,36,,WHI5DEL,,,,
3220,7,Position_18,38,,WHI5DEL,,,,
3221,7,Position_18,40,,WHI5DEL,,,,
3222,7,Position_2,1,,MMY,,,,
3223,7,Position_2,2,,MMY,,,,
3224,7,Position_2,3,,MMY,,,,
3225,7,Position_2,4,,MMY,,,,
3226,7,Position_2,5,,MMY,,,,
3227,7,Position_2,6,,MMY,,,,
3228,7,Position_2,7,,MMY,,,,
3229,7,Position_2,8,,MMY,,,,
3230,7,Position_2,9,,MMY,,,,
3231,7,Position_2,10,,MMY,,,,
3232,7,Position_2,11,,MMY,,,,
3233,7,Position_2,12,,MMY,,,,
3234,7,Position_2,13,,MMY,,,,
3235,7,Position_2,14,,MMY,,,,
3236,7,Position_2,15,,MMY,,,,
3237,7,Position_2,16,,MMY,,,,
3238,7,Position_2,17,,MMY,,,,
3239,7,Position_2,18,,MMY,,,,
3240,7,Position_2,19,,MMY,,,,
3241,7,Position_2,20,,MMY,,,,
3242,7,Position_2,21,,MMY,,,,
3243,7,Position_2,22,,MMY,,,,
3244,7,Position_2,24,,MMY,,,,
3245,7,Position_2,25,,MMY,,,,
3246,7,Position_2,26,,MMY,,,,
3247,7,Position_2,27,,MMY,,,,
3248,7,Position_2,28,,MMY,,,,
3249,7,Position_2,29,,MMY,,,,
3250,7,Position_2,30,,MMY,,,,
3251,7,Position_24,1,,WHI5_BCK2_DD,,,,
3252,7,Position_24,2,,WHI5_BCK2_DD,,,,
3253,7,Position_24,3,,WHI5_BCK2_DD,,,,
3254,7,Position_24,4,,WHI5_BCK2_DD,,,,
3255,7,Position_24,5,,WHI5_BCK2_DD,,,,
3256,7,Position_24,6,,WHI5_BCK2_DD,,,,
3257,7,Position_24,7,,WHI5_BCK2_DD,,,,
3258,7,Position_24,8,,WHI5_BCK2_DD,,,,
3259,7,Position_24,9,,WHI5_BCK2_DD,,,,
3260,7,Position_24,10,,WHI5_BCK2_DD,,,,
3261,7,Position_24,11,,WHI5_BCK2_DD,,,,
3262,7,Position_24,12,,WHI5_BCK2_DD,,,,
3263,7,Position_24,13,,WHI5_BCK2_DD,,,,
3264,7,Position_24,14,,WHI5_BCK2_DD,,,,
3265,7,Position_24,15,,WHI5_BCK2_DD,,,,
3266,7,Position_24,16,,WHI5_BCK2_DD,,,,
3267,7,Position_24,17,,WHI5_BCK2_DD,,,,
3268,7,Position_24,18,,WHI5_BCK2_DD,,,,
3269,7,Position_24,19,,WHI5_BCK2_DD,,,,
3270,7,Position_24,20,,WHI5_BCK2_DD,,,,
3271,7,Position_24,21,,WHI5_BCK2_DD,,,,
3272,7,Position_24,22,,WHI5_BCK2_DD,,,,
3273,7,Position_24,23,,WHI5_BCK2_DD,,,,
3274,7,Position_24,24,,WHI5_BCK2_DD,,,,
3275,7,Position_24,25,,WHI5_BCK2_DD,,,,
3276,7,Position_24,27,,WHI5_BCK2_DD,,,,
3277,7,Position_25,3,,WHI5_BCK2_DD,,,,
3278,7,Position_25,4,,WHI5_BCK2_DD,,,,
3279,7,Position_25,5,,WHI5_BCK2_DD,,,,
3280,7,Position_25,6,,WHI5_BCK2_DD,,,,
3281,7,Position_25,7,,WHI5_BCK2_DD,,,,
3282,7,Position_25,8,,WHI5_BCK2_DD,,,,
3283,7,Position_25,9,,WHI5_BCK2_DD,,,,
3284,7,Position_25,10,,WHI5_BCK2_DD,,,,
3285,7,Position_25,11,,WHI5_BCK2_DD,,,,
3286,7,Position_25,12,,WHI5_BCK2_DD,,,,
3287,7,Position_25,13,,WHI5_BCK2_DD,,,,
3288,7,Position_25,14,,WHI5_BCK2_DD,,,,
3289,7,Position_25,15,,WHI5_BCK2_DD,,,,
3290,7,Position_25,16,,WHI5_BCK2_DD,,,,
3291,7,Position_25,17,,WHI5_BCK2_DD,,,,
3292,7,Position_25,18,,WHI5_BCK2_DD,,,,
3293,7,Position_25,19,,WHI5_BCK2_DD,,,,
3294,7,Position_25,20,,WHI5_BCK2_DD,,,,
3295,7,Position_25,21,,WHI5_BCK2_DD,,,,
3296,7,Position_25,22,,WHI5_BCK2_DD,,,,
3297,7,Position_25,23,,WHI5_BCK2_DD,,,,
3298,7,Position_25,24,,WHI5_BCK2_DD,,,,
3299,7,Position_25,25,,WHI5_BCK2_DD,,,,
3300,7,Position_25,26,,WHI5_BCK2_DD,,,,
3301,7,Position_25,27,,WHI5_BCK2_DD,,,,
3302,7,Position_25,28,,WHI5_BCK2_DD,,,,
3303,7,Position_25,29,,WHI5_BCK2_DD,,,,
3304,7,Position_25,30,,WHI5_BCK2_DD,,,,
3305,7,Position_25,31,,WHI5_BCK2_DD,,,,
3306,7,Position_25,32,,WHI5_BCK2_DD,,,,
3307,7,Position_25,34,,WHI5_BCK2_DD,,,,
3308,7,Position_28,1,,WHI5_CCR4_DD,,,,
3309,7,Position_28,2,,WHI5_CCR4_DD,,,,
3310,7,Position_28,3,3.0,WHI5_CCR4_DD,,,157.0,169.19246989711633
3311,7,Position_28,4,,WHI5_CCR4_DD,,,,
3312,7,Position_28,5,,WHI5_CCR4_DD,,,,
3313,7,Position_28,6,,WHI5_CCR4_DD,,,,
3314,7,Position_28,7,,WHI5_CCR4_DD,,,,
3315,7,Position_28,8,,WHI5_CCR4_DD,,,,
3316,7,Position_28,9,,WHI5_CCR4_DD,,,,
3317,7,Position_28,10,,WHI5_CCR4_DD,,,,
3318,7,Position_28,11,,WHI5_CCR4_DD,,,,
3319,7,Position_28,12,,WHI5_CCR4_DD,,,,
3320,7,Position_28,13,,WHI5_CCR4_DD,,,,
3321,7,Position_28,15,,WHI5_CCR4_DD,,,,
3322,7,Position_28,16,,WHI5_CCR4_DD,,,,
3323,7,Position_28,17,,WHI5_CCR4_DD,,,,
3324,7,Position_28,18,,WHI5_CCR4_DD,,,,
3325,7,Position_28,19,,WHI5_CCR4_DD,,,,
3326,7,Position_28,20,,WHI5_CCR4_DD,,,,
3327,7,Position_28,21,,WHI5_CCR4_DD,,,,
3328,7,Position_28,22,,WHI5_CCR4_DD,,,,
3329,7,Position_28,23,,WHI5_CCR4_DD,,,,
3330,7,Position_28,24,,WHI5_CCR4_DD,,,,
3331,7,Position_28,25,,WHI5_CCR4_DD,,,,
3332,7,Position_28,26,,WHI5_CCR4_DD,,,,
3333,7,Position_28,27,,WHI5_CCR4_DD,,,,
3334,7,Position_28,30,,WHI5_CCR4_DD,,,,
3335,7,Position_28,32,,WHI5_CCR4_DD,,,,
3336,7,Position_29,1,,WHI5_CCR4_DD,,,,
3337,7,Position_29,2,,WHI5_CCR4_DD,,,,
3338,7,Position_29,3,,WHI5_CCR4_DD,,,,
3339,7,Position_29,4,,WHI5_CCR4_DD,,,,
3340,7,Position_29,5,,WHI5_CCR4_DD,,,,
3341,7,Position_29,6,,WHI5_CCR4_DD,,,,
3342,7,Position_29,7,,WHI5_CCR4_DD,,,,
3343,7,Position_29,8,,WHI5_CCR4_DD,,,,
3344,7,Position_29,9,,WHI5_CCR4_DD,,,,
3345,7,Position_29,10,,WHI5_CCR4_DD,,,,
3346,7,Position_29,11,,WHI5_CCR4_DD,,,,
3347,7,Position_29,12,,WHI5_CCR4_DD,,,,
3348,7,Position_29,13,,WHI5_CCR4_DD,,,,
3349,7,Position_29,14,,WHI5_CCR4_DD,,,,
3350,7,Position_29,15,,WHI5_CCR4_DD,,,,
3351,7,Position_29,16,,WHI5_CCR4_DD,,,,
3352,7,Position_29,17,,WHI5_CCR4_DD,,,,
3353,7,Position_29,18,,WHI5_CCR4_DD,,,,
3354,7,Position_29,19,,WHI5_CCR4_DD,,,,
3355,7,Position_29,20,,WHI5_CCR4_DD,,,,
3356,7,Position_29,21,,WHI5_CCR4_DD,,,,
3357,7,Position_29,23,,WHI5_CCR4_DD,,,,
3358,7,Position_29,24,,WHI5_CCR4_DD,,,,
3359,7,Position_29,25,,WHI5_CCR4_DD,,,,
3360,7,Position_29,26,,WHI5_CCR4_DD,,,,
3361,7,Position_29,28,,WHI5_CCR4_DD,,,,
3362,7,Position_3,1,,MMY,,,,
3363,7,Position_3,2,,MMY,,,,
3364,7,Position_3,3,,MMY,,,,
3365,7,Position_3,4,,MMY,,,,
3366,7,Position_3,5,,MMY,,,,
3367,7,Position_3,6,,MMY,,,,
3368,7,Position_3,7,,MMY,,,,
3369,7,Position_3,8,,MMY,,,,
3370,7,Position_3,9,,MMY,,,,
3371,7,Position_3,10,,MMY,,,,
3372,7,Position_3,11,,MMY,,,,
3373,7,Position_3,12,,MMY,,,,
3374,7,Position_3,13,,MMY,,,,
3375,7,Position_3,14,,MMY,,,,
3376,7,Position_3,15,,MMY,,,,
3377,7,Position_3,16,,MMY,,,,
3378,7,Position_3,17,,MMY,,,,
3379,7,Position_3,18,,MMY,,,,
3380,7,Position_3,19,,MMY,,,,
3381,7,Position_3,20,,MMY,,,,
3382,7,Position_3,21,,MMY,,,,
3383,7,Position_3,22,,MMY,,,,
3384,7,Position_3,23,,MMY,,,,
3385,7,Position_3,24,,MMY,,,,
3386,7,Position_3,25,,MMY,,,,
3387,7,Position_3,26,,MMY,,,,
3388,7,Position_3,27,,MMY,,,,
3389,7,Position_3,28,,MMY,,,,
3390,7,Position_3,29,,MMY,,,,
3391,7,Position_3,30,,MMY,,,,
3392,7,Position_3,31,,MMY,,,,
3393,7,Position_3,32,,MMY,,,,
3394,7,Position_4,1,,MMY,,,,
3395,7,Position_4,2,,MMY,,,,
3396,7,Position_4,3,,MMY,,,,
3397,7,Position_4,4,,MMY,,,,
3398,7,Position_4,5,,MMY,,,,
3399,7,Position_4,6,,MMY,,,,
3400,7,Position_4,7,,MMY,,,,
3401,7,Position_4,8,,MMY,,,,
3402,7,Position_4,9,,MMY,,,,
3403,7,Position_4,10,,MMY,,,,
3404,7,Position_4,11,,MMY,,,,
3405,7,Position_4,12,,MMY,,,,
3406,7,Position_4,13,,MMY,,,,
3407,7,Position_4,14,,MMY,,,,
3408,7,Position_4,15,,MMY,,,,
3409,7,Position_4,16,,MMY,,,,
3410,7,Position_4,17,,MMY,,,,
3411,7,Position_4,18,,MMY,,,,
3412,7,Position_4,19,,MMY,,,,
3413,7,Position_4,20,,MMY,,,,
3414,7,Position_4,21,,MMY,,,,
3415,7,Position_4,22,,MMY,,,,
3416,7,Position_4,23,,MMY,,,,
3417,7,Position_4,24,,MMY,,,,
3418,7,Position_4,25,,MMY,,,,
3419,7,Position_4,26,,MMY,,,,
3420,7,Position_4,27,,MMY,,,,
3421,7,Position_4,28,,MMY,,,,
3422,7,Position_4,29,,MMY,,,,
3423,7,Position_4,30,,MMY,,,,
3424,7,Position_4,31,,MMY,,,,
3425,7,Position_4,32,,MMY,,,,
3426,7,Position_4,34,,MMY,,,,
3427,7,Position_4,35,,MMY,,,,
3428,7,Position_4,36,,MMY,,,,
3429,7,Position_4,37,,MMY,,,,
3430,7,Position_5,1,,MMY,,,,
3431,7,Position_5,2,,MMY,,,,
3432,7,Position_5,3,,MMY,,,,
3433,7,Position_5,4,,MMY,,,,
3434,7,Position_5,5,,MMY,,,,
3435,7,Position_5,6,,MMY,,,,
3436,7,Position_5,7,,MMY,,,,
3437,7,Position_5,8,,MMY,,,,
3438,7,Position_5,9,,MMY,,,,
3439,7,Position_5,10,,MMY,,,,
3440,7,Position_5,11,,MMY,,,,
3441,7,Position_5,12,,MMY,,,,
3442,7,Position_5,13,,MMY,,,,
3443,7,Position_5,14,,MMY,,,,
3444,7,Position_5,15,,MMY,,,,
3445,7,Position_5,16,,MMY,,,,
3446,7,Position_5,17,,MMY,,,,
3447,7,Position_5,18,,MMY,,,,
3448,7,Position_5,20,,MMY,,,,
3449,7,Position_5,21,,MMY,,,,
3450,7,Position_5,22,,MMY,,,,
3451,7,Position_5,23,,MMY,,,,
3452,7,Position_5,24,,MMY,,,,
3453,7,Position_5,25,,MMY,,,,
3454,7,Position_5,26,,MMY,,,,
3455,7,Position_5,27,,MMY,,,,
3456,7,Position_5,28,,MMY,,,,
3457,7,Position_5,30,,MMY,,,,
3458,7,Position_5,32,,MMY,,,,
3459,7,Position_5,33,,MMY,,,,
3460,7,Position_5,34,,MMY,,,,
3461,7,Position_5,35,,MMY,,,,
3462,7,Position_5,36,,MMY,,,,
3463,7,Position_5,37,,MMY,,,,
3464,7,Position_5,38,,MMY,,,,
3465,7,Position_5,40,,MMY,,,,
3466,7,Position_5,41,,MMY,,,,
3467,7,Position_7,1,,BCK2DEL,,,,
3468,7,Position_7,2,,BCK2DEL,,,,
3469,7,Position_7,3,,BCK2DEL,,,,
3470,7,Position_7,4,,BCK2DEL,,,,
3471,7,Position_7,5,,BCK2DEL,,,,
3472,7,Position_7,6,,BCK2DEL,,,,
3473,7,Position_7,7,,BCK2DEL,,,,
3474,7,Position_7,8,,BCK2DEL,,,,
3475,7,Position_7,9,,BCK2DEL,,,,
3476,7,Position_7,10,,BCK2DEL,,,,
3477,7,Position_7,12,,BCK2DEL,,,,
3478,7,Position_7,13,,BCK2DEL,,,,
3479,7,Position_7,14,,BCK2DEL,,,,
3480,7,Position_7,15,,BCK2DEL,,,,
3481,7,Position_7,16,,BCK2DEL,,,,
3482,7,Position_7,17,,BCK2DEL,,,,
3483,7,Position_7,18,,BCK2DEL,,,,
3484,7,Position_7,19,,BCK2DEL,,,,
3485,7,Position_7,20,,BCK2DEL,,,,
3486,7,Position_7,21,,BCK2DEL,,,,
3487,7,Position_7,22,,BCK2DEL,,,,
3488,7,Position_7,23,,BCK2DEL,,,,
3489,7,Position_7,24,,BCK2DEL,,,,
3490,7,Position_7,25,,BCK2DEL,,,,
3491,7,Position_7,26,,BCK2DEL,,,,
3492,7,Position_7,27,,BCK2DEL,,,,
3493,7,Position_7,28,,BCK2DEL,,,,
3494,7,Position_7,29,,BCK2DEL,,,,
3495,7,Position_7,30,,BCK2DEL,,,,
3496,7,Position_7,32,,BCK2DEL,,,,
3497,7,Position_7,33,,BCK2DEL,,,,
3498,7,Position_7,34,,BCK2DEL,,,,
3499,7,Position_7,35,,BCK2DEL,,,,
3500,7,Position_7,37,,BCK2DEL,,,,
3501,7,Position_7,38,,BCK2DEL,,,,
3502,7,Position_7,39,,BCK2DEL,,,,
3503,7,Position_7,40,,BCK2DEL,,,,
3504,7,Position_7,41,,BCK2DEL,,,,
3505,7,Position_7,51,,BCK2DEL,,,,
3506,7,Position_8,1,,BCK2DEL,,,,
3507,7,Position_8,2,,BCK2DEL,,,,
3508,7,Position_8,3,,BCK2DEL,,,,
3509,7,Position_8,4,,BCK2DEL,,,,
3510,7,Position_8,5,,BCK2DEL,,,,
3511,7,Position_8,6,,BCK2DEL,,,,
3512,7,Position_8,7,,BCK2DEL,,,,
3513,7,Position_8,8,,BCK2DEL,,,,
3514,7,Position_8,9,,BCK2DEL,,,,
3515,7,Position_8,10,,BCK2DEL,,,,
3516,7,Position_8,11,,BCK2DEL,,,,
3517,7,Position_8,12,,BCK2DEL,,,,
3518,7,Position_8,13,,BCK2DEL,,,,
3519,7,Position_8,14,,BCK2DEL,,,,
3520,7,Position_8,15,,BCK2DEL,,,,
3521,7,Position_8,16,,BCK2DEL,,,,
3522,7,Position_8,17,,BCK2DEL,,,,
3523,7,Position_8,18,,BCK2DEL,,,,
3524,7,Position_8,19,,BCK2DEL,,,,
3525,7,Position_8,20,,BCK2DEL,,,,
3526,7,Position_8,21,,BCK2DEL,,,,
3527,7,Position_8,22,,BCK2DEL,,,,
3528,7,Position_8,23,,BCK2DEL,,,,
3529,7,Position_8,24,,BCK2DEL,,,,
3530,7,Position_8,25,,BCK2DEL,,,,
3531,7,Position_8,26,,BCK2DEL,,,,
3532,7,Position_8,27,,BCK2DEL,,,,
3533,7,Position_8,28,,BCK2DEL,,,,
3534,7,Position_8,30,,BCK2DEL,,,,
3535,7,Position_8,32,,BCK2DEL,,,,
3536,7,Position_8,33,,BCK2DEL,,,,
3537,7,Position_8,34,,BCK2DEL,,,,
3538,7,Position_8,35,,BCK2DEL,,,,
3539,7,Position_8,37,,BCK2DEL,,,,
3540,7,Position_8,38,,BCK2DEL,,,,
3541,7,Position_8,40,,BCK2DEL,,,,
