,cell_cycle_num,Position_n,Cell_ID,len_G1,Strain,Birth frame,Birth vol fl,Div frame,Div vol fl
2587,6,Position_13,21,,CCR4DEL,,,,
2588,6,Position_13,22,,CCR4DEL,,,,
2589,6,Position_13,23,,CCR4DEL,,,,
2590,6,Position_13,24,,CCR4DEL,,,,
2591,6,Position_13,25,,CCR4DEL,,,,
2592,6,Position_13,26,,CCR4DEL,,,,
2593,6,Position_13,27,,CCR4DEL,,,,
2594,6,Position_13,28,,CCR4DEL,,,,
2595,6,Position_13,29,,CCR4DEL,,,,
2596,6,Position_13,30,,CCR4DEL,,,,
2597,6,Position_13,31,,CCR4DEL,,,,
2598,6,Position_13,32,,CCR4DEL,,,,
2599,6,Position_13,33,,CCR4DEL,,,,
2600,6,Position_13,36,,CCR4DEL,,,,
2601,6,Position_13,38,,CCR4DEL,,,,
2602,6,Position_13,42,,CCR4DEL,,,,
2603,6,Position_14,1,,CCR4DEL,,,,
2604,6,Position_14,2,,CCR4DEL,,,,
2605,6,Position_14,3,,CCR4DEL,,,,
2606,6,Position_14,4,,CCR4DEL,,,,
2607,6,Position_15,1,,CCR4DEL,,,,
2608,6,Position_15,2,,CCR4DEL,,,,
2609,6,Position_15,3,,CCR4DEL,,,,
2610,6,Position_15,4,,CCR4DEL,,,,
2611,6,Position_15,5,2.0,CCR4DEL,,,104.0,146.93261796763898
2612,6,Position_15,6,,CCR4DEL,,,,
2613,6,Position_15,7,,CCR4DEL,,,,
2614,6,Position_15,8,,CCR4DEL,,,,
2615,6,Position_15,9,,CCR4DEL,,,,
2616,6,Position_15,10,,CCR4DEL,,,,
2617,6,Position_15,11,,CCR4DEL,,,,
2618,6,Position_15,12,,CCR4DEL,,,,
2619,6,Position_15,13,,CCR4DEL,,,,
2620,6,Position_15,14,,CCR4DEL,,,,
2621,6,Position_15,15,,CCR4DEL,,,,
2622,6,Position_15,16,,CCR4DEL,,,,
2623,6,Position_15,17,,CCR4DEL,,,,
2624,6,Position_15,18,,CCR4DEL,,,,
2625,6,Position_15,19,,CCR4DEL,,,,
2626,6,Position_15,20,,CCR4DEL,,,,
2627,6,Position_15,21,,CCR4DEL,,,,
2628,6,Position_15,22,,CCR4DEL,,,,
2629,6,Position_15,23,,CCR4DEL,,,,
2630,6,Position_15,24,,CCR4DEL,,,,
2631,6,Position_15,27,,CCR4DEL,,,,
2632,6,Position_15,29,,CCR4DEL,,,,
2633,6,Position_15,30,,CCR4DEL,,,,
2634,6,Position_15,32,,CCR4DEL,,,,
2635,6,Position_15,34,,CCR4DEL,,,,
2636,6,Position_16,1,,WHI5DEL,,,,
2637,6,Position_16,2,,WHI5DEL,,,,
2638,6,Position_16,3,,WHI5DEL,,,,
2639,6,Position_16,4,,WHI5DEL,,,,
2640,6,Position_16,5,,WHI5DEL,,,,
2641,6,Position_16,6,,WHI5DEL,,,,
2642,6,Position_16,7,,WHI5DEL,,,,
2643,6,Position_16,8,,WHI5DEL,,,,
2644,6,Position_16,9,,WHI5DEL,,,,
2645,6,Position_16,10,,WHI5DEL,,,,
2646,6,Position_16,11,,WHI5DEL,,,,
2647,6,Position_16,12,,WHI5DEL,,,,
2648,6,Position_16,13,,WHI5DEL,,,,
2649,6,Position_16,14,,WHI5DEL,,,,
2650,6,Position_16,15,,WHI5DEL,,,,
2651,6,Position_16,16,,WHI5DEL,,,,
2652,6,Position_16,19,,WHI5DEL,,,,
2653,6,Position_17,1,,WHI5DEL,,,,
2654,6,Position_17,2,,WHI5DEL,,,,
2655,6,Position_17,3,,WHI5DEL,,,,
2656,6,Position_17,4,,WHI5DEL,,,,
2657,6,Position_17,5,,WHI5DEL,,,,
2658,6,Position_17,6,,WHI5DEL,,,,
2659,6,Position_17,7,,WHI5DEL,,,,
2660,6,Position_17,8,,WHI5DEL,,,,
2661,6,Position_17,9,,WHI5DEL,,,,
2662,6,Position_17,10,,WHI5DEL,,,,
2663,6,Position_17,11,,WHI5DEL,,,,
2664,6,Position_17,12,,WHI5DEL,,,,
2665,6,Position_17,13,,WHI5DEL,,,,
2666,6,Position_17,14,,WHI5DEL,,,,
2667,6,Position_17,15,,WHI5DEL,,,,
2668,6,Position_17,16,,WHI5DEL,,,,
2669,6,Position_17,17,,WHI5DEL,,,,
2670,6,Position_17,18,,WHI5DEL,,,,
2671,6,Position_17,19,,WHI5DEL,,,,
2672,6,Position_17,20,,WHI5DEL,,,,
2673,6,Position_17,21,,WHI5DEL,,,,
2674,6,Position_17,22,,WHI5DEL,,,,
2675,6,Position_17,23,,WHI5DEL,,,,
2676,6,Position_17,24,,WHI5DEL,,,,
2677,6,Position_17,25,,WHI5DEL,,,,
2678,6,Position_17,26,,WHI5DEL,,,,
2679,6,Position_17,27,,WHI5DEL,,,,
2680,6,Position_17,28,,WHI5DEL,,,,
2681,6,Position_17,29,,WHI5DEL,,,,
2682,6,Position_17,30,,WHI5DEL,,,,
2683,6,Position_17,31,,WHI5DEL,,,,
2684,6,Position_18,1,,WHI5DEL,,,,
2685,6,Position_18,2,,WHI5DEL,,,,
2686,6,Position_18,3,,WHI5DEL,,,,
2687,6,Position_18,4,,WHI5DEL,,,,
2688,6,Position_18,5,,WHI5DEL,,,,
2689,6,Position_18,6,,WHI5DEL,,,,
2690,6,Position_18,7,,WHI5DEL,,,,
2691,6,Position_18,8,,WHI5DEL,,,,
2692,6,Position_18,9,,WHI5DEL,,,,
2693,6,Position_18,10,,WHI5DEL,,,,
2694,6,Position_18,11,,WHI5DEL,,,,
2695,6,Position_18,12,,WHI5DEL,,,,
2696,6,Position_18,13,,WHI5DEL,,,,
2697,6,Position_18,14,,WHI5DEL,,,,
2698,6,Position_18,15,,WHI5DEL,,,,
2699,6,Position_18,16,,WHI5DEL,,,,
2700,6,Position_18,17,,WHI5DEL,,,,
2701,6,Position_18,18,,WHI5DEL,,,,
2702,6,Position_18,19,,WHI5DEL,,,,
2703,6,Position_18,20,,WHI5DEL,,,,
2704,6,Position_18,21,,WHI5DEL,,,,
2705,6,Position_18,22,,WHI5DEL,,,,
2706,6,Position_18,23,,WHI5DEL,,,,
2707,6,Position_18,24,,WHI5DEL,,,,
2708,6,Position_18,25,,WHI5DEL,,,,
2709,6,Position_18,27,,WHI5DEL,,,,
2710,6,Position_18,28,,WHI5DEL,,,,
2711,6,Position_18,29,,WHI5DEL,,,,
2712,6,Position_18,31,,WHI5DEL,,,,
2713,6,Position_18,36,,WHI5DEL,,,,
2714,6,Position_18,38,,WHI5DEL,,,,
2715,6,Position_18,40,,WHI5DEL,,,,
2716,6,Position_2,1,,MMY,,,,
2717,6,Position_2,2,,MMY,,,,
2718,6,Position_2,3,,MMY,,,,
2719,6,Position_2,4,,MMY,,,,
2720,6,Position_2,5,,MMY,,,,
2721,6,Position_2,6,,MMY,,,,
2722,6,Position_2,7,,MMY,,,,
2723,6,Position_2,8,,MMY,,,,
2724,6,Position_2,9,,MMY,,,,
2725,6,Position_2,10,,MMY,,,,
2726,6,Position_2,11,,MMY,,,,
2727,6,Position_2,12,,MMY,,,,
2728,6,Position_2,13,,MMY,,,,
2729,6,Position_2,14,,MMY,,,,
2730,6,Position_2,15,,MMY,,,,
2731,6,Position_2,16,,MMY,,,,
2732,6,Position_2,17,,MMY,,,,
2733,6,Position_2,18,,MMY,,,,
2734,6,Position_2,19,,MMY,,,,
2735,6,Position_2,20,,MMY,,,,
2736,6,Position_2,21,,MMY,,,,
2737,6,Position_2,22,,MMY,,,,
2738,6,Position_2,24,,MMY,,,,
2739,6,Position_2,25,,MMY,,,,
2740,6,Position_2,26,,MMY,,,,
2741,6,Position_2,27,,MMY,,,,
2742,6,Position_2,28,,MMY,,,,
2743,6,Position_2,29,,MMY,,,,
2744,6,Position_2,30,,MMY,,,,
2745,6,Position_24,1,,WHI5_BCK2_DD,,,,
2746,6,Position_24,2,,WHI5_BCK2_DD,,,,
2747,6,Position_24,3,,WHI5_BCK2_DD,,,,
2748,6,Position_24,4,,WHI5_BCK2_DD,,,,
2749,6,Position_24,5,,WHI5_BCK2_DD,,,,
2750,6,Position_24,6,,WHI5_BCK2_DD,,,,
2751,6,Position_24,7,,WHI5_BCK2_DD,,,,
2752,6,Position_24,8,,WHI5_BCK2_DD,,,,
2753,6,Position_24,9,,WHI5_BCK2_DD,,,,
2754,6,Position_24,10,,WHI5_BCK2_DD,,,,
2755,6,Position_24,11,,WHI5_BCK2_DD,,,,
2756,6,Position_24,12,,WHI5_BCK2_DD,,,,
2757,6,Position_24,13,,WHI5_BCK2_DD,,,,
2758,6,Position_24,14,,WHI5_BCK2_DD,,,,
2759,6,Position_24,15,,WHI5_BCK2_DD,,,,
2760,6,Position_24,16,,WHI5_BCK2_DD,,,,
2761,6,Position_24,17,,WHI5_BCK2_DD,,,,
2762,6,Position_24,18,,WHI5_BCK2_DD,,,,
2763,6,Position_24,19,,WHI5_BCK2_DD,,,,
2764,6,Position_24,20,,WHI5_BCK2_DD,,,,
2765,6,Position_24,21,,WHI5_BCK2_DD,,,,
2766,6,Position_24,22,,WHI5_BCK2_DD,,,,
2767,6,Position_24,23,,WHI5_BCK2_DD,,,,
2768,6,Position_24,24,,WHI5_BCK2_DD,,,,
2769,6,Position_24,25,,WHI5_BCK2_DD,,,,
2770,6,Position_24,27,,WHI5_BCK2_DD,,,,
2771,6,Position_25,3,,WHI5_BCK2_DD,,,,
2772,6,Position_25,4,,WHI5_BCK2_DD,,,,
2773,6,Position_25,5,,WHI5_BCK2_DD,,,,
2774,6,Position_25,6,,WHI5_BCK2_DD,,,,
2775,6,Position_25,7,,WHI5_BCK2_DD,,,,
2776,6,Position_25,8,,WHI5_BCK2_DD,,,,
2777,6,Position_25,9,,WHI5_BCK2_DD,,,,
2778,6,Position_25,10,,WHI5_BCK2_DD,,,,
2779,6,Position_25,11,,WHI5_BCK2_DD,,,,
2780,6,Position_25,12,,WHI5_BCK2_DD,,,,
2781,6,Position_25,13,,WHI5_BCK2_DD,,,,
2782,6,Position_25,14,,WHI5_BCK2_DD,,,,
2783,6,Position_25,15,,WHI5_BCK2_DD,,,,
2784,6,Position_25,16,,WHI5_BCK2_DD,,,,
2785,6,Position_25,17,,WHI5_BCK2_DD,,,,
2786,6,Position_25,18,,WHI5_BCK2_DD,,,,
2787,6,Position_25,19,,WHI5_BCK2_DD,,,,
2788,6,Position_25,20,,WHI5_BCK2_DD,,,,
2789,6,Position_25,21,,WHI5_BCK2_DD,,,,
2790,6,Position_25,22,,WHI5_BCK2_DD,,,,
2791,6,Position_25,23,,WHI5_BCK2_DD,,,,
2792,6,Position_25,24,,WHI5_BCK2_DD,,,,
2793,6,Position_25,25,,WHI5_BCK2_DD,,,,
2794,6,Position_25,26,,WHI5_BCK2_DD,,,,
2795,6,Position_25,27,,WHI5_BCK2_DD,,,,
2796,6,Position_25,28,,WHI5_BCK2_DD,,,,
2797,6,Position_25,29,,WHI5_BCK2_DD,,,,
2798,6,Position_25,30,,WHI5_BCK2_DD,,,,
2799,6,Position_25,31,,WHI5_BCK2_DD,,,,
2800,6,Position_25,32,,WHI5_BCK2_DD,,,,
2801,6,Position_25,34,,WHI5_BCK2_DD,,,,
2802,6,Position_28,1,,WHI5_CCR4_DD,,,,
2803,6,Position_28,2,2.0,WHI5_CCR4_DD,,,159.0,164.88401754708607
2804,6,Position_28,3,3.0,WHI5_CCR4_DD,,,146.0,175.16870231421603
2805,6,Position_28,4,,WHI5_CCR4_DD,,,,
2806,6,Position_28,5,,WHI5_CCR4_DD,,,,
2807,6,Position_28,6,,WHI5_CCR4_DD,,,,
2808,6,Position_28,7,,WHI5_CCR4_DD,,,,
2809,6,Position_28,8,,WHI5_CCR4_DD,,,,
2810,6,Position_28,9,,WHI5_CCR4_DD,,,,
2811,6,Position_28,10,,WHI5_CCR4_DD,,,,
2812,6,Position_28,11,,WHI5_CCR4_DD,,,,
2813,6,Position_28,12,,WHI5_CCR4_DD,,,,
2814,6,Position_28,13,,WHI5_CCR4_DD,,,,
2815,6,Position_28,15,,WHI5_CCR4_DD,,,,
2816,6,Position_28,16,,WHI5_CCR4_DD,,,,
2817,6,Position_28,17,,WHI5_CCR4_DD,,,,
2818,6,Position_28,18,,WHI5_CCR4_DD,,,,
2819,6,Position_28,19,,WHI5_CCR4_DD,,,,
2820,6,Position_28,20,,WHI5_CCR4_DD,,,,
2821,6,Position_28,21,,WHI5_CCR4_DD,,,,
2822,6,Position_28,22,,WHI5_CCR4_DD,,,,
2823,6,Position_28,23,,WHI5_CCR4_DD,,,,
2824,6,Position_28,24,,WHI5_CCR4_DD,,,,
2825,6,Position_28,25,,WHI5_CCR4_DD,,,,
2826,6,Position_28,26,,WHI5_CCR4_DD,,,,
2827,6,Position_28,27,,WHI5_CCR4_DD,,,,
2828,6,Position_28,30,,WHI5_CCR4_DD,,,,
2829,6,Position_28,32,,WHI5_CCR4_DD,,,,
2830,6,Position_29,1,,WHI5_CCR4_DD,,,,
2831,6,Position_29,2,11.0,WHI5_CCR4_DD,,,109.0,148.1571358199585
2832,6,Position_29,3,3.0,WHI5_CCR4_DD,,,100.0,192.37054287461805
2833,6,Position_29,4,,WHI5_CCR4_DD,,,,
2834,6,Position_29,5,,WHI5_CCR4_DD,,,,
2835,6,Position_29,6,,WHI5_CCR4_DD,,,,
2836,6,Position_29,7,,WHI5_CCR4_DD,,,,
2837,6,Position_29,8,,WHI5_CCR4_DD,,,,
2838,6,Position_29,9,,WHI5_CCR4_DD,,,,
2839,6,Position_29,10,,WHI5_CCR4_DD,,,,
2840,6,Position_29,11,,WHI5_CCR4_DD,,,,
2841,6,Position_29,12,,WHI5_CCR4_DD,,,,
2842,6,Position_29,13,,WHI5_CCR4_DD,,,,
2843,6,Position_29,14,,WHI5_CCR4_DD,,,,
2844,6,Position_29,15,,WHI5_CCR4_DD,,,,
2845,6,Position_29,16,,WHI5_CCR4_DD,,,,
2846,6,Position_29,17,,WHI5_CCR4_DD,,,,
2847,6,Position_29,18,,WHI5_CCR4_DD,,,,
2848,6,Position_29,19,,WHI5_CCR4_DD,,,,
2849,6,Position_29,20,,WHI5_CCR4_DD,,,,
2850,6,Position_29,21,,WHI5_CCR4_DD,,,,
2851,6,Position_29,23,,WHI5_CCR4_DD,,,,
2852,6,Position_29,24,,WHI5_CCR4_DD,,,,
2853,6,Position_29,25,,WHI5_CCR4_DD,,,,
2854,6,Position_29,26,,WHI5_CCR4_DD,,,,
2855,6,Position_29,28,,WHI5_CCR4_DD,,,,
2856,6,Position_3,1,,MMY,,,,
2857,6,Position_3,2,,MMY,,,,
2858,6,Position_3,3,,MMY,,,,
2859,6,Position_3,4,,MMY,,,,
2860,6,Position_3,5,,MMY,,,,
2861,6,Position_3,6,,MMY,,,,
2862,6,Position_3,7,,MMY,,,,
2863,6,Position_3,8,,MMY,,,,
2864,6,Position_3,9,,MMY,,,,
2865,6,Position_3,10,,MMY,,,,
2866,6,Position_3,11,,MMY,,,,
2867,6,Position_3,12,,MMY,,,,
2868,6,Position_3,13,,MMY,,,,
2869,6,Position_3,14,,MMY,,,,
2870,6,Position_3,15,,MMY,,,,
2871,6,Position_3,16,,MMY,,,,
2872,6,Position_3,17,,MMY,,,,
2873,6,Position_3,18,,MMY,,,,
2874,6,Position_3,19,,MMY,,,,
2875,6,Position_3,20,,MMY,,,,
2876,6,Position_3,21,,MMY,,,,
2877,6,Position_3,22,,MMY,,,,
2878,6,Position_3,23,,MMY,,,,
2879,6,Position_3,24,,MMY,,,,
2880,6,Position_3,25,,MMY,,,,
2881,6,Position_3,26,,MMY,,,,
2882,6,Position_3,27,,MMY,,,,
2883,6,Position_3,28,,MMY,,,,
2884,6,Position_3,29,,MMY,,,,
2885,6,Position_3,30,,MMY,,,,
2886,6,Position_3,31,,MMY,,,,
2887,6,Position_3,32,,MMY,,,,
2888,6,Position_4,1,7.0,MMY,,,97.0,75.0750416417338
2889,6,Position_4,2,,MMY,,,,
2890,6,Position_4,3,,MMY,,,,
2891,6,Position_4,4,,MMY,,,,
2892,6,Position_4,5,,MMY,,,,
2893,6,Position_4,6,,MMY,,,,
2894,6,Position_4,7,,MMY,,,,
2895,6,Position_4,8,,MMY,,,,
2896,6,Position_4,9,,MMY,,,,
2897,6,Position_4,10,,MMY,,,,
2898,6,Position_4,11,,MMY,,,,
2899,6,Position_4,12,,MMY,,,,
2900,6,Position_4,13,,MMY,,,,
2901,6,Position_4,14,,MMY,,,,
2902,6,Position_4,15,,MMY,,,,
2903,6,Position_4,16,,MMY,,,,
2904,6,Position_4,17,,MMY,,,,
2905,6,Position_4,18,,MMY,,,,
2906,6,Position_4,19,,MMY,,,,
2907,6,Position_4,20,,MMY,,,,
2908,6,Position_4,21,,MMY,,,,
2909,6,Position_4,22,,MMY,,,,
2910,6,Position_4,23,,MMY,,,,
2911,6,Position_4,24,,MMY,,,,
2912,6,Position_4,25,,MMY,,,,
2913,6,Position_4,26,,MMY,,,,
2914,6,Position_4,27,,MMY,,,,
2915,6,Position_4,28,,MMY,,,,
2916,6,Position_4,29,,MMY,,,,
2917,6,Position_4,30,,MMY,,,,
2918,6,Position_4,31,,MMY,,,,
2919,6,Position_4,32,,MMY,,,,
2920,6,Position_4,34,,MMY,,,,
2921,6,Position_4,35,,MMY,,,,
2922,6,Position_4,36,,MMY,,,,
2923,6,Position_4,37,,MMY,,,,
2924,6,Position_5,1,,MMY,,,,
2925,6,Position_5,2,,MMY,,,,
2926,6,Position_5,3,,MMY,,,,
2927,6,Position_5,4,,MMY,,,103.0,92.16740386294784
2928,6,Position_5,5,,MMY,,,,
2929,6,Position_5,6,,MMY,,,,
2930,6,Position_5,7,,MMY,,,,
2931,6,Position_5,8,,MMY,,,,
2932,6,Position_5,9,,MMY,,,,
2933,6,Position_5,10,,MMY,,,,
2934,6,Position_5,11,,MMY,,,,
2935,6,Position_5,12,,MMY,,,,
2936,6,Position_5,13,,MMY,,,,
2937,6,Position_5,14,,MMY,,,,
2938,6,Position_5,15,,MMY,,,,
2939,6,Position_5,16,,MMY,,,,
2940,6,Position_5,17,,MMY,,,,
2941,6,Position_5,18,,MMY,,,,
2942,6,Position_5,20,,MMY,,,,
2943,6,Position_5,21,,MMY,,,,
2944,6,Position_5,22,,MMY,,,,
2945,6,Position_5,23,,MMY,,,,
2946,6,Position_5,24,,MMY,,,,
2947,6,Position_5,25,,MMY,,,,
2948,6,Position_5,26,,MMY,,,,
2949,6,Position_5,27,,MMY,,,,
2950,6,Position_5,28,,MMY,,,,
2951,6,Position_5,30,,MMY,,,,
2952,6,Position_5,32,,MMY,,,,
2953,6,Position_5,33,,MMY,,,,
2954,6,Position_5,34,,MMY,,,,
2955,6,Position_5,35,,MMY,,,,
2956,6,Position_5,36,,MMY,,,,
2957,6,Position_5,37,,MMY,,,,
2958,6,Position_5,38,,MMY,,,,
2959,6,Position_5,40,,MMY,,,,
2960,6,Position_5,41,,MMY,,,,
2961,6,Position_7,1,,BCK2DEL,,,,
2962,6,Position_7,2,,BCK2DEL,,,,
2963,6,Position_7,3,,BCK2DEL,,,,
2964,6,Position_7,4,,BCK2DEL,,,,
2965,6,Position_7,5,,BCK2DEL,,,,
2966,6,Position_7,6,,BCK2DEL,,,,
2967,6,Position_7,7,,BCK2DEL,,,,
2968,6,Position_7,8,,BCK2DEL,,,,
2969,6,Position_7,9,,BCK2DEL,,,,
2970,6,Position_7,10,,BCK2DEL,,,,
2971,6,Position_7,12,,BCK2DEL,,,,
2972,6,Position_7,13,,BCK2DEL,,,,
2973,6,Position_7,14,,BCK2DEL,,,,
2974,6,Position_7,15,,BCK2DEL,,,,
2975,6,Position_7,16,,BCK2DEL,,,,
2976,6,Position_7,17,,BCK2DEL,,,,
2977,6,Position_7,18,,BCK2DEL,,,,
2978,6,Position_7,19,,BCK2DEL,,,,
2979,6,Position_7,20,,BCK2DEL,,,,
2980,6,Position_7,21,,BCK2DEL,,,,
2981,6,Position_7,22,,BCK2DEL,,,,
2982,6,Position_7,23,,BCK2DEL,,,,
2983,6,Position_7,24,,BCK2DEL,,,,
2984,6,Position_7,25,,BCK2DEL,,,,
2985,6,Position_7,26,,BCK2DEL,,,,
2986,6,Position_7,27,,BCK2DEL,,,,
2987,6,Position_7,28,,BCK2DEL,,,,
2988,6,Position_7,29,,BCK2DEL,,,,
2989,6,Position_7,30,,BCK2DEL,,,,
2990,6,Position_7,32,,BCK2DEL,,,,
2991,6,Position_7,33,,BCK2DEL,,,,
2992,6,Position_7,34,,BCK2DEL,,,,
2993,6,Position_7,35,,BCK2DEL,,,,
2994,6,Position_7,37,,BCK2DEL,,,,
2995,6,Position_7,38,,BCK2DEL,,,,
2996,6,Position_7,39,,BCK2DEL,,,,
2997,6,Position_7,40,,BCK2DEL,,,,
2998,6,Position_7,41,,BCK2DEL,,,,
2999,6,Position_7,51,,BCK2DEL,,,,
3000,6,Position_8,1,,BCK2DEL,,,,
3001,6,Position_8,2,,BCK2DEL,,,,
3002,6,Position_8,3,,BCK2DEL,,,,
3003,6,Position_8,4,,BCK2DEL,,,,
3004,6,Position_8,5,,BCK2DEL,,,,
3005,6,Position_8,6,,BCK2DEL,,,,
3006,6,Position_8,7,,BCK2DEL,,,,
3007,6,Position_8,8,,BCK2DEL,,,,
3008,6,Position_8,9,,BCK2DEL,,,,
3009,6,Position_8,10,,BCK2DEL,,,,
3010,6,Position_8,11,,BCK2DEL,,,,
3011,6,Position_8,12,,BCK2DEL,,,,
3012,6,Position_8,13,,BCK2DEL,,,,
3013,6,Position_8,14,,BCK2DEL,,,,
3014,6,Position_8,15,,BCK2DEL,,,,
3015,6,Position_8,16,,BCK2DEL,,,,
3016,6,Position_8,17,,BCK2DEL,,,,
3017,6,Position_8,18,,BCK2DEL,,,,
3018,6,Position_8,19,,BCK2DEL,,,,
3019,6,Position_8,20,,BCK2DEL,,,,
3020,6,Position_8,21,,BCK2DEL,,,,
3021,6,Position_8,22,,BCK2DEL,,,,
3022,6,Position_8,23,,BCK2DEL,,,,
3023,6,Position_8,24,,BCK2DEL,,,,
3024,6,Position_8,25,,BCK2DEL,,,,
3025,6,Position_8,26,,BCK2DEL,,,,
3026,6,Position_8,27,,BCK2DEL,,,,
3027,6,Position_8,28,,BCK2DEL,,,,
3028,6,Position_8,30,,BCK2DEL,,,,
3029,6,Position_8,32,,BCK2DEL,,,,
3030,6,Position_8,33,,BCK2DEL,,,,
3031,6,Position_8,34,,BCK2DEL,,,,
3032,6,Position_8,35,,BCK2DEL,,,,
3033,6,Position_8,37,,BCK2DEL,,,,
3034,6,Position_8,38,,BCK2DEL,,,,
3035,6,Position_8,40,,BCK2DEL,,,,
3036,7,Position_1,1,,MMY,,,,
3037,7,Position_1,2,,MMY,,,,
3038,7,Position_1,3,,MMY,,,,
3039,7,Position_1,4,,MMY,,,,
3040,7,Position_1,5,,MMY,,,,
3041,7,Position_1,6,,MMY,,,,
3042,7,Position_1,7,,MMY,,,,
3043,7,Position_1,8,,MMY,,,,
3044,7,Position_1,9,,MMY,,,,
3045,7,Position_1,10,,MMY,,,,
3046,7,Position_1,11,,MMY,,,,
3047,7,Position_1,12,,MMY,,,,
3048,7,Position_1,13,,MMY,,,,
3049,7,Position_1,14,,MMY,,,,
3050,7,Position_1,15,,MMY,,,,
3051,7,Position_1,16,,MMY,,,,
3052,7,Position_1,17,,MMY,,,,
3053,7,Position_1,18,,MMY,,,,
3054,7,Position_1,19,,MMY,,,,
3055,7,Position_1,20,,MMY,,,,
3056,7,Position_1,21,,MMY,,,,
3057,7,Position_1,22,,MMY,,,,
3058,7,Position_1,23,,MMY,,,,
3059,7,Position_1,24,,MMY,,,,
3060,7,Position_1,25,,MMY,,,,
3061,7,Position_1,26,,MMY,,,,
3062,7,Position_1,27,,MMY,,,,
3063,7,Position_1,29,,MMY,,,,
3064,7,Position_1,30,,MMY,,,,
3065,7,Position_1,31,,MMY,,,,
3066,7,Position_1,32,,MMY,,,,
3067,7,Position_1,34,,MMY,,,,
3068,7,Position_1,36,,MMY,,,,
3069,7,Position_12,1,,CCR4DEL,,,,
3070,7,Position_12,2,,CCR4DEL,,,,
3071,7,Position_12,3,,CCR4DEL,,,,
3072,7,Position_12,4,,CCR4DEL,,,,
3073,7,Position_12,5,,CCR4DEL,,,,
3074,7,Position_12,6,,CCR4DEL,,,,
3075,7,Position_12,7,,CCR4DEL,,,,
3076,7,Position_12,8,,CCR4DEL,,,,
3077,7,Position_12,10,,CCR4DEL,,,,
3078,7,Position_13,1,,CCR4DEL,,,,
3079,7,Position_13,2,,CCR4DEL,,,,
3080,7,Position_13,6,,CCR4DEL,,,,
3081,7,Position_13,7,,CCR4DEL,,,,
3082,7,Position_13,8,,CCR4DEL,,,,
3083,7,Position_13,9,,CCR4DEL,,,,
3084,7,Position_13,10,,CCR4DEL,,,,
3085,7,Position_13,11,,CCR4DEL,,,,
3086,7,Position_13,12,,CCR4DEL,,,,
3087,7,Position_13,13,,CCR4DEL,,,,
3088,7,Position_13,14,,CCR4DEL,,,,
3089,7,Position_13,15,,CCR4DEL,,,,
3090,7,Position_13,16,,CCR4DEL,,,,
3091,7,Position_13,18,,CCR4DEL,,,,
3092,7,Position_13,19,,CCR4DEL,,,,
3093,7,Position_13,21,,CCR4DEL,,,,
3094,7,Position_13,22,,CCR4DEL,,,,
3095,7,Position_13,23,,CCR4DEL,,,,
3096,7,Position_13,24,,CCR4DEL,,,,
3097,7,Position_13,25,,CCR4DEL,,,,
3098,7,Position_13,26,,CCR4DEL,,,,
3099,7,Position_13,27,,CCR4DEL,,,,
3100,7,Position_13,28,,CCR4DEL,,,,
3101,7,Position_13,29,,CCR4DEL,,,,
3102,7,Position_13,30,,CCR4DEL,,,,
3103,7,Position_13,31,,CCR4DEL,,,,
3104,7,Position_13,32,,CCR4DEL,,,,
3105,7,Position_13,33,,CCR4DEL,,,,
3106,7,Position_13,36,,CCR4DEL,,,,
3107,7,Position_13,38,,CCR4DEL,,,,
3108,7,Position_13,42,,CCR4DEL,,,,
3109,7,Position_14,1,,CCR4DEL,,,,
3110,7,Position_14,2,,CCR4DEL,,,,
3111,7,Position_14,3,,CCR4DEL,,,,
3112,7,Position_14,4,,CCR4DEL,,,,
3113,7,Position_15,1,,CCR4DEL,,,,
3114,7,Position_15,2,,CCR4DEL,,,,
3115,7,Position_15,3,,CCR4DEL,,,,
3116,7,Position_15,4,,CCR4DEL,,,,
3117,7,Position_15,5,,CCR4DEL,,,,
3118,7,Position_15,6,,CCR4DEL,,,,
3119,7,Position_15,7,,CCR4DEL,,,,
3120,7,Position_15,8,,CCR4DEL,,,,
3121,7,Position_15,9,,CCR4DEL,,,,
3122,7,Position_15,10,,CCR4DEL,,,,
3123,7,Position_15,11,,CCR4DEL,,,,
3124,7,Position_15,12,,CCR4DEL,,,,
3125,7,Position_15,13,,CCR4DEL,,,,
3126,7,Position_15,14,,CCR4DEL,,,,
3127,7,Position_15,15,,CCR4DEL,,,,
3128,7,Position_15,16,,CCR4DEL,,,,
3129,7,Position_15,17,,CCR4DEL,,,,
3130,7,Position_15,18,,CCR4DEL,,,,
3131,7,Position_15,19,,CCR4DEL,,,,
3132,7,Position_15,20,,CCR4DEL,,,,
3133,7,Position_15,21,,CCR4DEL,,,,
3134,7,Position_15,22,,CCR4DEL,,,,
3135,7,Position_15,23,,CCR4DEL,,,,
3136,7,Position_15,24,,CCR4DEL,,,,
3137,7,Position_15,27,,CCR4DEL,,,,
3138,7,Position_15,29,,CCR4DEL,,,,
3139,7,Position_15,30,,CCR4DEL,,,,
3140,7,Position_15,32,,CCR4DEL,,,,
3141,7,Position_15,34,,CCR4DEL,,,,
3142,7,Position_16,1,,WHI5DEL,,,,
3143,7,Position_16,2,,WHI5DEL,,,,
3144,7,Position_16,3,,WHI5DEL,,,,
