Frame,Division frame,Daughter ID,Mother ID,Generation,Origin ID,Sister IDs
412,283,8,1,1,1,[7]
412,340,12,5,2,2,[13]
412,340,13,5,2,2,[12]
412,342,14,6,2,2,[15]
412,342,15,6,2,2,[14]
412,362,18,7,2,1,[19]
412,362,19,7,2,1,[18]
413,1,1,-1,-2,1,
413,1,2,-1,-2,2,
413,248,5,2,1,2,[6]
413,248,6,2,1,2,[5]
413,283,7,1,1,1,[8]
413,283,8,1,1,1,[7]
413,340,12,5,2,2,[13]
413,340,13,5,2,2,[12]
413,342,14,6,2,2,[15]
413,342,15,6,2,2,[14]
413,362,18,7,2,1,[19]
413,362,19,7,2,1,[18]
414,1,1,-1,-2,1,
414,1,2,-1,-2,2,
414,248,5,2,1,2,[6]
414,248,6,2,1,2,[5]
414,283,7,1,1,1,[8]
414,283,8,1,1,1,[7]
414,340,12,5,2,2,[13]
414,340,13,5,2,2,[12]
414,342,14,6,2,2,[15]
414,342,15,6,2,2,[14]
414,362,18,7,2,1,[19]
414,362,19,7,2,1,[18]
415,1,1,-1,-2,1,
415,1,2,-1,-2,2,
415,248,5,2,1,2,[6]
415,248,6,2,1,2,[5]
415,283,7,1,1,1,[8]
415,283,8,1,1,1,[7]
415,340,12,5,2,2,[13]
415,340,13,5,2,2,[12]
415,342,14,6,2,2,[15]
415,342,15,6,2,2,[14]
415,362,18,7,2,1,[19]
415,362,19,7,2,1,[18]
416,1,1,-1,-2,1,
416,1,2,-1,-2,2,
416,248,5,2,1,2,[6]
416,248,6,2,1,2,[5]
416,283,7,1,1,1,[8]
416,283,8,1,1,1,[7]
416,340,12,5,2,2,[13]
416,340,13,5,2,2,[12]
416,342,14,6,2,2,[15]
416,342,15,6,2,2,[14]
416,362,18,7,2,1,[19]
416,362,19,7,2,1,[18]
417,1,1,-1,-2,1,
417,1,2,-1,-2,2,
417,248,5,2,1,2,[6]
417,248,6,2,1,2,[5]
417,283,7,1,1,1,[8]
417,283,8,1,1,1,[7]
417,340,12,5,2,2,[13]
417,340,13,5,2,2,[12]
417,342,14,6,2,2,[15]
417,342,15,6,2,2,[14]
417,362,18,7,2,1,[19]
417,362,19,7,2,1,[18]
418,1,1,-1,-2,1,
418,1,2,-1,-2,2,
418,248,5,2,1,2,[6]
418,248,6,2,1,2,[5]
418,283,7,1,1,1,[8]
418,283,8,1,1,1,[7]
418,340,12,5,2,2,[13]
418,340,13,5,2,2,[12]
418,342,14,6,2,2,[15]
418,342,15,6,2,2,[14]
418,362,18,7,2,1,[19]
418,362,19,7,2,1,[18]
419,1,1,-1,-2,1,
419,1,2,-1,-2,2,
419,248,5,2,1,2,[6]
419,248,6,2,1,2,[5]
419,283,7,1,1,1,[8]
419,283,8,1,1,1,[7]
419,340,12,5,2,2,[13]
419,340,13,5,2,2,[12]
419,342,14,6,2,2,[15]
419,342,15,6,2,2,[14]
419,362,18,7,2,1,[19]
419,362,19,7,2,1,[18]
420,1,1,-1,-2,1,
420,1,2,-1,-2,2,
420,248,5,2,1,2,[6]
420,248,6,2,1,2,[5]
420,283,7,1,1,1,[8]
420,283,8,1,1,1,[7]
420,340,12,5,2,2,[13]
420,340,13,5,2,2,[12]
420,342,14,6,2,2,[15]
420,342,15,6,2,2,[14]
420,362,18,7,2,1,[19]
420,362,19,7,2,1,[18]
421,1,1,-1,-2,1,
421,1,2,-1,-2,2,
421,248,5,2,1,2,[6]
421,248,6,2,1,2,[5]
421,283,7,1,1,1,[8]
421,283,8,1,1,1,[7]
421,340,12,5,2,2,[13]
421,340,13,5,2,2,[12]
421,342,14,6,2,2,[15]
421,342,15,6,2,2,[14]
421,362,18,7,2,1,[19]
421,362,19,7,2,1,[18]
422,1,1,-1,-2,1,
422,1,2,-1,-2,2,
422,248,5,2,1,2,[6]
422,248,6,2,1,2,[5]
422,283,7,1,1,1,[8]
422,283,8,1,1,1,[7]
422,340,12,5,2,2,[13]
422,340,13,5,2,2,[12]
422,342,14,6,2,2,[15]
422,342,15,6,2,2,[14]
422,362,18,7,2,1,[19]
422,362,19,7,2,1,[18]
423,1,1,-1,-2,1,
423,1,2,-1,-2,2,
423,248,5,2,1,2,[6]
423,248,6,2,1,2,[5]
423,283,7,1,1,1,[8]
423,283,8,1,1,1,[7]
423,340,12,5,2,2,[13]
423,340,13,5,2,2,[12]
423,342,14,6,2,2,[15]
423,342,15,6,2,2,[14]
423,362,18,7,2,1,[19]
423,362,19,7,2,1,[18]
424,1,1,-1,-2,1,
424,1,2,-1,-2,2,
424,248,5,2,1,2,[6]
424,248,6,2,1,2,[5]
424,283,7,1,1,1,[8]
424,283,8,1,1,1,[7]
424,340,12,5,2,2,[13]
424,340,13,5,2,2,[12]
424,342,14,6,2,2,[15]
424,342,15,6,2,2,[14]
424,362,18,7,2,1,[19]
424,362,19,7,2,1,[18]
425,1,1,-1,-2,1,
425,1,2,-1,-2,2,
425,248,5,2,1,2,[6]
425,248,6,2,1,2,[5]
425,283,7,1,1,1,[8]
425,283,8,1,1,1,[7]
425,340,12,5,2,2,[13]
425,340,13,5,2,2,[12]
425,342,14,6,2,2,[15]
425,342,15,6,2,2,[14]
425,362,18,7,2,1,[19]
425,362,19,7,2,1,[18]
425,425,21,8,2,1,[22]
425,425,22,8,2,1,[21]
426,1,1,-1,-2,1,
426,1,2,-1,-2,2,
426,248,5,2,1,2,[6]
426,248,6,2,1,2,[5]
426,283,7,1,1,1,[8]
426,283,8,1,1,1,[7]
426,340,12,5,2,2,[13]
426,340,13,5,2,2,[12]
426,342,14,6,2,2,[15]
426,342,15,6,2,2,[14]
426,362,18,7,2,1,[19]
426,362,19,7,2,1,[18]
426,425,21,8,2,1,[22]
426,425,22,8,2,1,[21]
427,1,1,-1,-2,1,
427,1,2,-1,-2,2,
427,248,5,2,1,2,[6]
427,248,6,2,1,2,[5]
427,283,7,1,1,1,[8]
427,283,8,1,1,1,[7]
427,340,12,5,2,2,[13]
427,340,13,5,2,2,[12]
427,342,14,6,2,2,[15]
427,342,15,6,2,2,[14]
427,362,18,7,2,1,[19]
427,362,19,7,2,1,[18]
427,425,21,8,2,1,[22]
427,425,22,8,2,1,[21]
428,1,1,-1,-2,1,
428,1,2,-1,-2,2,
428,248,5,2,1,2,[6]
428,248,6,2,1,2,[5]
428,283,7,1,1,1,[8]
428,283,8,1,1,1,[7]
428,340,12,5,2,2,[13]
428,340,13,5,2,2,[12]
428,342,14,6,2,2,[15]
428,342,15,6,2,2,[14]
428,362,18,7,2,1,[19]
428,362,19,7,2,1,[18]
428,425,21,8,2,1,[22]
428,425,22,8,2,1,[21]
429,1,1,-1,-2,1,
429,1,2,-1,-2,2,
429,248,5,2,1,2,[6]
429,248,6,2,1,2,[5]
429,283,7,1,1,1,[8]
429,283,8,1,1,1,[7]
429,340,12,5,2,2,[13]
429,340,13,5,2,2,[12]
429,342,14,6,2,2,[15]
429,342,15,6,2,2,[14]
429,362,18,7,2,1,[19]
429,362,19,7,2,1,[18]
429,425,21,8,2,1,[22]
429,425,22,8,2,1,[21]
430,1,1,-1,-2,1,
430,1,2,-1,-2,2,
430,248,5,2,1,2,[6]
430,248,6,2,1,2,[5]
430,283,7,1,1,1,[8]
430,283,8,1,1,1,[7]
430,340,12,5,2,2,[13]
430,340,13,5,2,2,[12]
430,342,14,6,2,2,[15]
430,342,15,6,2,2,[14]
430,362,18,7,2,1,[19]
430,362,19,7,2,1,[18]
430,425,21,8,2,1,[22]
430,425,22,8,2,1,[21]
431,1,1,-1,-2,1,
431,1,2,-1,-2,2,
431,248,5,2,1,2,[6]
431,248,6,2,1,2,[5]
431,283,7,1,1,1,[8]
431,283,8,1,1,1,[7]
431,340,12,5,2,2,[13]
431,340,13,5,2,2,[12]
431,342,14,6,2,2,[15]
431,342,15,6,2,2,[14]
431,362,18,7,2,1,[19]
431,362,19,7,2,1,[18]
431,425,21,8,2,1,[22]
431,425,22,8,2,1,[21]
432,1,1,-1,-2,1,
432,1,2,-1,-2,2,
432,248,5,2,1,2,[6]
432,248,6,2,1,2,[5]
432,283,7,1,1,1,[8]
432,283,8,1,1,1,[7]
432,340,12,5,2,2,[13]
432,340,13,5,2,2,[12]
432,342,14,6,2,2,[15]
432,342,15,6,2,2,[14]
432,362,18,7,2,1,[19]
432,362,19,7,2,1,[18]
432,425,21,8,2,1,[22]
432,425,22,8,2,1,[21]
433,1,1,-1,-2,1,
433,1,2,-1,-2,2,
433,248,5,2,1,2,[6]
433,248,6,2,1,2,[5]
433,283,7,1,1,1,[8]
433,283,8,1,1,1,[7]
433,340,12,5,2,2,[13]
433,340,13,5,2,2,[12]
433,342,14,6,2,2,[15]
433,342,15,6,2,2,[14]
433,362,18,7,2,1,[19]
433,362,19,7,2,1,[18]
433,425,21,8,2,1,[22]
433,425,22,8,2,1,[21]
434,1,1,-1,-2,1,
434,1,2,-1,-2,2,
434,248,5,2,1,2,[6]
434,248,6,2,1,2,[5]
434,283,7,1,1,1,[8]
434,283,8,1,1,1,[7]
434,340,12,5,2,2,[13]
434,340,13,5,2,2,[12]
434,342,14,6,2,2,[15]
434,342,15,6,2,2,[14]
434,362,18,7,2,1,[19]
434,362,19,7,2,1,[18]
434,425,21,8,2,1,[22]
434,425,22,8,2,1,[21]
435,1,1,-1,-2,1,
435,1,2,-1,-2,2,
435,248,5,2,1,2,[6]
435,248,6,2,1,2,[5]
435,283,7,1,1,1,[8]
435,283,8,1,1,1,[7]
435,340,12,5,2,2,[13]
435,340,13,5,2,2,[12]
435,342,14,6,2,2,[15]
435,342,15,6,2,2,[14]
435,362,18,7,2,1,[19]
435,362,19,7,2,1,[18]
435,425,21,8,2,1,[22]
435,425,22,8,2,1,[21]
436,1,1,-1,-2,1,
436,1,2,-1,-2,2,
436,248,5,2,1,2,[6]
436,248,6,2,1,2,[5]
436,283,7,1,1,1,[8]
436,283,8,1,1,1,[7]
436,340,12,5,2,2,[13]
436,340,13,5,2,2,[12]
436,342,14,6,2,2,[15]
436,342,15,6,2,2,[14]
436,362,18,7,2,1,[19]
436,362,19,7,2,1,[18]
436,425,21,8,2,1,[22]
436,425,22,8,2,1,[21]
436,436,28,12,3,2,[29]
436,436,29,12,3,2,[28]
437,1,1,-1,-2,1,
437,1,2,-1,-2,2,
437,248,5,2,1,2,[6]
437,248,6,2,1,2,[5]
437,283,7,1,1,1,[8]
437,283,8,1,1,1,[7]
437,340,12,5,2,2,[13]
437,340,13,5,2,2,[12]
437,342,14,6,2,2,[15]
437,342,15,6,2,2,[14]
437,362,18,7,2,1,[19]
437,362,19,7,2,1,[18]
437,425,21,8,2,1,[22]
437,425,22,8,2,1,[21]
437,436,28,12,3,2,[29]
437,436,29,12,3,2,[28]
437,437,30,15,3,2,[31]
437,437,31,15,3,2,[30]
438,1,1,-1,-2,1,
438,1,2,-1,-2,2,
438,248,5,2,1,2,[6]
438,248,6,2,1,2,[5]
438,283,7,1,1,1,[8]
438,283,8,1,1,1,[7]
438,340,12,5,2,2,[13]
438,340,13,5,2,2,[12]
438,342,14,6,2,2,[15]
438,342,15,6,2,2,[14]
438,362,18,7,2,1,[19]
438,362,19,7,2,1,[18]
438,425,21,8,2,1,[22]
438,425,22,8,2,1,[21]
438,436,28,12,3,2,[29]
438,436,29,12,3,2,[28]
438,437,30,15,3,2,[31]
438,437,31,15,3,2,[30]
439,1,1,-1,-2,1,
439,1,2,-1,-2,2,
439,248,5,2,1,2,[6]
439,248,6,2,1,2,[5]
439,283,7,1,1,1,[8]
439,283,8,1,1,1,[7]
439,340,12,5,2,2,[13]
439,340,13,5,2,2,[12]
439,342,14,6,2,2,[15]
439,342,15,6,2,2,[14]
439,362,18,7,2,1,[19]
439,362,19,7,2,1,[18]
439,425,21,8,2,1,[22]
439,425,22,8,2,1,[21]
439,436,28,12,3,2,[29]
439,436,29,12,3,2,[28]
439,437,30,15,3,2,[31]
439,437,31,15,3,2,[30]
440,1,1,-1,-2,1,
440,1,2,-1,-2,2,
440,248,5,2,1,2,[6]
440,248,6,2,1,2,[5]
440,283,7,1,1,1,[8]
440,283,8,1,1,1,[7]
440,340,12,5,2,2,[13]
440,340,13,5,2,2,[12]
440,342,14,6,2,2,[15]
440,342,15,6,2,2,[14]
440,362,18,7,2,1,[19]
440,362,19,7,2,1,[18]
440,425,21,8,2,1,[22]
440,425,22,8,2,1,[21]
440,436,28,12,3,2,[29]
440,436,29,12,3,2,[28]
440,437,30,15,3,2,[31]
440,437,31,15,3,2,[30]
441,1,1,-1,-2,1,
441,1,2,-1,-2,2,
441,248,5,2,1,2,[6]
441,248,6,2,1,2,[5]
441,283,7,1,1,1,[8]
441,283,8,1,1,1,[7]
441,340,12,5,2,2,[13]
441,340,13,5,2,2,[12]
441,342,14,6,2,2,[15]
441,342,15,6,2,2,[14]
441,362,18,7,2,1,[19]
441,362,19,7,2,1,[18]
441,425,21,8,2,1,[22]
441,425,22,8,2,1,[21]
441,436,28,12,3,2,[29]
441,436,29,12,3,2,[28]
441,437,30,15,3,2,[31]
441,437,31,15,3,2,[30]
442,1,1,-1,-2,1,
442,1,2,-1,-2,2,
442,248,5,2,1,2,[6]
442,248,6,2,1,2,[5]
442,283,7,1,1,1,[8]
442,283,8,1,1,1,[7]
442,340,12,5,2,2,[13]
442,340,13,5,2,2,[12]
442,342,14,6,2,2,[15]
442,342,15,6,2,2,[14]
442,362,18,7,2,1,[19]
442,362,19,7,2,1,[18]
442,425,21,8,2,1,[22]
442,425,22,8,2,1,[21]
442,436,28,12,3,2,[29]
442,436,29,12,3,2,[28]
442,437,30,15,3,2,[31]
442,437,31,15,3,2,[30]
443,1,1,-1,-2,1,
443,1,2,-1,-2,2,
443,248,5,2,1,2,[6]
443,248,6,2,1,2,[5]
443,283,7,1,1,1,[8]
443,283,8,1,1,1,[7]
443,340,12,5,2,2,[13]
443,340,13,5,2,2,[12]
443,342,14,6,2,2,[15]
443,342,15,6,2,2,[14]
443,362,18,7,2,1,[19]
443,362,19,7,2,1,[18]
443,425,21,8,2,1,[22]
443,425,22,8,2,1,[21]
443,436,28,12,3,2,[29]
443,436,29,12,3,2,[28]
443,437,30,15,3,2,[31]
443,437,31,15,3,2,[30]
443,443,33,13,3,2,[34]
443,443,34,13,3,2,[33]
444,1,1,-1,-2,1,
444,1,2,-1,-2,2,
444,248,5,2,1,2,[6]
444,248,6,2,1,2,[5]
444,283,7,1,1,1,[8]
444,283,8,1,1,1,[7]
444,340,12,5,2,2,[13]
444,340,13,5,2,2,[12]
444,342,14,6,2,2,[15]
444,342,15,6,2,2,[14]
444,362,18,7,2,1,[19]
444,362,19,7,2,1,[18]
444,425,21,8,2,1,[22]
444,425,22,8,2,1,[21]
444,436,28,12,3,2,[29]
444,436,29,12,3,2,[28]
444,437,30,15,3,2,[31]
444,437,31,15,3,2,[30]
444,443,33,13,3,2,[34]
444,443,34,13,3,2,[33]
445,1,1,-1,-2,1,
445,1,2,-1,-2,2,
445,248,5,2,1,2,[6]
445,248,6,2,1,2,[5]
445,283,7,1,1,1,[8]
445,283,8,1,1,1,[7]
445,340,12,5,2,2,[13]
445,340,13,5,2,2,[12]
445,342,14,6,2,2,[15]
445,342,15,6,2,2,[14]
445,362,18,7,2,1,[19]
445,362,19,7,2,1,[18]
445,425,21,8,2,1,[22]
445,425,22,8,2,1,[21]
445,436,28,12,3,2,[29]
445,436,29,12,3,2,[28]
445,437,30,15,3,2,[31]
445,437,31,15,3,2,[30]
445,443,33,13,3,2,[34]
445,443,34,13,3,2,[33]
446,1,1,-1,-2,1,
446,1,2,-1,-2,2,
446,248,5,2,1,2,[6]
446,248,6,2,1,2,[5]
446,283,7,1,1,1,[8]
446,283,8,1,1,1,[7]
446,340,12,5,2,2,[13]
446,340,13,5,2,2,[12]
446,342,14,6,2,2,[15]
446,342,15,6,2,2,[14]
446,362,18,7,2,1,[19]
446,362,19,7,2,1,[18]
446,425,21,8,2,1,[22]
446,425,22,8,2,1,[21]
446,436,28,12,3,2,[29]
446,436,29,12,3,2,[28]
446,437,30,15,3,2,[31]
446,437,31,15,3,2,[30]
446,443,33,13,3,2,[34]
446,443,34,13,3,2,[33]
447,1,1,-1,-2,1,
447,1,2,-1,-2,2,
447,248,5,2,1,2,[6]
447,248,6,2,1,2,[5]
447,283,7,1,1,1,[8]
447,283,8,1,1,1,[7]
447,340,12,5,2,2,[13]
447,340,13,5,2,2,[12]
447,342,14,6,2,2,[15]
447,342,15,6,2,2,[14]
447,362,18,7,2,1,[19]
447,362,19,7,2,1,[18]
447,425,21,8,2,1,[22]
447,425,22,8,2,1,[21]
447,436,28,12,3,2,[29]
447,436,29,12,3,2,[28]
447,437,30,15,3,2,[31]
447,437,31,15,3,2,[30]
447,443,33,13,3,2,[34]
447,443,34,13,3,2,[33]
448,1,1,-1,-2,1,
448,1,2,-1,-2,2,
448,248,5,2,1,2,[6]
448,248,6,2,1,2,[5]
448,283,7,1,1,1,[8]
448,283,8,1,1,1,[7]
448,340,12,5,2,2,[13]
448,340,13,5,2,2,[12]
448,342,14,6,2,2,[15]
448,342,15,6,2,2,[14]
448,362,18,7,2,1,[19]
448,362,19,7,2,1,[18]
448,425,21,8,2,1,[22]
448,425,22,8,2,1,[21]
448,436,28,12,3,2,[29]
448,436,29,12,3,2,[28]
448,437,30,15,3,2,[31]
448,437,31,15,3,2,[30]
448,443,33,13,3,2,[34]
448,443,34,13,3,2,[33]
449,1,1,-1,-2,1,
449,1,2,-1,-2,2,
449,248,5,2,1,2,[6]
449,248,6,2,1,2,[5]
449,283,7,1,1,1,[8]
449,283,8,1,1,1,[7]
449,340,12,5,2,2,[13]
449,340,13,5,2,2,[12]
449,342,14,6,2,2,[15]
449,342,15,6,2,2,[14]
449,362,18,7,2,1,[19]
449,362,19,7,2,1,[18]
449,425,21,8,2,1,[22]
449,425,22,8,2,1,[21]
449,436,28,12,3,2,[29]
449,436,29,12,3,2,[28]
449,437,30,15,3,2,[31]
449,437,31,15,3,2,[30]
449,443,33,13,3,2,[34]
449,443,34,13,3,2,[33]
