selection_subset,position,Cell_ID,cell_cycle_stage,generation_num,frame_i,mCitrine_corrected_amount,mCitrine_corrected_amount_rel,file,relationship,relative_ID,phase_length,phase_begin,gui_mCitrine_amount_autoBkgr,frames_in_phase,centered_frames_in_phase,Combined signal,Bud signal,min_centered_frames,max_centered_frames,centered_time_in_minutes,Generation,contributing_ccs_at_time
0,Position_3,4,S,1.0,115,421397.0,3996.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,421397.0,14.0,14.0,425393.0,3996.000000000001,-19.0,43.0,42.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,115,236324.0,256.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,236324.0,1.0,1.0,236580.0,256.0,-21.0,61.0,3.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,116,381652.0,3735.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,381652.0,8.0,8.0,385387.0,3735.000000000001,-15.0,30.0,24.0,2+ ($n_2$=89),89
0,Position_3,2,S,2.0,116,267886.0,234143.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,29.0,90.0,267886.0,27.0,27.0,502029.0,234143.0,-7.0,30.0,81.0,2+ ($n_2$=89),49
0,Position_3,4,S,1.0,116,435500.0,4401.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,435500.0,15.0,15.0,439901.0,4401.0,-19.0,43.0,45.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,116,240461.0,762.0000000000001,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,240461.0,2.0,2.0,241223.0,762.0000000000001,-21.0,61.0,6.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,117,396746.0,5228.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,396746.0,9.0,9.0,401974.0,5228.000000000001,-15.0,30.0,27.0,2+ ($n_2$=89),89
0,Position_3,2,S,2.0,117,265515.0,220562.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,29.0,90.0,265515.0,28.0,28.0,486077.0,220562.0,-7.0,30.0,84.0,2+ ($n_2$=89),39
0,Position_3,4,S,1.0,117,447926.0,5454.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,447926.0,16.0,16.0,453380.0,5454.000000000001,-19.0,43.0,48.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,117,243195.0,1042.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,243195.0,3.0,3.0,244237.0,1042.0,-21.0,61.0,9.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,118,417263.0,8205.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,417263.0,10.0,10.0,425468.0,8205.000000000002,-15.0,30.0,30.0,2+ ($n_2$=89),89
0,Position_3,2,S,2.0,118,263564.0,230309.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,29.0,90.0,263564.0,29.0,29.0,493873.0,230309.0,-7.0,30.0,87.0,2+ ($n_2$=89),33
0,Position_3,4,S,1.0,118,455974.0,5911.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,455974.0,17.0,17.0,461886.0,5911.999999999999,-19.0,43.0,51.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,118,245876.0,1728.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,245876.0,4.0,4.0,247604.0,1728.0,-21.0,61.0,12.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,119,433846.0,6807.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,433846.0,11.0,11.0,440654.0,6807.999999999999,-15.0,30.0,33.0,2+ ($n_2$=89),89
0,Position_3,2,S,2.0,119,261135.00000000003,221054.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,29.0,90.0,261135.00000000003,30.0,30.0,482189.0,221054.0,-7.0,30.0,90.0,2+ ($n_2$=89),26
0,Position_3,4,S,1.0,119,462190.0,5915.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,462190.0,18.0,18.0,468105.0,5915.0,-19.0,43.0,54.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,119,245697.0,2789.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,245697.0,5.0,5.0,248486.0,2789.0,-21.0,61.0,15.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,120,452918.0,9122.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,452918.0,12.0,12.0,462040.0,9122.0,-15.0,30.0,36.0,2+ ($n_2$=89),89
0,Position_3,2,G1,3.0,120,269130.0,236594.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,2.0,120.0,269130.0,1.0,-2.0,269130.0,0.0,-2.0,27.0,-6.0,2+ ($n_2$=89),87
0,Position_3,4,S,1.0,120,468259.0,6842.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,468259.0,19.0,19.0,475101.0,6842.000000000001,-19.0,43.0,57.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,120,252260.0,3127.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,252260.0,6.0,6.0,255387.0,3127.0,-21.0,61.0,18.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,121,468900.0,7192.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,468900.0,13.0,13.0,476092.0,7192.000000000001,-15.0,30.0,39.0,2+ ($n_2$=89),89
0,Position_3,2,G1,3.0,121,267663.0,237609.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,2.0,120.0,267663.0,2.0,-1.0,267663.0,0.0,-2.0,27.0,-3.0,2+ ($n_2$=89),88
0,Position_3,4,S,1.0,121,473971.0,6001.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,473971.0,20.0,20.0,479972.0,6001.0,-19.0,43.0,60.0,1st ($n_1$=48),48
0,Position_3,5,S,1.0,121,265550.0,3148.0000000000005,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,265550.0,7.0,7.0,268698.0,3148.0000000000005,-21.0,61.0,21.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,122,470218.0,11222.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,470218.0,14.0,14.0,481441.0,11222.999999999998,-15.0,30.0,42.0,2+ ($n_2$=89),89
0,Position_3,2,G1,3.0,122,272217.0,240954.0,MIA_KC_htb1_mCitrine_labeled,mother,6.0,2.0,120.0,272217.0,3.0,0.0,272217.0,0.0,-2.0,27.0,0.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,122,478207.0,7350.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,478207.0,21.0,21.0,485557.0,7350.000000000001,-19.0,43.0,63.0,1st ($n_1$=48),47
0,Position_3,5,S,1.0,122,293236.0,3679.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,293236.0,8.0,8.0,296915.0,3679.000000000001,-21.0,61.0,24.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,123,472688.0,15220.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,472688.0,15.0,15.0,487908.0,15220.0,-15.0,30.0,45.0,2+ ($n_2$=89),88
0,Position_3,2,S,3.0,123,265988.0,200.00000000000003,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,265988.0,1.0,1.0,266188.0,200.00000000000003,-2.0,27.0,3.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,123,484784.0,7865.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,484784.0,22.0,22.0,492649.0,7865.0,-19.0,43.0,66.0,1st ($n_1$=48),47
0,Position_3,5,S,1.0,123,316382.0,3757.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,316382.0,9.0,9.0,320139.0,3757.0,-21.0,61.0,27.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,124,483892.0,15900.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,483892.0,16.0,16.0,499793.0,15900.999999999998,-15.0,30.0,48.0,2+ ($n_2$=89),87
0,Position_3,2,S,3.0,124,268072.0,1357.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,268072.0,2.0,2.0,269429.0,1357.0,-2.0,27.0,6.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,124,491143.0,7515.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,491143.0,23.0,23.0,498658.0,7515.000000000001,-19.0,43.0,69.0,1st ($n_1$=48),46
0,Position_3,5,S,1.0,124,335416.0,4129.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,335416.0,10.0,10.0,339545.0,4129.000000000001,-21.0,61.0,30.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,125,483316.0,21817.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,483316.0,17.0,17.0,505133.0,21817.0,-15.0,30.0,51.0,2+ ($n_2$=89),87
0,Position_3,2,S,3.0,125,265005.0,1880.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,265005.0,3.0,3.0,266885.0,1880.0,-2.0,27.0,9.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,125,480412.0,11789.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,480412.0,24.0,24.0,492201.0,11789.0,-19.0,43.0,72.0,1st ($n_1$=48),46
0,Position_3,5,S,1.0,125,349519.0,6202.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,349519.0,11.0,11.0,355721.0,6202.000000000001,-21.0,61.0,33.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,126,502483.0,20654.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,502483.0,18.0,18.0,523137.0,20654.0,-15.0,30.0,54.0,2+ ($n_2$=89),86
0,Position_3,2,S,3.0,126,271076.0,2446.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,271076.0,4.0,4.0,273522.0,2446.0,-2.0,27.0,12.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,126,383079.0,81526.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,383079.0,25.0,25.0,464605.0,81526.0,-19.0,43.0,75.0,1st ($n_1$=48),42
0,Position_3,5,S,1.0,126,360022.0,9630.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,360022.0,12.0,12.0,369653.0,9630.999999999998,-21.0,61.0,36.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,127,499903.00000000006,20968.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,499903.00000000006,19.0,19.0,520871.00000000006,20968.0,-15.0,30.0,57.0,2+ ($n_2$=89),86
0,Position_3,2,S,3.0,127,285635.0,2167.0000000000005,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,285635.0,5.0,5.0,287802.0,2167.0000000000005,-2.0,27.0,15.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,127,305600.0,176555.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,305600.0,26.0,26.0,482155.0,176555.0,-19.0,43.0,78.0,1st ($n_1$=48),37
0,Position_3,5,S,1.0,127,372795.0,9939.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,372795.0,13.0,13.0,382734.0,9939.000000000002,-21.0,61.0,39.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,128,475472.0,45241.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,475472.0,20.0,20.0,520713.0,45241.0,-15.0,30.0,60.0,2+ ($n_2$=89),85
0,Position_3,2,S,3.0,128,312720.0,4059.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,312720.0,6.0,6.0,316779.0,4059.0,-2.0,27.0,18.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,128,271445.0,230518.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,271445.0,27.0,27.0,501963.0,230518.0,-19.0,43.0,81.0,1st ($n_1$=48),36
0,Position_3,5,S,1.0,128,379071.0,10120.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,379071.0,14.0,14.0,389192.0,10120.999999999998,-21.0,61.0,42.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,129,390728.0,130241.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,390728.0,21.0,21.0,520969.0,130241.0,-15.0,30.0,63.0,2+ ($n_2$=89),84
0,Position_3,2,S,3.0,129,335504.0,2947.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,335504.0,7.0,7.0,338451.0,2947.0,-2.0,27.0,21.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,129,268019.0,239553.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,268019.0,28.0,28.0,507572.0,239553.0,-19.0,43.0,84.0,1st ($n_1$=48),34
0,Position_3,5,S,1.0,129,382977.0,9953.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,382977.0,15.0,15.0,392930.0,9953.0,-21.0,61.0,45.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,130,324751.0,199844.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,324751.0,22.0,22.0,524595.0,199844.0,-15.0,30.0,66.0,2+ ($n_2$=89),83
0,Position_3,2,S,3.0,130,359559.0,3901.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,359559.0,8.0,8.0,363460.0,3901.000000000001,-2.0,27.0,24.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,130,269840.0,226369.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,269840.0,29.0,29.0,496209.0,226369.0,-19.0,43.0,87.0,1st ($n_1$=48),32
0,Position_3,5,S,1.0,130,389481.0,10408.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,389481.0,16.0,16.0,399889.0,10408.0,-21.0,61.0,48.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,131,292180.0,252060.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,292180.0,23.0,23.0,544240.0,252060.0,-15.0,30.0,69.0,2+ ($n_2$=89),80
0,Position_3,2,S,3.0,131,372241.0,4242.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,372241.0,9.0,9.0,376483.0,4242.0,-2.0,27.0,27.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,131,270418.0,241089.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,270418.0,30.0,30.0,511507.0,241089.0,-19.0,43.0,90.0,1st ($n_1$=48),31
0,Position_3,5,S,1.0,131,406101.0,11868.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,406101.0,17.0,17.0,417969.0,11868.0,-21.0,61.0,51.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,132,294439.0,252305.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,294439.0,24.0,24.0,546744.0,252305.0,-15.0,30.0,72.0,2+ ($n_2$=89),72
0,Position_3,2,S,3.0,132,399070.0,5046.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,399070.0,10.0,10.0,404116.0,5046.0,-2.0,27.0,30.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,132,271673.0,236322.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,271673.0,31.0,31.0,507995.0,236322.0,-19.0,43.0,93.0,1st ($n_1$=48),28
0,Position_3,5,S,1.0,132,407858.0,14410.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,407858.0,18.0,18.0,422268.0,14410.000000000002,-21.0,61.0,54.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,133,294857.00000000006,260759.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,294857.00000000006,25.0,25.0,555616.0,260759.0,-15.0,30.0,75.0,2+ ($n_2$=89),67
0,Position_3,2,S,3.0,133,407675.00000000006,5392.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,407675.00000000006,11.0,11.0,413067.00000000006,5392.0,-2.0,27.0,33.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,133,270428.0,242727.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,270428.0,32.0,32.0,513155.0,242727.0,-19.0,43.0,96.0,1st ($n_1$=48),23
0,Position_3,5,S,1.0,133,417532.0,15340.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,417532.0,19.0,19.0,432872.0,15340.000000000002,-21.0,61.0,57.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,134,295489.0,249343.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,295489.0,26.0,26.0,544832.0,249343.0,-15.0,30.0,78.0,2+ ($n_2$=89),60
0,Position_3,2,S,3.0,134,413094.0,6667.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,413094.0,12.0,12.0,419762.0,6667.999999999999,-2.0,27.0,36.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,134,268861.0,232540.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,268861.0,33.0,33.0,501401.0,232540.0,-19.0,43.0,99.0,1st ($n_1$=48),20
0,Position_3,5,S,1.0,134,418836.0,15314.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,418836.0,20.0,20.0,434151.0,15314.999999999998,-21.0,61.0,60.0,1st ($n_1$=48),48
0,Position_3,1,S,5.0,135,297822.0,249775.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,297822.0,27.0,27.0,547597.0,249775.0,-15.0,30.0,81.0,2+ ($n_2$=89),49
0,Position_3,2,S,3.0,135,422440.0,7572.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,422440.0,13.0,13.0,430013.0,7572.999999999999,-2.0,27.0,39.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,135,268858.0,230779.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,268858.0,34.0,34.0,499637.0,230779.0,-19.0,43.0,102.0,1st ($n_1$=48),16
0,Position_3,5,S,1.0,135,428643.0,13363.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,428643.0,21.0,21.0,442007.0,13363.999999999998,-21.0,61.0,63.0,1st ($n_1$=48),47
0,Position_3,1,S,5.0,136,293448.99999999994,252092.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,293448.99999999994,28.0,28.0,545541.0,252092.0,-15.0,30.0,84.0,2+ ($n_2$=89),39
0,Position_3,2,S,3.0,136,437539.0,7642.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,437539.0,14.0,14.0,445181.0,7642.000000000001,-2.0,27.0,42.0,2+ ($n_2$=89),89
0,Position_3,4,S,1.0,136,270440.0,227983.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,270440.0,35.0,35.0,498423.0,227983.0,-19.0,43.0,105.0,1st ($n_1$=48),16
0,Position_3,5,S,1.0,136,436170.0,14202.000000000004,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,436170.0,22.0,22.0,450372.0,14202.000000000004,-21.0,61.0,66.0,1st ($n_1$=48),47
0,Position_3,1,S,5.0,137,289969.0,260336.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,289969.0,29.0,29.0,550305.0,260336.0,-15.0,30.0,87.0,2+ ($n_2$=89),33
0,Position_3,2,S,3.0,137,442361.0,9836.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,442361.0,15.0,15.0,452197.0,9836.000000000002,-2.0,27.0,45.0,2+ ($n_2$=89),88
0,Position_3,4,S,1.0,137,270749.0,225175.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,270749.0,36.0,36.0,495924.0,225175.0,-19.0,43.0,108.0,1st ($n_1$=48),14
0,Position_3,5,S,1.0,137,438994.0,15570.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,438994.0,23.0,23.0,454564.0,15570.000000000002,-21.0,61.0,69.0,1st ($n_1$=48),46
0,Position_3,1,S,5.0,138,293307.0,252395.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,29.0,109.0,293307.0,30.0,30.0,545702.0,252395.0,-15.0,30.0,90.0,2+ ($n_2$=89),26
0,Position_3,2,S,3.0,138,443755.0,9925.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,443755.0,16.0,16.0,453681.0,9925.999999999998,-2.0,27.0,48.0,2+ ($n_2$=89),87
0,Position_3,4,S,1.0,138,269422.0,218651.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,269422.0,37.0,37.0,488073.0,218651.0,-19.0,43.0,111.0,1st ($n_1$=48),14
0,Position_3,5,S,1.0,138,439831.0,14384.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,439831.0,24.0,24.0,454216.0,14384.999999999998,-21.0,61.0,72.0,1st ($n_1$=48),46
0,Position_3,1,G1,6.0,139,294534.0,237053.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,294534.0,1.0,-15.0,294534.0,0.0,-15.0,26.0,-45.0,2+ ($n_2$=89),11
0,Position_3,2,S,3.0,139,454780.0,12279.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,454780.0,17.0,17.0,467059.0,12279.0,-2.0,27.0,51.0,2+ ($n_2$=89),87
0,Position_3,4,S,1.0,139,270429.0,221196.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,270429.0,38.0,38.0,491625.0,221196.0,-19.0,43.0,114.0,1st ($n_1$=48),12
0,Position_3,5,S,1.0,139,450506.0,15527.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,450506.0,25.0,25.0,466033.0,15527.0,-21.0,61.0,75.0,1st ($n_1$=48),42
0,Position_3,1,G1,6.0,140,296252.0,234381.00000000003,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,296252.0,2.0,-14.0,296252.0,0.0,-15.0,26.0,-42.0,2+ ($n_2$=89),14
0,Position_3,2,S,3.0,140,483917.0,9756.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,483917.0,18.0,18.0,493674.0,9756.999999999998,-2.0,27.0,54.0,2+ ($n_2$=89),86
0,Position_3,4,S,1.0,140,269792.0,216747.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,269792.0,39.0,39.0,486539.0,216747.0,-19.0,43.0,117.0,1st ($n_1$=48),12
0,Position_3,5,S,1.0,140,448119.0,15897.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,448119.0,26.0,26.0,464016.0,15897.0,-21.0,61.0,78.0,1st ($n_1$=48),37
0,Position_3,1,G1,6.0,141,296657.0,236673.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,296657.0,3.0,-13.0,296657.0,0.0,-15.0,26.0,-39.0,2+ ($n_2$=89),21
0,Position_3,2,S,3.0,141,463926.0,14818.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,463926.0,19.0,19.0,478744.0,14818.000000000002,-2.0,27.0,57.0,2+ ($n_2$=89),86
0,Position_3,4,S,1.0,141,274990.0,229734.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,274990.0,40.0,40.0,504724.0,229734.0,-19.0,43.0,120.0,1st ($n_1$=48),10
0,Position_3,5,S,1.0,141,445213.0,16699.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,445213.0,27.0,27.0,461912.0,16699.0,-21.0,61.0,81.0,1st ($n_1$=48),36
0,Position_3,1,G1,6.0,142,294896.0,237123.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,294896.0,4.0,-12.0,294896.0,0.0,-15.0,26.0,-36.0,2+ ($n_2$=89),24
0,Position_3,2,S,3.0,142,368812.0,104920.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,368812.0,20.0,20.0,473732.0,104920.0,-2.0,27.0,60.0,2+ ($n_2$=89),85
0,Position_3,4,S,1.0,142,274691.0,222536.00000000003,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,274691.0,41.0,41.0,497227.0,222536.00000000003,-19.0,43.0,123.0,1st ($n_1$=48),10
0,Position_3,5,S,1.0,142,452737.0,14845.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,452737.0,28.0,28.0,467582.0,14845.0,-21.0,61.0,84.0,1st ($n_1$=48),34
0,Position_3,1,G1,6.0,143,281090.0,257950.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,281090.0,5.0,-11.0,281090.0,0.0,-15.0,26.0,-33.0,2+ ($n_2$=89),27
0,Position_3,2,S,3.0,143,295266.0,178283.99999999997,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,295266.0,21.0,21.0,473550.0,178283.99999999997,-2.0,27.0,63.0,2+ ($n_2$=89),84
0,Position_3,4,S,1.0,143,275240.0,220902.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,42.0,102.0,275240.0,42.0,42.0,496142.0,220902.0,-19.0,43.0,126.0,1st ($n_1$=48),10
0,Position_3,5,S,1.0,143,431978.0,18840.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,431978.0,29.0,29.0,450818.0,18840.0,-21.0,61.0,87.0,1st ($n_1$=48),32
0,Position_3,1,G1,6.0,144,276694.0,255795.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,276694.0,6.0,-10.0,276694.0,0.0,-15.0,26.0,-30.0,2+ ($n_2$=89),36
0,Position_3,2,S,3.0,144,273888.0,216741.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,273888.0,22.0,22.0,490629.0,216741.0,-2.0,27.0,66.0,2+ ($n_2$=89),83
0,Position_3,5,S,1.0,144,433796.0,21693.0,MIA_KC_htb1_mCitrine_labeled,mother,9.0,60.0,115.0,433796.0,30.0,30.0,455489.0,21693.0,-21.0,61.0,90.0,1st ($n_1$=48),31
0,Position_3,1,G1,6.0,145,280401.0,256358.0,MIA_KC_htb1_mCitrine_labeled,mother,8.0,15.0,139.0,280401.0,7.0,-9.0,280401.0,0.0,-15.0,26.0,-27.0,2+ ($n_2$=89),43
0,Position_3,2,S,3.0,145,263619.0,230515.0,MIA_KC_htb1_mCitrine_labeled,mother,11.0,26.0,123.0,263619.0,23.0,23.0,494134.0,230515.0,-2.0,27.0,69.0,2+ ($n_2$=89),80
0,Position_3,4,G1,2.0,145,267917.0,187698.0,MIA_KC_htb1_mCitrine_labeled,mother,7.0,15.0,145.0,267917.0,1.0,-15.0,267917.0,0.0,-15.0,34.0,-45.0,2+ ($n_2$=89),11
