Position_n,frame_i,Cell_ID,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl
Position_16,0,1,FALSE,FALSE,368,332,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3646,163204.3496,19.16217288,62.18331397
Position_16,0,2,FALSE,FALSE,336,379,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2079,68859.02418,10.92653796,26.23632478
Position_16,0,3,FALSE,FALSE,297,553,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3904,179736.8639,20.51813574,68.48245082
Position_17,0,1,FALSE,FALSE,321,117,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4326,212716.7009,22.73602849,81.04826518
Position_17,0,2,FALSE,FALSE,306,178,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2606,98102.13925,13.69627606,37.37839183
Position_17,0,3,FALSE,FALSE,688,517,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3012,123314.9297,15.83007809,46.98484454
Position_18,0,1,FALSE,FALSE,403,124,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4621,225468.5122,24.28645114,85.90689724
Position_18,0,2,FALSE,FALSE,420,172,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,736,13995.44679,3.868173132,5.332475908
Position_18,0,3,FALSE,FALSE,610,644,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,5171,266638.3947,27.17706965,101.5932422
Position_18,0,4,FALSE,FALSE,616,710,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2853,112014.1251,14.99442656,42.67906788
Position_19,0,1,FALSE,FALSE,272,153,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3954,182861.1644,20.78091924,69.67285635
Position_19,0,2,FALSE,FALSE,257,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,452,6835.676956,2.375562847,2.604495821
Position_19,0,3,FALSE,FALSE,282,653,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3427,143334.4577,18.01118114,54.61258608
Position_19,0,4,FALSE,FALSE,439,676,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3340,133374.7343,17.55393785,50.8177815
Position_19,0,5,FALSE,FALSE,278,704,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1467,40304.50077,7.710067913,15.35662151
Position_19,0,6,FALSE,FALSE,429,728,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2331,76903.50584,12.25096681,29.30139339
Position_20,0,1,FALSE,FALSE,154,145,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3906,171214.167,20.52864708,65.23517498
Position_20,0,3,FALSE,FALSE,138,188,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,518,7871.699405,2.722437068,2.99923597
Position_20,0,4,FALSE,FALSE,201,196,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4714,240512.4872,24.77522846,91.63887819
Position_20,0,5,FALSE,FALSE,808,254,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3051,117631.7438,16.03504922,44.81946515
Position_20,0,6,FALSE,FALSE,193,260,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2858,109814.9838,15.02070491,41.84116193
Position_20,0,7,FALSE,FALSE,526,370,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4872,254717.159,25.60562432,97.05107197
Position_20,0,8,FALSE,FALSE,258,402,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4604,224052.5194,24.19710475,85.36738266
Position_20,0,9,FALSE,FALSE,510,432,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2575,96416.08325,13.53335029,36.73597912
Position_20,0,10,FALSE,FALSE,259,463,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2352,81836.00822,12.36133588,31.18075105
Position_21,0,1,FALSE,FALSE,276,162,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3340,131134.8895,17.55393785,49.96436695
Position_21,0,2,FALSE,FALSE,279,205,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,840,17682.45996,4.414762813,6.737283429
Position_21,0,3,FALSE,FALSE,459,631,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3737,159269.428,19.64043885,60.68404964
Position_21,0,4,FALSE,FALSE,462,688,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2265,77937.88005,11.90409259,29.69550553
Position_22,0,1,FALSE,FALSE,72,218,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3091,120766.2613,16.24527602,46.01376352
Position_22,0,2,FALSE,FALSE,573,230,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3717,168567.9702,19.53532545,64.22693418
Position_22,0,3,FALSE,FALSE,539,278,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2425,87617.92873,12.74499979,33.3837498
Position_22,0,4,FALSE,FALSE,482,600,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3959,171451.8427,20.80719759,65.325733
Position_22,0,5,FALSE,FALSE,479,666,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2614,96440.42528,13.73832142,36.74525379
Position_23,0,1,FALSE,FALSE,370,57,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4248,191424.3707,22.32608623,72.93556685
Position_23,0,2,FALSE,FALSE,305,87,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4153,186687.5305,21.82679758,71.13075942
Position_23,0,3,FALSE,FALSE,370,108,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,733,13947.84999,3.852406122,5.314340808
Position_23,0,4,FALSE,FALSE,414,114,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2797,100349.5733,14.70010903,38.23469803
Position_23,0,5,FALSE,FALSE,342,149,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4302,184039.0125,22.60989241,70.12163419
Position_23,0,6,FALSE,FALSE,569,167,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4111,190579.7986,21.60605944,72.61377217
Position_23,0,7,FALSE,FALSE,526,178,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,437,6514.07599,2.296727797,2.481961012
Position_23,0,8,FALSE,FALSE,629,194,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3237,131146.5892,17.01260384,49.9688247
Position_23,0,9,FALSE,FALSE,536,207,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,550,9278.720632,2.890618509,3.535332238
Position_23,0,10,FALSE,FALSE,341,209,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3727,148981.7433,19.58788215,56.76428688
Position_23,0,11,FALSE,FALSE,403,216,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2151,70851.92401,11.3049462,26.99564962
Position_23,0,12,FALSE,FALSE,578,240,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4676,221543.2976,24.57551299,84.41133139
Position_23,0,13,FALSE,FALSE,639,246,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1374,38093.56849,7.221290602,14.51422304
Position_23,0,14,FALSE,FALSE,529,264,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,439,6192.921863,2.307239137,2.359596455
Position_23,0,15,FALSE,FALSE,552,302,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3778,168610.6295,19.85592132,64.24318801
Position_23,0,16,FALSE,FALSE,419,428,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3422,148828.2602,17.98490279,56.7058075
Position_23,0,17,FALSE,FALSE,575,655,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3292,122128.4542,17.30166569,46.53277952
Position_23,0,18,FALSE,FALSE,583,725,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,6569,381487.4787,34.52449634,145.3524721
Position_23,0,19,FALSE,FALSE,361,779,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,6386,380321.714,33.56270872,144.9082982
Position_23,0,20,FALSE,FALSE,584,787,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1774,52172.91974,9.323558608,19.87866781
Position_23,0,21,FALSE,FALSE,311,183,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,140,1186.209842,0.735793802,0.451963806
