Position_n,frame_i,Cell_ID,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl
Position_2,0,8,FALSE,FALSE,364,449,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4843,243694.7572,25.45320989,92.85137096
Position_2,0,9,FALSE,FALSE,422,478,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3445,139769.7461,18.10578321,53.25437727
Position_2,0,10,FALSE,FALSE,352,519,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3019,118185.1458,15.86686778,45.03031965
Position_2,0,11,FALSE,FALSE,63,635,,,-1,S,2,12,mother,-1,-1,FALSE,FALSE,4320,209013.7855,22.70449447,79.63739867
Position_2,0,12,FALSE,FALSE,50,690,,,-1,S,0,11,bud,-1,-1,FALSE,FALSE,1436,40279.78484,7.547142143,15.34720438
Position_3,0,1,FALSE,FALSE,369,59,,,-1,S,2,3,mother,-1,-1,FALSE,FALSE,3992,185259.6095,20.9806347,70.58670001
Position_3,0,2,FALSE,FALSE,309,88,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4042,184416.4284,21.2434182,70.26543535
Position_3,0,3,FALSE,FALSE,369,109,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1128,28150.06322,5.928395778,10.72559784
Position_3,0,4,FALSE,FALSE,410,112,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2622,91744.09961,13.78036678,34.95588302
Position_3,0,5,FALSE,FALSE,341,149,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3791,167116.3325,19.92424503,63.67383835
Position_3,0,6,FALSE,FALSE,571,170,,,-1,S,2,7,mother,-1,-1,FALSE,FALSE,3587,153031.3399,18.85208835,58.30724416
Position_3,0,7,FALSE,FALSE,532,180,,,-1,S,0,6,bud,-1,-1,FALSE,FALSE,456,6405.100308,2.396585527,2.440439637
Position_3,0,8,FALSE,FALSE,315,183,,,-1,S,0,11,bud,-1,-1,FALSE,FALSE,223,1804.80316,1.172014414,0.687657173
Position_3,0,9,FALSE,FALSE,627,196,,,-1,S,2,14,mother,-1,-1,FALSE,FALSE,2975,117352.4806,15.6356183,44.71306168
Position_3,0,10,FALSE,FALSE,540,209,,,-1,S,0,13,bud,-1,-1,FALSE,FALSE,685,12992.8352,3.600133961,4.950465797
Position_3,0,11,FALSE,FALSE,342,207,,,-1,S,2,8,mother,-1,-1,FALSE,FALSE,3239,125160.3409,17.02311518,47.68797397
Position_3,0,12,FALSE,FALSE,399,216,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1970,63047.7482,10.35366993,24.02214115
Position_3,0,13,FALSE,FALSE,579,239,,,-1,S,2,10,mother,-1,-1,FALSE,FALSE,4453,214042.7902,23.40349858,81.55352517
Position_3,0,14,FALSE,FALSE,638,243,,,-1,S,0,9,bud,-1,-1,FALSE,FALSE,1357,36495.55723,7.131944212,13.90535669
Position_3,0,16,FALSE,FALSE,419,429,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2950,117104.4754,15.50422655,44.61856797
Position_3,0,17,FALSE,FALSE,576,659,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2978,113047.8136,15.65138531,43.07291874
Position_3,0,18,FALSE,FALSE,583,724,,,-1,S,2,20,mother,-1,-1,FALSE,FALSE,5278,283416.7028,27.73942634,107.9860302
Position_3,0,19,FALSE,FALSE,362,781,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,5204,275861.821,27.35050676,105.1075065
Position_3,0,20,FALSE,FALSE,584,785,,,-1,S,0,18,bud,-1,-1,FALSE,FALSE,1641,48550.09203,8.624554496,18.49831591
Position_3,0,22,FALSE,FALSE,553,301,,,-1,S,2,23,mother,-1,-1,FALSE,FALSE,3276,137781.8772,17.21757497,52.49696929
Position_3,0,23,FALSE,FALSE,533,266,,,-1,S,0,22,bud,-1,-1,FALSE,FALSE,343,4338.860087,1.802694815,1.653171008
Position_4,0,1,FALSE,FALSE,462,114,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2367,77101.55447,12.44017093,29.3768529
Position_4,0,2,FALSE,FALSE,427,156,,,-1,S,2,5,mother,-1,-1,FALSE,FALSE,3415,143974.2174,17.9481131,54.85634414
Position_4,0,3,FALSE,FALSE,484,171,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2753,101362.3831,14.46885955,38.62059383
Position_4,0,4,FALSE,FALSE,533,211,,,-1,S,2,6,mother,-1,-1,FALSE,FALSE,3734,162434.9846,19.62467184,61.89017434
Position_4,0,5,FALSE,FALSE,432,217,,,-1,S,0,2,bud,-1,-1,FALSE,FALSE,2184,72062.33426,11.47838331,27.45683414
Position_4,0,6,FALSE,FALSE,586,244,,,-1,S,0,4,bud,-1,-1,FALSE,FALSE,2388,82105.41088,12.55054,31.28339752
Position_4,0,7,FALSE,FALSE,489,253,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2920,114952.0262,15.34655645,43.7984524
Position_4,0,8,FALSE,FALSE,545,279,,,-1,S,2,9,mother,-1,-1,FALSE,FALSE,3406,139876.7036,17.90081207,53.29512972
Position_4,0,9,FALSE,FALSE,554,340,,,-1,S,0,8,bud,-1,-1,FALSE,FALSE,2473,89116.8354,12.99727195,33.95485581
Position_4,0,10,FALSE,FALSE,312,545,,,-1,S,2,11,mother,-1,-1,FALSE,FALSE,4540,227012.5124,23.86074187,86.49518454
Position_4,0,11,FALSE,FALSE,353,573,,,-1,S,0,10,bud,-1,-1,FALSE,FALSE,786,15311.44771,4.130956633,5.833892067
Position_4,0,12,FALSE,FALSE,318,614,,,-1,S,2,13,mother,-1,-1,FALSE,FALSE,3461,149693.0948,18.18987393,57.03532252
Position_4,0,13,FALSE,FALSE,266,653,,,-1,S,0,12,bud,-1,-1,FALSE,FALSE,2647,90426.67424,13.91175853,34.45392412
Position_4,0,14,FALSE,FALSE,318,680,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3949,183199.511,20.75464089,69.80177149
Position_4,0,15,FALSE,FALSE,318,746,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2682,96319.48923,14.09570698,36.69917534
Position_5,0,1,FALSE,FALSE,76,114,,,-1,S,0,11,bud,-1,-1,FALSE,FALSE,1834,52105.15643,9.638898809,19.85284896
Position_5,0,2,FALSE,FALSE,125,134,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3758,171125.7063,19.75080792,65.20147014
Position_5,0,3,FALSE,FALSE,490,258,,,-1,S,2,4,mother,-1,-1,FALSE,FALSE,3303,139272.7608,17.35947806,53.06501839
Position_5,0,4,FALSE,FALSE,442,283,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,1936,62173.17645,10.17497715,23.68891615
Position_5,0,5,FALSE,FALSE,478,318,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3067,117930.0005,16.11913994,44.93310546
Position_5,0,6,FALSE,FALSE,560,649,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3137,123575.1502,16.48703684,47.08399246
Position_5,0,7,FALSE,FALSE,611,670,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2107,67096.60912,11.07369672,25.56481811
Position_5,0,8,FALSE,FALSE,570,711,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3626,153523.5339,19.05705948,58.49477747
Position_5,0,9,FALSE,FALSE,625,722,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2689,98603.53469,14.13249667,37.56943104
Position_5,0,10,FALSE,FALSE,566,752,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,358,4282.753186,1.881529866,1.631793434
Position_5,0,11,FALSE,FALSE,112,66,,,-1,S,2,1,mother,-1,-1,FALSE,FALSE,3989,183762.1268,20.96486769,70.01613659
Position_6,0,1,FALSE,FALSE,690,74,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4477,212858.4884,23.52963466,81.10228835
Position_6,0,2,FALSE,FALSE,695,135,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,2370,82150.06495,12.45593794,31.30041139
Position_6,0,3,FALSE,FALSE,642,154,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3308,133551.3099,17.38575641,50.88505949
Position_6,0,4,FALSE,FALSE,593,189,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3418,145972.2025,17.96388011,55.61760653
Position_6,0,5,FALSE,FALSE,646,209,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2355,79465.06277,12.37710289,30.27738514
Position_6,0,6,FALSE,FALSE,71,300,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3839,169885.3726,20.17651719,64.72888433
Position_6,0,7,FALSE,FALSE,107,343,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2428,82851.31305,12.7607668,31.56759747
Position_6,0,8,FALSE,FALSE,514,618,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2709,97739.04081,14.23761007,37.24004586
Position_6,0,9,FALSE,FALSE,662,626,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,972,20446.19454,5.108511256,7.790307907
Position_6,0,10,FALSE,FALSE,571,638,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4240,201486.0595,22.28404087,76.76922173
Position_6,0,11,FALSE,FALSE,630,664,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3136,120509.4238,16.48178117,45.91590455
Position_6,0,12,FALSE,FALSE,726,690,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4407,214070.5711,23.16173776,81.56411009
Position_6,0,13,FALSE,FALSE,661,711,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3155,123335.4319,16.5816389,46.99265617
Position_6,0,14,FALSE,FALSE,768,739,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2177,70631.73634,11.44159362,26.9117548
Position_6,0,15,FALSE,FALSE,707,750,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3232,125547.3982,16.98632549,47.83544864
Position_6,0,16,FALSE,FALSE,650,763,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2002,63468.84116,10.52185137,24.18258391
Position_7,0,1,FALSE,FALSE,297,178,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,4493,221911.7975,23.61372538,84.55173541
Position_7,0,2,FALSE,FALSE,338,207,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,863,17838.30215,4.535643224,6.796661647
Position_7,0,3,FALSE,FALSE,305,248,,,-1,S,2,4,mother,-1,-1,FALSE,FALSE,3577,156022.7075,18.79953165,59.44700026
Position_7,0,4,FALSE,FALSE,252,284,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,2667,91266.82514,14.01687193,34.77403426
Position_7,0,5,FALSE,FALSE,302,315,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4027,188922,21.16458315,71.98212594
Position_7,0,6,FALSE,FALSE,302,379,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2660,92860.60176,13.98008224,35.38128715
Position_7,0,7,FALSE,FALSE,113,613,,,-1,S,2,8,mother,-1,-1,FALSE,FALSE,3032,121513.9805,15.93519149,46.29865579
Position_7,0,8,FALSE,FALSE,101,662,,,-1,S,0,7,bud,-1,-1,FALSE,FALSE,1698,52169.79881,8.924127687,19.87747868
Position_7,0,9,FALSE,FALSE,658,687,,,-1,S,2,10,mother,-1,-1,FALSE,FALSE,4098,191935.2349,21.53773573,73.13021379
Position_7,0,10,FALSE,FALSE,657,751,,,-1,S,0,9,bud,-1,-1,FALSE,FALSE,2551,91529.71983,13.40721421,34.87420109
Position_8,0,1,FALSE,FALSE,72,77,,,-1,S,2,3,mother,-1,-1,FALSE,FALSE,3277,132330.7839,17.22283064,50.42002072
Position_8,0,2,FALSE,FALSE,746,109,,,-1,S,2,5,mother,-1,-1,FALSE,FALSE,5312,283330.0655,27.91811912,107.9530201
Position_8,0,3,FALSE,FALSE,58,115,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,208,2173.775628,1.093179363,0.828241237
Position_8,0,4,FALSE,FALSE,113,124,,,-1,S,2,6,mother,-1,-1,FALSE,FALSE,3888,176430.6382,20.43404502,67.22272905
Position_8,0,5,FALSE,FALSE,730,181,,,-1,S,0,2,bud,-1,-1,FALSE,FALSE,3050,120015.2219,16.02979355,45.7276062
Position_8,0,6,FALSE,FALSE,108,186,,,-1,S,0,4,bud,-1,-1,FALSE,FALSE,2431,89222.39836,12.77653381,33.99507688
Position_8,0,7,FALSE,FALSE,444,299,,,-1,S,2,9,mother,-1,-1,FALSE,FALSE,4445,222021.4657,23.36145322,84.59352062
Position_8,0,8,FALSE,FALSE,175,333,,,-1,S,2,10,mother,-1,-1,FALSE,FALSE,3955,183918.3956,20.78617491,70.07567732
Position_8,0,9,FALSE,FALSE,428,354,,,-1,S,0,7,bud,-1,-1,FALSE,FALSE,1565,45895.41116,8.225123575,17.48684254
Position_8,0,10,FALSE,FALSE,176,390,,,-1,S,0,8,bud,-1,-1,FALSE,FALSE,1948,62713.95798,10.23804519,23.89496205
Position_8,0,11,FALSE,FALSE,567,725,,,-1,S,2,12,mother,-1,-1,FALSE,FALSE,4457,220910.8611,23.42452126,84.17036357
Position_8,0,12,FALSE,FALSE,543,782,,,-1,S,0,11,bud,-1,-1,FALSE,FALSE,2536,94496.75459,13.32837916,36.004686
Position_9,0,1,FALSE,FALSE,516,400,,,-1,S,2,3,mother,-1,-1,FALSE,FALSE,4758,238144.2546,25.00647794,90.73654591
Position_9,0,2,FALSE,FALSE,324,428,,,-1,S,2,4,mother,-1,-1,FALSE,FALSE,4254,202571.3189,22.35762025,77.1827219
Position_9,0,3,FALSE,FALSE,519,468,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,3115,128898.0428,16.3714121,49.11209468
Position_9,0,4,FALSE,FALSE,342,491,,,-1,S,0,2,bud,-1,-1,FALSE,FALSE,2779,103071.7467,14.60550697,39.2718871
Position_10,0,1,FALSE,FALSE,808,117,,,-1,S,2,3,mother,-1,-1,FALSE,FALSE,3696,159537.0699,19.42495638,60.78602523
Position_10,0,2,FALSE,FALSE,39,128,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2452,85726.32559,12.88690288,32.66302053
Position_10,0,3,FALSE,FALSE,796,169,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1488,40958.17807,7.820436984,15.60568241
Position_10,0,4,FALSE,FALSE,165,185,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3991,177647.105,20.97537903,67.68622123
Position_10,0,5,FALSE,FALSE,162,241,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2726,93072.50962,14.32695646,35.46202723
Position_10,0,6,FALSE,FALSE,458,474,,,-1,S,0,7,bud,-1,-1,FALSE,FALSE,1367,35240.45793,7.184500912,13.42714496
Position_10,0,7,FALSE,FALSE,413,505,,,-1,S,2,6,mother,-1,-1,FALSE,FALSE,3618,151048.4949,19.01501412,57.55175038
Position_10,0,8,FALSE,FALSE,245,547,,,-1,S,2,11,mother,-1,-1,FALSE,FALSE,3688,160817.5899,19.38291102,61.27392263
Position_10,0,9,FALSE,FALSE,393,566,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2731,102325.1628,14.35323481,38.98742736
Position_10,0,10,FALSE,FALSE,348,601,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3637,155164.4103,19.11487185,59.11997609
Position_10,0,11,FALSE,FALSE,257,611,,,-1,S,0,8,bud,-1,-1,FALSE,FALSE,2306,76047.59049,12.11957506,28.97527676
Position_10,0,12,FALSE,FALSE,403,633,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2558,90455.98646,13.4440039,34.46509252
Position_10,0,13,FALSE,FALSE,303,641,,,-1,S,2,16,mother,-1,-1,FALSE,FALSE,2949,113285.4824,15.49897088,43.16347412
Position_10,0,14,FALSE,FALSE,359,666,,,-1,S,2,15,mother,-1,-1,FALSE,FALSE,3336,138028.8798,17.53291517,52.59108102
Position_10,0,15,FALSE,FALSE,366,727,,,-1,S,0,14,bud,-1,-1,FALSE,FALSE,2445,86112.4896,12.85011319,32.81015483
Position_10,0,16,FALSE,FALSE,266,643,,,-1,S,0,13,bud,-1,-1,FALSE,FALSE,25,77.9933156,0.13139175,0.029716627
Position_11,0,1,FALSE,FALSE,606,125,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,4630,217381.9291,24.33375217,82.82578736
Position_11,0,2,FALSE,FALSE,605,184,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1656,49989.71696,8.703389546,19.04683468
Position_11,0,3,FALSE,FALSE,424,456,,,-1,S,2,5,mother,-1,-1,FALSE,FALSE,3440,142849.0533,18.07950486,54.4276397
Position_11,0,4,FALSE,FALSE,202,612,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,4231,204979.3426,22.23673984,78.10021519
Position_11,0,5,FALSE,FALSE,448,484,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,301,3481.339363,1.581956675,1.326442704
Position_12,0,1,FALSE,FALSE,759,75,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,2839,104743.0221,14.92084718,39.90866818
Position_12,0,2,FALSE,FALSE,755,133,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1918,57770.6014,10.08037509,22.01146878
Position_12,0,3,FALSE,FALSE,263,191,,,-1,S,2,4,mother,-1,-1,FALSE,FALSE,4070,187356.1446,21.39057697,71.38551145
Position_12,0,4,FALSE,FALSE,313,202,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,1245,31740.55216,6.54330917,12.09362818
Position_12,0,5,FALSE,FALSE,267,258,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3198,132162.2573,16.80763271,50.35580952
Position_12,0,6,FALSE,FALSE,247,716,,,-1,S,2,8,mother,-1,-1,FALSE,FALSE,3545,153479.087,18.63135021,58.47784253
Position_12,0,7,FALSE,FALSE,191,743,,,-1,S,2,9,mother,-1,-1,FALSE,FALSE,3462,144890.2652,18.1951296,55.20537214
Position_12,0,8,FALSE,FALSE,243,761,,,-1,S,0,6,bud,-1,-1,FALSE,FALSE,818,14542.55528,4.299138073,5.54093248
Position_12,0,9,FALSE,FALSE,223,783,,,-1,S,0,7,bud,-1,-1,FALSE,FALSE,1230,32351.17745,6.46447412,12.32628561
Position_13,0,1,FALSE,FALSE,278,74,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3398,145465.7181,17.85876671,55.42462836
Position_13,0,2,FALSE,FALSE,268,129,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1991,64910.42015,10.464039,24.7318472
Position_13,0,3,FALSE,FALSE,497,190,,,-1,S,2,8,mother,-1,-1,FALSE,FALSE,4678,238719.2354,24.58602433,90.95562223
Position_13,0,4,FALSE,FALSE,502,251,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2995,111807.2248,15.7407317,42.60023574
Position_13,0,5,FALSE,FALSE,334,596,,,-1,S,0,6,bud,-1,-1,FALSE,FALSE,377,4472.589876,1.981387596,1.704124071
Position_13,0,6,FALSE,FALSE,331,639,,,-1,S,2,5,mother,-1,-1,FALSE,FALSE,3793,167756.3718,19.93475637,63.91770298
Position_13,0,7,FALSE,FALSE,557,742,,,-1,S,2,9,mother,-1,-1,FALSE,FALSE,3250,137096.9925,17.08092755,52.23601792
Position_14,0,1,FALSE,FALSE,253,180,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3200,131683.1455,16.81814405,50.17326071
Position_14,0,2,FALSE,FALSE,251,231,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1898,60825.98784,9.97526169,23.17561701
Position_14,0,3,FALSE,FALSE,453,307,,,-1,S,0,5,bud,-1,-1,FALSE,FALSE,1526,41955.27784,8.020152444,15.98559243
Position_14,0,4,FALSE,FALSE,514,309,,,-1,S,2,6,mother,-1,-1,FALSE,FALSE,3611,156907.8183,18.97822443,59.78424077
Position_14,0,5,FALSE,FALSE,411,341,,,-1,S,2,3,mother,-1,-1,FALSE,FALSE,3303,133414.5018,17.35947806,50.83293355
Position_14,0,6,FALSE,FALSE,469,346,,,-1,S,0,4,bud,-1,-1,FALSE,FALSE,2180,72345.27914,11.45736063,27.5646404
Position_14,0,7,FALSE,FALSE,413,397,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3039,116476.0265,15.97198118,44.37911945
Position_14,0,8,FALSE,FALSE,208,618,,,-1,S,2,9,mother,-1,-1,FALSE,FALSE,3251,137951.9085,17.08618322,52.56175379
Position_14,0,9,FALSE,FALSE,238,670,,,-1,S,0,8,bud,-1,-1,FALSE,FALSE,2604,94167.2781,13.68576472,35.8791505
Position_15,0,1,FALSE,FALSE,205,109,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3363,144312.5773,17.67481826,54.98526437
Position_15,0,2,FALSE,FALSE,238,153,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,2313,81144.21694,12.15636475,30.91716816
Position_15,0,3,FALSE,FALSE,232,283,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3195,132315.028,16.7918657,50.41401747
Position_15,0,4,FALSE,FALSE,323,289,593,689,4,S,0,5,bud,-1,-1,FALSE,FALSE,412,4550.668746,2.165336047,1.733873296
Position_15,0,5,FALSE,FALSE,359,298,359,298,5,S,2,4,mother,-1,-1,FALSE,FALSE,3631,154989.0667,19.08333783,59.05316754
Position_15,0,6,FALSE,FALSE,593,689,593,689,6,S,2,7,mother,-1,-1,FALSE,FALSE,3579,147334.6269,18.81004299,56.13671076
Position_15,0,7,FALSE,FALSE,591,750,591,750,7,S,0,6,bud,-1,-1,FALSE,FALSE,1923,57952.08953,10.10665344,22.08061849
Position_16,0,1,FALSE,FALSE,368,333,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3332,139629.1091,17.51189249,53.20079245
Position_16,0,2,FALSE,FALSE,337,378,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,1821,56061.7458,9.570575099,21.36036907
Position_16,0,3,FALSE,FALSE,297,552,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,3832,173465.7734,20.1397275,66.09307093
Position_17,0,1,FALSE,FALSE,322,117,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3921,180237.8647,20.60748213,68.67333968
Position_17,0,2,FALSE,FALSE,306,178,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,2268,75860.93899,11.9198596,28.90415973
Position_17,0,3,FALSE,FALSE,689,518,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2622,100074.2932,13.78036678,38.12981217
Position_18,0,1,FALSE,FALSE,404,125,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,4551,223220.0792,23.91855424,85.05021043
Position_18,0,2,FALSE,FALSE,420,173,,,-1,S,0,1,bud,-1,-1,FALSE,FALSE,826,15645.15063,4.341183433,5.961037903
Position_18,0,3,FALSE,FALSE,611,645,,,-1,S,2,4,mother,-1,-1,FALSE,FALSE,4656,232178.3094,24.47039959,88.46343099
Position_18,0,4,FALSE,FALSE,616,709,,,-1,S,0,3,bud,-1,-1,FALSE,FALSE,2662,102169.0386,13.99059358,38.9279417
Position_19,0,1,FALSE,FALSE,272,154,,,-1,S,2,2,mother,-1,-1,FALSE,FALSE,3821,169838.5929,20.08191513,64.71106054
Position_19,0,2,FALSE,FALSE,255,198,255,198,2,S,0,1,bud,-1,-1,FALSE,FALSE,365,5104.841887,1.918319556,1.945021604
