Position_n,Cell_ID,cell_vol_fl,nucleus_vol_fl
Position_28,7,130.1052964185664,54.89326069971254
Position_28,8,113.81261539665252,38.87230055337805
Position_28,9,121.055233976413,34.401243233507124
Position_28,10,143.18975363510995,55.5379226982295
Position_28,11,102.81018812370654,40.31499321916209
Position_28,13,128.47755755353228,45.78661291589933
Position_28,14,170.3897519138342,50.923595672183815
Position_28,17,122.50787994405412,42.93631951048521
Position_28,18,117.44949797448068,45.8262067417432
Position_29,1,155.36546678698534,67.73496508277185
Position_29,2,90.16065685435396,39.83768266423575
Position_29,3,161.97659633229733,57.26732243402231
Position_29,5,149.79922571900607,56.522025443477055
Position_29,6,197.760346382239,68.012380662956
Position_29,7,149.536447170543,47.675797348290025
Position_29,8,244.22897032662183,115.25753906742368
Position_30,1,149.53027781189144,53.81277868428639
Position_30,2,158.44340582866585,56.25654796125772
Position_30,3,97.65565125310454,33.17659142781959
Position_30,4,132.3527156042427,45.01105963683262
Position_30,5,217.6818305537105,72.41665147273464
Position_30,6,103.4662002638985,36.593610367263295
Position_30,7,128.96932349282255,43.29374582590556
Position_30,8,112.41436228235489,52.04148830475418
Position_30,9,121.5807907175227,34.955849822982195
Position_30,10,96.13109791005844,47.735862229042375
Position_31,1,132.2545959284509,54.20769570969066
Position_31,3,104.8500393730364,41.78448244609618
Position_31,4,87.91285872360147,30.98885172399281
Position_31,5,90.70224101358195,30.994576708983143
Position_31,6,134.53992138903138,74.35564165793711
Position_31,7,129.4342251552901,48.03009560595407
Position_31,8,121.4034334198114,43.49584578264276
Position_31,9,87.2571935076508,31.998755011385512
Position_31,10,127.45767079659844,42.672624044403
Position_31,11,147.52652325840293,57.29535294879864
Position_31,12,134.83797000740702,38.71987345457082
Position_31,13,187.39013208340657,71.71674657199233
Position_31,14,116.28324807204348,58.03101194825034
Position_32,1,129.3435357096865,138.09404367831584
Position_32,2,141.23903376513337,48.96506490592363
Position_32,3,154.45798918583688,48.99036838265032
Position_32,4,117.48990267002384,37.80505955144789
Position_32,5,120.17360296813764,32.56319762810578
Position_32,6,185.90734109107365,41.12626061982989
Position_32,8,64.20533145196568,17.709929923887724
Position_33,1,205.54927392556587,62.37285885026956
Position_33,2,124.6444828343527,125.5934541101483
Position_33,3,150.01071672910552,62.13932622505964
Position_33,4,153.58640930474374,70.5023212285257
Position_33,5,128.99753400014762,37.74698897692348
Position_33,6,186.96815940660983,44.34686480973732
Position_33,7,277.4121765082841,97.76476996842048
Position_33,8,148.58915040985434,56.3593155572621
Position_33,9,272.5343486549449,67.58371269167327
Position_34,1,141.99878862290996,49.540174054748135
Position_34,2,131.28853190000575,50.469652898518
Position_34,3,223.97785038197932,85.21762801153082
Position_34,4,152.14014174274047,48.53053675225047
Position_34,5,158.07726491383414,57.54046577738168
Position_34,6,166.6185585442107,33.26910461840851
Position_34,8,177.71400435208764,54.866795618231
Position_35,1,194.4087883022136,63.96730420900325
Position_35,2,153.48273477949266,124.26003084606852
Position_35,3,147.34188518484257,70.59006776358898
Position_35,4,143.93546184279683,61.47662582617232
Position_35,5,262.1511695330017,96.33098094961848
Position_35,6,121.73134845759628,35.57390532458806
Position_35,7,170.56177049569862,44.03717514293019
Position_35,9,266.3966764961636,103.79668714759858
Position_35,11,140.7810735245968,46.143242069299184
Position_36,1,249.3383035658828,75.83433124175194
Position_36,2,112.10427202510938,92.57163886913077
Position_36,3,221.87571471445204,104.72949195952717
Position_36,5,319.4875523349153,148.6226791792283
Position_37,1,181.4149863198124,73.21500803712392
Position_37,2,123.1774633819429,65.77281374495881
Position_37,4,139.98043553900763,100.84606115769876
Position_38,1,208.33670174539503,93.68435546712308
Position_38,2,93.86513001896,45.17447102999796
Position_38,3,150.32008179692806,59.56021555877937
Position_38,4,126.56579901157032,62.73011244159037
Position_38,5,226.422470181748,79.06155559981352
Position_38,6,140.69234443852457,53.58266148884786
Position_38,7,284.7173454282197,140.81321911316363
Position_38,8,158.00471193815326,44.11686547463816
Position_38,9,115.65861442947283,43.54497107783019
Position_38,10,139.6324657569956,39.55085251204058
Position_39,1,102.43007260672071,79.93650245971676
Position_39,2,178.7516247062476,61.049706839991934
Position_39,3,106.4482257317432,32.372970777540694
Position_39,4,123.00670941520966,38.85698984792913
Position_39,5,112.75910795370186,35.17446748317116
Position_39,6,147.5821029459365,44.48748181171708
Position_39,7,116.24004383012183,37.02471408059565
Position_40,1,113.38474939035756,44.34401827406271
Position_40,2,175.35923847879457,61.19407364130023
Position_40,3,118.2030863756568,39.75207847578191
Position_40,4,124.75539699263337,38.93063131727903
Position_40,5,115.20239267644553,42.62239630718424
Position_40,6,120.80780871186322,40.88122686101549
Position_40,7,84.22875956055083,25.80876938389326
Position_40,8,174.96042175065352,63.81078690093306
Position_40,11,159.1252250360659,67.25076388559977
Position_41,1,142.5354592201193,56.26350760986993
Position_41,2,130.46335438687782,49.77145280919779
Position_41,3,118.07938166848112,36.11169136420004
Position_41,4,144.8183963281128,69.22134148361215
Position_41,5,128.60843208279044,48.09588435690915
Position_41,6,116.19181630365304,39.06577610763778
Position_41,7,94.57742288764425,41.5519876896616
Position_41,8,102.60772395628176,61.761418999563645
Position_41,9,125.03924263154576,42.17069381100215
Position_41,10,96.5291931817126,51.40018556864717
Position_41,12,138.593781390838,38.28592155686563
Position_41,13,186.97926753692155,44.28959324987995
Position_42,1,148.28493910253832,63.100404269523786
Position_42,2,146.65994479448392,54.63719322356234
Position_42,3,108.66932817719156,41.11375399298228
Position_42,4,82.24365514887573,41.62364071490122
Position_42,5,146.03029418106746,50.41464384881905
Position_42,6,159.17793510119043,66.95849729264775
Position_42,7,135.40941206882593,48.69693392183613
Position_42,8,64.6975954226577,40.17279790206551
Position_42,9,132.469432528881,42.02984117405801
Position_42,10,157.18069519416795,103.94489394292836
Position_42,11,92.46952753026912,32.536276149451034
Position_43,1,121.15582202384036,48.65595526489988
Position_43,2,117.16954312070506,51.24373128254021
Position_43,3,116.3210445948691,40.814470143586576
Position_43,4,129.02012274531026,42.93692651785658
Position_43,5,112.9146271391732,41.80297398662742
Position_43,6,118.58151130141216,44.32384328208615
Position_43,7,231.7836662680857,82.54180888507607
Position_43,8,155.6827358130378,50.03262197439434
Position_43,9,103.9623708706502,31.847146130989987
Position_43,10,62.18954712996942,26.909113813299165
Position_43,11,108.83808976626266,43.655164355415664
Position_43,12,73.68495399942668,23.81050131463783
Position_44,1,165.15539713173973,86.78112002527257
Position_44,2,172.19937673450707,61.74643573124133
Position_44,3,99.98117589627527,31.87329323905584
Position_44,4,113.06036736760072,65.01368396491662
Position_44,6,68.15306195634521,20.49088175755493
Position_45,1,144.44659456057406,71.9858759668429
Position_45,2,80.96535913920924,51.24223536404573
Position_45,3,121.18462791366775,84.82974139653659
Position_45,4,138.83670009095124,50.21064211168786
Position_45,5,72.6358983708396,41.14355838696181
Position_45,6,176.66257495502438,103.9534156625851
Position_45,8,87.39361243340427,31.81870731058057
Position_46,1,151.16097536721807,53.60684916556226
Position_46,2,145.512150069333,53.2938815480039
Position_46,3,167.8555339270528,50.86889831593067
Position_46,4,291.5967668645391,126.10436376313552
Position_47,1,147.36685850978074,72.6907037213058
Position_47,2,188.0212808357253,77.912397953531
Position_47,3,129.8563643008644,48.00425785235832
Position_47,4,90.81232320602076,38.425017933134654
Position_47,5,234.33474848898905,72.85581027821917
Position_47,6,128.37628612445374,62.36312976760094
Position_47,7,279.7483482459783,90.31542219064124
Position_47,8,104.34723440731834,31.71368443154336
Position_48,1,105.12192850707136,74.50902584118299
Position_49,1,180.3436959415775,70.80230898779529
Position_49,2,117.26302643732537,77.57696484417374
Position_49,3,194.41078697325267,78.82692032270438
Position_50,1,261.7569688025706,74.53032501881827
Position_50,2,140.652188257795,47.6506120099363
Position_50,3,133.23501869435202,68.50142583890339
Position_50,4,113.20474635197144,37.65422786582224
Position_50,5,132.37850667682548,43.67126109504648
Position_50,6,143.59978755276927,72.1758564081103
Position_51,1,85.58887094558128,51.57882119546316
Position_51,2,156.18092253864913,74.75833385354561
Position_51,3,130.39261711379595,45.69858842191054
Position_51,4,109.7518439197812,36.19708790540471
Position_51,5,143.87646986308255,44.54802288863922
Position_51,6,153.05605307786823,70.3062420391956
Position_52,1,122.38143983350228,52.057997212180815
Position_52,2,133.1388456436776,46.66900590500677
Position_52,3,135.99028064342016,45.67380543191051
Position_52,6,125.42251109072744,42.02455878125564
Position_52,7,148.76104446039307,52.55106183830855
Position_52,8,269.118613346736,58.40899612483012
Position_53,1,224.30163247733609,78.05398649265612
Position_53,2,149.88908679829075,45.46364623319053
Position_53,3,215.012478416988,74.77278129855357
Position_53,4,156.3281138884487,58.4536944413104
Position_54,1,158.2607743163208,80.70001399368664
Position_54,2,160.14604020268405,67.9302173893835
Position_54,3,171.3299222227223,59.01448210433352
Position_54,4,158.49192667829783,69.31434748817215
Position_55,1,133.01784495583394,42.72411975933959
Position_55,2,257.558478464651,94.39936771405262
Position_55,3,185.8986752937805,114.5502262542463
Position_55,5,174.99866364899634,65.8574539698636
Position_56,1,105.41823612778413,43.06771279258491
Position_56,2,133.43948600930915,43.76586027555303
Position_56,3,319.40283446144207,58.27004470656127
Position_56,4,104.11946382222604,37.610827307326126
Position_56,5,161.18565375256955,39.64608085755835
Position_56,6,199.95370607202972,121.54593080684208
Position_56,7,129.37463673671735,38.43047354612555
Position_56,8,136.77630896714842,49.32967546151428
Position_56,9,90.70749361048384,36.02062756858053
Position_56,10,119.82568174083085,42.76415106093616
Position_56,12,135.2459847435458,49.68314599669618
Position_57,1,140.1160128217495,77.06032547629646
Position_57,2,152.91184069578378,56.8366641623611
Position_57,3,177.70508419773012,64.18853315106148
Position_57,4,97.33253275803362,31.688386580884107
Position_58,1,104.3759328237136,27.80717802934688
Position_58,3,219.0239419792824,110.54900070950978
Position_58,4,230.8076887170892,76.93461023791987
Position_58,6,425.64272189877806,211.86857831739675
Position_58,7,161.70475090098623,46.92393889955154
Position_58,8,154.9741004165558,113.29321888159708
Position_59,1,177.9246883337841,64.62871866401292
Position_59,2,248.15874967692804,74.92270963161663
Position_59,3,306.8785351725566,184.37802178654732
Position_59,4,144.48128567488314,46.58148154131606
Position_59,5,277.8578110246317,116.14960511713662
Position_60,1,135.62939928030812,52.86948379059556
Position_60,2,137.99042444833088,56.16892824721964
Position_60,3,144.89549996338891,49.70851225227904
Position_60,5,192.3891757083836,45.97476520627167
Position_60,6,264.11571164177906,83.17620567179942
Position_60,7,187.44875875310385,81.38073633957032
Position_61,1,102.27515814728548,41.71696196651357
Position_61,2,238.7104707152775,109.03110981079578
Position_61,3,95.96841851298636,31.34431298420938
Position_61,4,156.24636152845926,46.210380261864735
Position_61,5,111.66646483988028,41.72499092360786
Position_62,1,95.60297735131589,44.02321776699449
Position_62,2,119.54956463967596,45.74379103831397
Position_62,4,145.13168414105246,88.78736765674283
Position_63,1,92.20275393521705,26.85294068206001
Position_63,2,101.41910476633716,29.907328896874763
Position_63,3,116.36937727824736,33.67724538411845
Position_63,4,79.97547358138588,31.7192284370794
Position_64,1,107.82003785363226,50.892270003268045
Position_64,2,116.20020048521285,44.86872243668039
Position_64,3,150.58679230050797,62.0808815113455
Position_64,4,80.6803879871151,54.05424615553777
Position_65,1,137.81405889185666,66.95085534792562
Position_65,2,183.20863681344545,96.60288585687744
Position_65,3,173.225551895623,44.68574626902817
Position_65,4,166.448921763046,68.09223637373638
Position_65,5,227.43311910346927,69.7398596121218
Position_65,6,151.52853710994256,64.1844127634701
Position_66,1,135.43453090375962,39.365696306847966
Position_66,2,118.78284580531606,36.78881743112117
Position_66,3,113.79578416073733,28.2646004294774
Position_66,4,215.53045410363168,83.67662764078605
Position_66,5,121.04126894154749,40.25897700438318
Position_67,1,109.57640597780195,33.00924930440276
Position_67,2,154.34440137481684,38.73300144236544
Position_67,3,183.4619708616256,69.836203869738
Position_68,1,169.82970047800947,49.70135649409077
Position_68,2,195.4090277168412,57.60065267315452
Position_68,3,116.6715535562432,45.06653876823357
Position_69,1,112.5926379523055,30.175758354100008
Position_69,2,67.36371875250315,28.597817951449887
Position_69,3,115.8155208986662,28.55151315770142
Position_70,1,73.03274451586854,35.61850212132397
Position_70,2,103.63630625993336,38.95037545850632
Position_70,3,79.23579433522613,35.684973488297764
Position_71,1,136.54592288536614,32.46855649801368
Position_71,2,129.29202637878598,35.463550965075626
Position_72,1,104.48053444165768,42.53729608009034
Position_72,2,204.22493940447785,83.51458987620778
Position_73,1,179.67066023733508,65.5316739533853
Position_73,2,183.96589997548887,50.1736171727556
Position_73,3,112.96973384246948,37.73260702005729
Position_73,4,196.56706657146907,63.82573535263585
Position_73,5,203.81841438540505,45.28264939994396
Position_73,6,106.92597498453104,30.598902065191066
Position_73,7,123.240826295344,38.92700079852423
Position_73,8,212.7764624518908,69.53152627878673
Position_74,1,85.7066439552985,26.031619352437403
Position_74,2,192.1711779220245,85.22236730964882
Position_74,3,110.71018764654872,31.101829872809365
Position_74,4,142.264153682897,62.96371703104205
Position_74,5,101.46680172484278,43.32642582925082
Position_74,6,82.7758315778123,30.10840140191969
Position_74,7,91.02993981625124,39.6239818483312
Position_74,8,55.71433707684192,37.08331495377317
Position_75,1,143.7176643650044,61.95265887991041
Position_75,2,123.7881225350941,64.60751000305771
Position_75,3,170.15471489427046,63.3060830056636
Position_76,1,118.72753305674362,38.78801661282387
Position_76,2,148.41206649062303,51.09185425012624
Position_76,3,103.1179664249394,32.046239773774936
Position_76,4,107.45148156805728,28.93120837853024
Position_76,5,244.39287206059805,53.42603193667953
Position_77,2,58.617113818757794,37.39087874767999
Position_77,3,149.32008044088963,53.67737385146423
Position_78,1,182.42035888008715,80.2403277425346
Position_78,2,157.2255833780973,71.49047069548061
Position_78,3,171.14445756338435,71.87515094055323
Position_78,4,240.4260246148749,59.25355781066053
Position_79,1,160.0213545852093,63.58874364023698
Position_79,2,174.68485642857382,92.75537964658574
Position_79,3,222.1043245766161,108.0415205611868
Position_79,4,205.4637410319353,112.97810107535456
Position_80,1,283.6700129802442,199.06954969873965
Position_80,2,188.50096592608872,75.38782735010776
Position_80,3,181.4425924159169,112.92762039409652
Position_80,4,224.7489892025168,73.98508563374764
Position_80,5,248.70685138942875,108.44648039899349
Position_81,1,164.18850904026496,54.75842397110956
Position_81,2,136.3678227170927,57.09134455348516
Position_81,3,195.86611514075585,92.0667779904897
