Position_n,frame_i,Cell_ID,time_seconds,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,FITC_mean,phase_contr_mean,FITC_median,phase_contr_median,FITC_min,phase_contr_min,FITC_max,phase_contr_max,FITC_sum,phase_contr_sum,FITC_q25,phase_contr_q25,FITC_q75,phase_contr_q75,FITC_q05,phase_contr_q05,FITC_q95,phase_contr_q95,FITC_amount_autoBkgr,phase_contr_amount_autoBkgr,FITC_amount_dataPrepBkgr,phase_contr_amount_dataPrepBkgr
Position_69,0,16,0,0,0,275,157,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1104,26798.23239,50.84268864,264.8471487,293.875,2598.401268,293,2589,255,2279,363,3239,324438,2868635,284,2501,303,2672.25,270,2399,318.85,2845.25,15318,244427,0,0
Position_69,0,18,0,0,0,193,163,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1209,29038.18191,55.67827044,286.9845881,302.2233251,2603.588089,301,2591,259,2180,350,3112,365388,3147738,292,2518,312,2679,279,2397,329,2852.4,26868,273945,0,0
Position_69,0,22,0,0,0,150,193,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1305,32730.47076,60.0993738,323.4755088,317.0314176,2545.727203,317,2534,269,2126,411,3089,413726,3322174,305,2430,329,2663,289.2,2271,345,2825.8,48326,220189,0,0
Position_69,0,24,0,0,0,480,242,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,797,16035.89776,36.70436852,158.4829081,285.7791719,2702.060226,285,2673,235,2267,341,3363,227766,2153542,275,2573,296,2808,262,2456.6,313,3033.8,4606,259073,0,0
Position_69,0,25,0,0,0,139,245,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1120,26449.60135,51.5795392,261.4016253,299.2839286,2639.839286,299,2633,249,2205,358,3396,335198,2956620,289.75,2523,309,2741.25,275,2362.95,324,2929,21598,294380,0,0
Position_69,0,28,0,0,0,463,273,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,953,20135.7007,43.88866148,199.0012939,290.4721931,2682.854145,290,2669,241,2204,347,3328,276820,2556760,279,2557,301,2779,265,2407.2,318,3041,9980,291479,0,0
Position_69,0,29,0,0,0,130,281,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1183,29248.55742,54.48088828,289.063731,293.4860524,2475.374472,293,2448,250,2250,348,2925,347194,2928368,283,2392,303,2548,270,2333.2,318,2693,15954,116377,0,0
Position_69,0,32,0,0,0,262,285,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1180,27352.40026,54.3427288,270.3239943,303.9864407,2654.49661,304,2650.5,263,2308,361,3103,358704,3132306,293,2553.75,314,2750,280,2442.95,330.05,2889.05,28304,327446,0,0
Position_69,0,34,0,0,0,119,341,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,903,18785.15385,41.58600348,185.6538283,303.6057586,2640.024363,303,2611,244,2239,357,3422,274156,2383942,293,2505,313,2745.5,279,2363.2,329,3013.9,21316,237511,0,0
Position_69,0,35,0,0,0,83,349,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1093,26490.36992,50.33610388,261.8045414,310.0869167,2600.043001,309,2577,269,2155,374,3308,338925,2841847,299,2477,321,2709,286,2312.4,338,2934.4,32885,243786,0,0
Position_69,0,36,0,0,0,282,353,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1250,30115.67178,57.56645,297.6334292,303.1904,2667.2504,303,2648,246,2251,350,3240,378988,3334063,293,2552.25,313,2756,279,2430,329,2988.1,28988,362813,0,0
Position_69,0,38,0,0,0,359,377,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1210,31346.41001,55.7243236,309.7968252,292.3471074,2631.606612,292,2621.5,240,2163,347,3140,353740,3184244,282,2510,302,2746.75,269,2372.35,319,2917.1,14940,308074,0,0
Position_69,0,39,0,0,0,249,425,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,944,19802.77241,43.47418304,195.7109609,330.8485169,2645.693856,331,2625,225,2236,404,3386,312321,2497535,319,2539.75,343,2739,301,2409.45,362,2933,48001,253647,0,0
Position_69,0,41,0,0,0,87,430,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1055,24178.36866,48.5860838,238.9550141,292.1763033,2616.066351,292,2611,254,2203,401,3291,308246,2759950,282,2522,301,2702,268,2338.4,317,2916.3,12846,252215,0,0
Position_69,0,43,0,0,0,284,454,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1155,29221.158,53.1913998,288.7929423,320.95671,2620.655411,321,2605,274,2247,373,3133,370705,3026857,307,2507.5,334,2715,292,2409.4,352,2903.3,47305,281422,0,0
Position_70,0,10,0,0,0,346,104,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,879,18926.07896,40.48072764,187.0465924,315.1899886,2602.870307,315,2609,254,2056,367,3149,277052,2287923,303.5,2485,326,2742.5,288,2213.7,343,2953,31811,196782,0,0
Position_70,0,13,0,0,0,132,137,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1455,40646.16436,67.0073478,401.7063731,339.132646,2609.062543,338,2602,291,2231,413,3238,493438,3796186,325,2504,352,2704.5,310,2373.7,373,2869,87493,334741,0,0
Position_70,0,15,0,0,0,407,219,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,765,15422.16151,35.2306674,152.4173476,297.5947712,2752.871895,298,2707,217,2166,351,3602,227660,2105947,288,2529,308,2940,271,2326.4,322,3334.6,14225,286012,0,0
Position_70,0,17,0,0,0,236,238,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1093,25568.70906,50.33610388,252.6957596,300.2726441,2714.289113,301,2697,252,2187,348,3342,328198,2966718,291,2557,309,2838,277,2416.8,325,3078.2,23251,366471,0,0
Position_70,0,18,0,0,0,102,243,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1068,25470.24582,49.18477488,251.7226467,294.6816479,2450.850187,294,2440.5,250,2239,402,2781,314720,2617508,284,2380,305,2504.25,272,2314,320,2641,16748,76736,0,0
Position_70,0,19,0,0,0,453,245,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1056,22777.19031,48.63213696,225.1071572,301.7594697,2630.357955,302,2615,247,2268,362,3161,318658,2777658,291.75,2515,312,2727,277,2398.75,328,2910.75,24034,265434,0,0
Position_70,0,22,0,0,0,137,256,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1196,30824.86162,55.07957936,304.6423582,324.3478261,2681.08194,319,2640.5,252,2256,451,3396,387920,3206574,305,2537.75,339,2780,288.75,2407.75,380.25,3105,54236,361290,0,0
Position_70,0,26,0,0,0,343,329,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,951,21198.08703,43.79655516,209.5008666,286.4647739,2670.361725,286,2653,241,2197,355,3254,272428,2539514,276,2549,296,2786,262.5,2398.5,313,2961,7099,277085,0,0
Position_70,0,31,0,0,0,396,379,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1016,24006.65681,46.79001056,237.2579846,288.0826772,2642.65748,287.5,2631.5,246,2258,339,3257,292692,2684940,278,2517.75,298,2745.25,264,2356.75,314.25,2986.25,9228,267876,0,0
Position_70,0,32,0,0,0,83,389,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1311,34678.2266,60.37569276,342.7251956,324.0831426,2512.213577,324,2513,274,2151,408,2969,424873,3293512,312,2421.5,336,2593,295,2320,354,2730.5,59104,174643,0,0
Position_70,0,33,0,0,0,41,403,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1047,25303.40289,48.21765852,250.0737366,311.5797517,2601.816619,312,2593,267,2118,368,3137,326224,2724102,300,2490.5,322,2705,285,2339.3,339,2899,34111,233289,0,0
Position_70,0,34,0,0,0,314,408,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1155,28390.37049,53.1913998,280.5822625,299.2909091,2660.068398,299,2648,214,2125,360,3392,345681,3072379,288,2535,310,2764.5,274,2368.2,327,2993.3,23436,324634,0,0
Position_70,0,35,0,0,0,177,425,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1186,29021.56286,54.61904776,286.8203418,291.0666105,2586.105396,290,2581,252,2261,338,3217,345205,3067121,281,2502,301,2658,268,2367.25,316,2805.5,14311,245627,0,0
Position_70,0,36,0,0,0,394,430,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1044,23972.03834,48.07949904,236.9158499,314.447318,2623.810345,314,2626,253,2099,385,3153,328283,2739258,302,2510,327,2731,285,2319.3,343.85,2930.1,37007,255582,0,0
Position_70,0,38,0,0,0,55,465,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1283,32797.71303,59.08620428,324.1400647,284.0194856,2545.14887,284,2536,231,2224,346,3113,364397,3265426,274,2442,294,2628,260,2336.1,309,2797,6440,213169,0,0
Position_70,0,39,0,0,0,384,471,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1366,33437.17041,62.90861656,330.4598272,315.1456808,2595.120059,315,2583,251,2241,386,3101,430489,3544934,298,2501,332,2681.75,279,2379,353,2853.75,49375,295220,0,0
Position_70,0,40,0,0,0,293,473,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,890,18346.67076,40.9873124,181.3202964,295.1876404,2594.175281,294,2579.5,256,2218,345,3058,262717,2308816,284,2491,305,2693.75,270,2343.25,324,2879.55,14407,191506,0,0
Position_70,0,41,0,0,0,217,499,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,807,14310.96537,37.16490012,141.4353872,291.0855019,2642.802974,288,2623,251,2278,332,3140,234906,2132742,283,2540,299.5,2719,268,2420.6,319,2970.1,9753,212889,0,0
Position_70,0,43,0,0,0,307,78,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,531,8221.924904,24.45422796,81.25735072,329.6421846,2701.329567,330,2693,270,2163,381,3333,175040,1434406,317.5,2487.5,341,2921,297.5,2264,361,3135,26891,171157,0,0
Position_71,0,1,0,0,0,142,10,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,897,15380.90045,41.30968452,152.0095643,307.2686734,2523.585284,305,2503,274,2270,363,2967,275620,2263656,295,2427,317,2606,284,2340.8,338.2,2774.4,37018,129693,0,0
Position_71,0,4,0,0,0,263,17,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1077,25549.26097,49.59925332,252.503554,275.090065,2554.905292,273,2554,238,2157,326,3055,296272,2751633,266,2461,283,2642,255,2306.6,300,2809.2,9790,189450,0,0
Position_71,0,5,0,0,0,111,28,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,913,19999.89567,42.04653508,197.6591317,336.5334064,2658.700986,336,2656,269,2099,527,3143,307255,2427394,323,2534,350,2786,304,2335.6,370.4,2984.8,64397,255367,0,0
Position_71,0,13,0,0,0,239,113,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1259,32361.97531,57.98092844,319.8336653,298.5504369,2612.241461,298,2620,233,2175,357,3187,375875,3288812,288,2508.5,309,2712,273.9,2350,324,2871.3,40981,293651,0,0
Position_71,0,16,0,0,0,48,134,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1024,23954.10233,47.15843584,236.7385883,282.9638672,2475.952148,282,2475,237,2119,335,2830,289755,2535375,273,2424,293,2535.25,260,2316.15,308,2633.85,17371,99279,0,0
Position_71,0,17,0,0,0,297,177,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,985,21325.67066,45.3623626,210.7617766,281.9360406,2625.290355,281,2620,235,2288,423,3099,277707,2585911,271,2523,292,2714,257,2401.2,306,2894.8,15697,242596,0,0
Position_71,0,18,0,0,0,94,186,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,991,22881.16505,45.63868156,226.1347404,319.0766902,2665.113017,319,2645,261,2130,369,3231,316205,2641127,308,2520,330,2787,293,2400,347,3039.5,52599,283538,0,0
Position_71,0,22,0,0,0,384,265,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1469,38542.27074,67.65209204,380.9135753,285.0721579,2559.773315,285,2542,232,2239,347,3193,418771,3760307,275,2461,295,2635,260,2358,312,2837.4,28017,265556,0,0
Position_71,0,23,0,0,0,67,272,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1088,25406.90104,50.10583808,251.0966097,300.1847426,2626.415441,300,2600,211,2179,378,3268,326601,2857540,288,2490.75,312.25,2729.75,271,2329,330,3015.6,37193,269188,0,0
Position_71,0,27,0,0,0,114,319,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1089,25896.5464,50.15189124,255.9357787,283.9752066,2584.046832,284,2580,234,2225,327,3083,309249,2814027,274,2487,294,2679,261.4,2362.8,309,2812.8,19575,223296,0,0
Position_71,0,28,0,0,0,256,369,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1046,24806.06469,48.17160536,245.1585391,337.3030593,2678.345124,336,2679.5,281,2278,415,3087,352819,2801549,322,2576,351,2783.75,304,2424.5,373,2920,74583,313115,0,0
Position_71,0,31,0,0,0,407,388,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,933,20499.39114,42.96759828,202.5956494,282.3644159,2659.49732,282,2641,232,2209,342,3237,263446,2481311,271,2530,292,2771,258.6,2371,308.4,3016,15268,261704,0,0
Position_71,0,32,0,0,0,122,409,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1212,30154.73843,55.81642992,298.0195253,360.8539604,2548.046205,359,2542,295,2216,486,3033,437355,3088232,342,2463.75,377,2625,322,2354.1,405,2759.45,114963,204884,0,0
Position_71,0,34,0,0,0,300,455,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,940,21389.81969,43.2899704,211.3957621,286.293617,2645.875532,286,2626.5,241,2222,366,3370,269116,2487123,275,2514,297,2761,262,2355,311,2998,19076,250863,0,0
Position_71,0,35,0,0,0,244,479,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1261,28954.27342,58.07303476,286.1553198,266.1054718,2634.032514,266,2614,225,2263,416,3306,335559,3321515,256,2526,274,2712,243,2417,290,2947,133,321596,0,0
Position_71,0,36,0,0,0,111,508,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,115,481.6478571,5.2961134,4.760129691,306.3217391,2567.147826,308,2564,275,2262,325,2866,35227,295222,302.5,2486.5,311,2687.5,288.8,2321.7,320,2810.8,4637,21637,0,0
Position_71,0,37,0,0,0,340,508,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,75,291.902453,3.453987,2.884874318,255.2666667,2359.2,255,2347,248,2178,267,2548,19145,176940,253,2270.5,257,2453,251,2190.1,261.3,2514.3,-805,-1485,0,0
Position_71,0,38,0,0,0,144,179,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,834,16767.06124,38.40833544,165.7090026,306.794964,2599.201439,307,2592,258,1984,361,3145,255867,2167734,296,2431,318,2768.75,279,2184.3,334,2995.35,34023,183648,0,0
Position_71,0,41,0,0,0,65,40,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,859,16581.9982,39.55966444,163.8800231,374.4994179,2559.717113,374,2549,314,2218,439,2923,321695,2198797,361,2463,388,2652.5,340,2336.9,413.1,2800.1,93201,155236,0,0
Position_71,0,42,0,0,0,23,77,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,737,14662.39392,33.94117892,144.9085584,311.2184532,2486.625509,311,2458,258,2066,372,3081,229368,1832643,300,2349,322,2622,285,2227,341,2812.2,33326,79320,0,0
Position_71,0,43,0,0,0,32,197,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,701,12344.79779,32.28326516,122.003737,292.4978602,2648.021398,293,2640,202,2236,347,3199,205041,1856263,283,2518,302,2775,266,2369,320,2936,18575,188584,0,0
Position_72,0,5,0,0,0,254,30,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1120,27544.87654,51.5795392,272.2262389,318.4526786,2598.080357,318,2587,242,2113,377,3206,356667,2909850,306.75,2480,330,2692,289,2316.95,349,2961.1,78907,264410,0,0
Position_72,0,6,0,0,0,159,47,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1117,27173.47271,51.44137972,268.5556519,284.5335721,2538.540734,284,2535,223,1928,337,3056,317824,2835550,274,2400,295,2684,259,2147,310,2900.2,40808,197196,0,0
Position_72,0,10,0,0,0,256,67,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1001,22692.06358,46.09921316,224.265849,280.0679321,2532.121878,279,2523,234,2176,341,3068,280348,2534654,267,2433,291,2616,253,2321,311,2785,32100,170292,0,0
Position_72,0,12,0,0,0,112,72,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1264,33112.68717,58.21119424,327.2529567,311.278481,2529.873418,311,2519,252,2191,401,3079,393456,3197760,298.75,2437.75,323,2603.25,282,2322.6,343,2773.85,79984,212192,0,0
Position_72,0,16,0,0,0,325,170,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1161,28338.56588,53.46771876,280.0702772,283.5486649,2640.102498,283,2624,238,2237,334,3230,329200,3065159,274,2530,293,2734,259,2406,310,2944,41272,322877,0,0
Position_72,0,17,0,0,0,85,177,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1223,28941.36575,56.32301468,286.0277532,266.2902698,2613.27637,266,2598,202,2178,335,3168,325673,3196037,256,2494.5,276,2711,242,2390.1,290,2916.7,22369,307311,0,0
Position_72,0,20,0,0,0,319,234,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1544,42721.91204,71.10607904,422.2210043,306.1282383,2573.98899,305,2557,253,2267,378,3127,472662,3974239,293,2489,319,2641,278,2416.15,338,2784.85,89750,327311,0,0
Position_72,0,23,0,0,0,226,286,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,944,20917.77398,43.47418304,206.7305304,264.3845339,2546.141949,264,2540.5,228,2240,311,2994,249579,2403558,255,2453,274,2630.25,242,2335.15,288,2778.85,15467,173830,0,0
Position_72,0,28,0,0,0,185,366,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1194,29861.4115,54.98747304,295.1205728,288.6222781,2577.760469,288,2566,243,2190,381,3114,344615,3077846,275,2488,300.75,2650,260,2376,321,2835.7,48503,257618,0,0
Position_72,0,29,0,0,0,27,371,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1188,30060.96629,54.71115408,297.0927744,343.6978114,2577.722222,344,2572,281,2168,408,3124,408313,3062334,329,2485,360,2660,303,2365,378.65,2817.65,113689,256278,0,0
Position_72,0,31,0,0,0,65,375,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1191,29400.64128,54.84931356,290.566777,381.6490344,2552.214945,382,2534,309,2113,463,3131,454544,3039688,363,2438.5,401,2652,336.5,2312,426,2862,159176,226546,0,0
Position_72,0,33,0,0,0,161,394,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1037,24640.33013,47.75712692,243.5205831,306.2507232,2601.281581,305,2588,251,2139,381,3232,317582,2697529,293,2462,319,2717,277,2324.8,339.2,2945.6,60406,248135,0,0
Position_72,0,35,0,0,0,345,455,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1087,26041.70746,50.05978492,257.3704067,302.3081877,2655.803128,302,2633,244,2160,368,3270,328609,2886858,288,2521.5,315.5,2774.5,272,2380.3,335,3004,59033,319364,0,0
Position_72,0,37,0,0,0,336,58,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,765,15002.30675,35.2306674,148.2679197,273.6771242,2549.258824,273,2567,231,1804,315,3235,209363,1950183,263,2397,284,2718,250,2020.6,299,3021,19643,143253,0,0
Position_72,0,38,0,0,0,387,56,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1224,30560.65239,56.36906784,302.0311762,301.6102941,2546.993464,301,2524,228,2204,357,3091,369171,3117520,291,2433,313,2639,273,2338.6,331,2853.7,65619,226432,0,0
Position_72,0,39,0,0,0,31,64,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,874,18236.57604,40.25046184,180.2322294,277.5091533,2429.092677,276,2418,236,1837,343,2961,242543,2123027,267,2239,288,2629.75,254,2025,302.35,2829.7,25791,58639,0,0
Position_73,0,3,0,0,0,369,17,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1111,27092.55124,51.16506076,267.7559043,406.8793879,2535.718272,414,2531,310,2098,522,2942,452043,2817183,374,2447,440.5,2621,328,2322.5,474,2767,169849,183002,0,0
Position_73,0,4,0,0,0,460,21,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1264,31361.87916,58.21119424,309.9497069,504.340981,2600.10443,507,2599,325,2051,761,3103,637487,3286532,445,2478.75,564,2727,374,2269.6,623,2911.85,316431,289588,0,0
Position_73,0,5,0,0,0,395,49,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1204,29727.68316,55.44800464,293.7989345,455.2815615,2522.579734,457,2498,336,2121,559,2990,548159,3037186,429,2423.75,481,2614,395,2325.9,510.85,2788.55,242343,182502,0,0
Position_73,0,7,0,0,0,196,54,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1200,29100.67444,55.263792,287.6022022,304.7608333,2550.298333,304,2539,248,2150,362,3319,365713,3060358,292,2446,317,2642,278,2313.8,333,2807.15,60913,215158,0,0
Position_73,0,11,0,0,0,383,92,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1006,22991.29176,46.32947896,227.2231235,342.2286282,2567.760437,341,2567,290,2085,424,3098,344282,2583167,329,2444.75,355,2683,312,2297.25,377,2861.75,88758,197941,0,0
Position_73,0,14,0,0,0,386,126,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,810,16427.24756,37.3030596,162.3506212,312.4185185,2706.466667,312,2699,252,2202,359,3258,253059,2192238,299,2589,326,2804,282,2413.45,344,3065.1,47319,271728,0,0
Position_73,0,18,0,0,0,39,177,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1173,29035.71738,54.02035668,286.9602311,289.3870418,2591.55243,289,2587,232,2206,375,3150,339451,3039891,279,2484,300,2684,263,2360,316,2847.4,41509,258708,0,0
Position_73,0,20,0,0,0,336,216,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1109,26232.14329,51.07295444,259.2524856,282.7565374,2642.430117,283,2631,235,2178,334,3173,313577,2930455,271,2498,293,2767,258,2379.4,310,2963.2,31891,301016,0,0
Position_73,0,22,0,0,0,28,237,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1127,28066.16448,51.90191132,277.3781319,289.7471162,2579.653949,289,2569,239,2110,351,3144,326545,2907270,277,2475,301,2680,263,2296.2,320,2894,40287,235153,0,0
Position_73,0,26,0,0,0,451,290,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1116,26763.31155,51.39532656,264.5020258,275.0134409,2612.141577,274,2606,220,2185,340,3131,306915,2915150,263,2500.5,287,2716,247,2371.75,304,2887,23451,269114,0,0
Position_73,0,27,0,0,0,131,307,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1428,38914.11334,65.76391248,384.5884987,301.7731092,2542.513305,301,2527,248,2241,359,2965,430932,3630709,288.75,2452,314,2628,272,2360.35,333,2766.65,68220,244921,0,0
Position_73,0,29,0,0,0,415,366,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1182,28574.48641,54.43483512,282.4018816,249.749577,2509.370558,250,2496,206,2289,303,2933,295204,2966076,241,2450,259,2551.75,227,2389.05,272,2688.95,-5024,163554,0,0
Position_73,0,31,0,0,0,330,387,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1066,25285.16938,49.09266856,249.8935347,329.5609756,2613.053471,330,2590,263,2167,397,3155,351312,2785515,312,2486,346,2704.5,293,2369.5,370,2950.75,80548,258029,0,0
Position_73,0,32,0,0,0,230,441,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1466,39208.8149,67.51393256,387.5010366,284.1562074,2563.963165,283,2548,224,2228,346,3080,416573,3758770,270,2467.25,297,2652,256,2365.5,317,2799.25,44209,282884,0,0
Position_73,0,33,0,0,0,399,446,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1048,24545.17713,48.26371168,242.5801852,275.8110687,2629.391221,274,2612,230,2214,383,3230,289050,2755602,264,2522,287,2720,247.35,2386,305.65,2961.95,22858,270794,0,0
Position_73,0,34,0,0,0,349,91,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,538,8933.582042,24.77660008,88.290664,324.7174721,2679.832714,325,2675.5,261,2026,386,3414,174698,1441750,313,2445.5,336.75,2882.25,293,2252.85,355,3157.75,38046,166152,0,0
Position_73,0,35,0,0,0,150,70,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,799,16417.54175,36.79647484,162.2546986,296.4267835,2473.659574,296,2472,211,1889,348,2957,236845,1976454,286,2336.5,307,2623.5,268,2121.9,325.1,2818.3,33899,82025,0,0
Position_74,0,2,0,0,0,308,14,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,924,19551.36899,42.55311984,193.2263388,271.1796537,2598.44697,269,2596,216,2167,326,3059,250570,2400965,263,2488,279,2692.25,252,2353.15,296,2883.85,1090,203693,0,0
Position_74,0,4,0,0,0,78,25,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1405,39000.44354,64.7046898,385.4417008,322.4142349,2522.541637,321,2519,267,2224,401,2896,452992,3544171,308,2437,336,2599,291,2339,358,2735,73642,203081,0,0
Position_74,0,12,0,0,0,329,130,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1145,28584.78453,52.7308682,282.5036581,300.9545852,2591.370306,300,2589,254,2198,360,3042,344593,2967119,290,2476,311,2705,276.2,2341.2,327,2848.6,35443,244309,0,0
Position_74,0,14,0,0,0,499,133,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,854,15833.80524,39.32939864,156.485626,277.4531616,2657.300937,278,2649,239,2307,314,3066,236945,2269335,273,2567,283,2735,257,2472,295,2887,6365,238523,0,0
Position_74,0,15,0,0,0,271,153,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1186,29727.44436,54.61904776,293.7965745,300.955312,2597.18887,300,2584.5,245,2174,363,3118,356933,3080266,291,2489,311,2692.75,275.25,2379.25,328,2848.5,36713,259958,0,0
Position_74,0,16,0,0,0,196,164,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1364,37469.01807,62.81651024,370.3066104,290.1730205,2622.158358,290,2600.5,244,2180,361,3276,395796,3576624,279,2485.75,300,2723.25,268,2373,315,2962,27516,333032,0,0
Position_74,0,17,0,0,0,449,172,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,888,19149.13545,40.89520608,189.2510615,279.1036036,2754.007883,279,2731.5,237,2230,327,3592,247844,2445559,269,2569,288,2887.25,256,2390.35,303,3252.3,8084,333895,0,0
Position_74,0,19,0,0,0,317,180,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1066,25144.36673,49.09266856,248.501981,292.0741088,2624.322702,292,2623,256,2251,362,3083,311351,2797528,281.25,2539,302,2725,268.25,2369.25,317,2840.5,23531,262580,0,0
