Position_n,frame_i,Cell_ID,time_seconds,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,FITC_mean,phase_contr_mean,FITC_median,phase_contr_median,FITC_min,phase_contr_min,FITC_max,phase_contr_max,FITC_sum,phase_contr_sum,FITC_q25,phase_contr_q25,FITC_q75,phase_contr_q75,FITC_q05,phase_contr_q05,FITC_q95,phase_contr_q95,FITC_amount_autoBkgr,phase_contr_amount_autoBkgr,FITC_amount_dataPrepBkgr,phase_contr_amount_dataPrepBkgr
Position_30,0,2,0,0,0,353,9,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,675,10367.07161,31.085883,102.4578531,347.7185185,2568.657778,342,2558,312,2150,413,3049,234710,1733844,333,2449.5,360,2675,324,2315.4,384.3,2873.6,21410,128019,0,0
Position_30,0,3,0,0,0,258,9,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,659,9852.09305,30.34903244,97.36831577,367.9499241,2558.667678,363,2556,322,2099,438,3095,242479,1686162,348,2440,386,2678.5,336.9,2253.9,411,2850.1,34235,118401,0,0
Position_30,0,5,0,0,0,316,36,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,998,22285.39354,45.96105368,220.2467257,365.3466934,2591.747495,364,2579,314,2215,471,3066,364616,2586564,353,2465.5,377,2705,337,2339.7,396.15,2877.15,49248,212322,0,0
Position_30,0,8,0,0,0,84,52,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1135,26564.30689,52.2703366,262.5352611,348.3797357,2569.409692,348,2570,288,2176,429,3018,395411,2916280,337,2473,359,2666,321.7,2339.7,379,2793.6,36751,216115,0,0
Position_30,0,11,0,0,0,500,72,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,817,14429.76436,37.62543172,142.6094786,323.380661,2621.455324,329,2603,268,2366,373,3118,264202,2141729,313,2518,334,2699,292,2440.8,345,2901.2,6030,198086,0,0
Position_30,0,12,0,0,0,297,77,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1297,33161.38659,59.73094852,327.7342535,352.0362375,2480.596762,352,2472,268,2149,414,2959,456591,3217334,341,2350,364,2597,324,2248,380,2763.2,46739,131771,0,0
Position_30,0,13,0,0,0,270,100,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,790,15809.89529,36.3819964,156.2493237,349.0772152,2666.594937,349,2644.5,225,2142,431,3677,275771,2106610,337,2516.25,363,2787.5,317,2318.9,383,3093.7,26131,227200,0,0
Position_30,0,14,0,0,0,58,112,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,970,21014.08967,44.6715652,207.6824191,383.5134021,2473.954639,382,2470,322,2035,472,3037,372008,2399736,367,2349,399,2597.75,349.45,2160.9,422,2779.3,65488,92106,0,0
Position_30,0,16,0,0,0,24,131,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1621,47635.20283,74.65217236,470.7790971,467.8963603,2571.601481,467,2560,367,2155,580,3075,758460,4168566,437,2474,497,2651,404,2369,536,2834,246224,312207,0,0
Position_30,0,18,0,0,0,130,142,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1544,40497.33756,71.10607904,400.2355166,358.4896373,2542.599741,358,2531.5,302,2252,427,3045,553508,3925774,346,2464,370,2608.25,331.15,2364,388,2760.7,65604,252598,0,0
Position_30,0,19,0,0,0,375,190,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1134,28074.74171,52.22428344,277.4629007,383.186067,2620.945326,383,2611,324,2223,462,3155,434533,2972152,369,2520.25,397,2707,352,2391,417,2883.7,76189,274366,0,0
Position_30,0,21,0,0,0,220,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,883,17532.38937,40.66494028,173.2727467,350.4043035,2727.277463,350,2703,294,2294,405,3389,309407,2408186,338,2594,363,2836,320,2436.2,381.9,3115.6,30379,307529,0,0
Position_30,0,23,0,0,0,240,229,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,977,21510.67779,44.99393732,212.5902036,358.6325486,2641.14739,358,2629,302,2271,428,3160,350384,2580401,346,2523,371,2748,329,2415.6,390.2,2943.4,41652,256118,0,0
Position_30,0,24,0,0,0,362,233,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1324,33039.93809,60.97438384,326.533977,371.668429,2611.784743,372,2598,302,2196,441,3092,492089,3458003,355,2514,389,2705,333,2405.15,410,2856.7,73705,308207,0,0
Position_30,0,25,0,0,0,31,250,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1205,29103.1958,55.4940578,287.6271209,342.8024896,2570.661411,342,2570,291,2088,398,3160,413077,3097647,331,2471,354,2660,316,2321.2,371,2833.6,32297,230952,0,0
Position_30,0,26,0,0,0,186,258,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1085,25712.38375,49.9676786,254.1156978,350.4654378,2618.01659,350,2613,304,2213,403,3153,380255,2840548,340,2504,361,2729,324,2367,377,2879.8,37395,259333,0,0
Position_30,0,27,0,0,0,317,271,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1023,23859.57553,47.11238268,235.804379,335.0723363,2683.167155,335,2661,285,2246,384,3187,342779,2744880,324,2568,345,2782,309,2452.1,362,2999,19511,311163,0,0
Position_30,0,28,0,0,0,129,282,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1058,24975.79222,48.72424328,246.8359577,402.1654064,2568.743856,402,2555,335,2180,500,3177,425491,2717731,387,2462.25,415,2651.75,368,2334.85,439,2870.3,91163,200749,0,0
Position_30,0,31,0,0,0,162,317,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1065,24566.92727,49.0466154,242.7951421,358.5877934,2575.523944,358,2569,303,2182,422,3099,381896,2742933,346,2461,372,2672,328,2334,389.8,2848.8,45356,209298,0,0
Position_30,0,32,0,0,0,100,319,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,980,22194.10087,45.1320968,219.3444795,367.9846939,2614.735714,368,2610,284,2277,432,3153,360625,2562441,355.75,2504,380,2710.25,339,2374,397,2906.05,50945,231021,0,0
Position_30,0,33,0,0,0,240,319,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,829,17544.43729,38.17806964,173.3918165,361.3003619,2821.769602,361,2787,233,2153,429,3760,299518,2339247,349,2614,374,2978,330,2377.6,396,3442,37554,367056,0,0
Position_30,0,35,0,0,0,443,343,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1189,30329.66777,54.75720724,299.7483533,324.4617325,2644.465938,324,2628,260,2252,397,3122,385785,3144270,314,2545,335,2734,296.4,2446,352,2908,10061,315639,0,0
Position_30,0,36,0,0,0,486,358,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1124,27653.23474,51.76375184,273.2971439,334.2882562,2605.004448,333,2596,283,2164,398,3234,375740,2928025,323,2496,346,2709,307,2366.15,364.85,2878.85,20556,254029,0,0
Position_30,0,37,0,0,0,232,365,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1049,24465.87229,48.30976484,241.7964149,378.8636797,2635.519542,378,2630,310,2272,455,3236,397428,2764660,363,2530,394,2727,345,2392.4,417,2916.6,65944,269089,0,0
Position_30,0,39,0,0,0,475,401,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1125,27731.01254,51.809805,274.0658225,318.4355556,2625.896889,318,2589,266,2316,387,3233,358240,2954134,307,2505,329,2711,292.2,2418.2,346.8,2949.8,2740,277759,0,0
Position_30,0,41,0,0,0,105,409,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1226,31062.13234,56.46117416,306.9873066,383.050571,2504.318923,382,2503.5,304,2192,461,2888,469620,3070295,366,2422.25,400,2585,344,2321,425.75,2697,82204,153641,0,0
Position_30,0,42,0,0,0,42,449,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,665,11425.10661,30.6253514,112.9144216,367.9263158,2634.628571,368,2618,316,2182,420,3264,244671,1752028,355,2506,381,2764,337,2313.2,399,2979.4,34531,169993,0,0
Position_30,0,44,0,0,0,446,453,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,985,22203.03692,45.3623626,219.4327946,310.6771574,2684.240609,309,2653,255,2257,423,3282,306017,2643977,300,2535,320,2807,285,2401.6,338,3072.8,-5243,300662,0,0
Position_30,0,45,0,0,0,95,463,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1146,28522.68901,52.77692136,281.8899675,355.425829,2531.663176,354,2522.5,304,2126,430,2984,407318,2901286,343,2438.25,368,2616,325,2324.25,387,2786,45182,174952,0,0
Position_30,0,46,0,0,0,52,481,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1056,23558.35026,48.63213696,232.8273673,360.4176136,2579.875,361,2551.5,236,2117,438,3250,380601,2724348,344,2433,376.25,2686.5,322,2320.75,398.25,2934,46905,212124,0,0
Position_30,0,47,0,0,0,218,497,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,983,20095.63907,45.27025628,198.6053644,323.2655137,2604.78942,324,2600,275,2231,396,3022,317770,2560508,314,2527,331,2673.5,298,2412.2,349,2811.9,7142,221951,0,0
Position_30,0,50,0,0,0,19,44,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,914,19722.28661,42.09258824,194.9155191,359.1652079,2358.924508,359,2356.5,301,1818,428,2781,328277,2156057,346,2225.25,373,2520,329,1968.65,392.35,2669.7,39453,-18349,0,0
Position_30,0,51,0,0,0,89,232,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,922,20016.06259,42.46101352,197.8189094,352.845987,2571.330803,352,2543.5,300,2110,461,3253,325324,2370767,342,2432,364,2707.75,323.05,2284.15,382,2900.9,33972,177329,0,0
Position_31,0,3,0,0,0,228,9,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,671,10011.92321,30.90167036,98.94791854,323.7078987,2488.804769,319,2477,285,2058,432,3106,217208,1669988,312,2346,333,2616,302,2217.5,360.5,2822,17921,85757,0,0
Position_31,0,4,0,0,0,368,28,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1184,27961.43405,54.52694144,276.3430802,304.3581081,2532.847128,304,2513.5,235,2156,424,3173,360360,2998891,293,2399,316,2639.25,278,2273.15,332,2890.55,8712,203467,0,0
Position_31,0,5,0,0,0,77,31,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,967,20988.03558,44.53340572,207.4249264,312.647363,2473.687694,312,2457,229,2201,371,2786,302330,2392056,303,2395.5,322,2547,287.3,2322.6,340,2660.7,15131,108969,0,0
Position_31,0,6,0,0,0,210,34,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1240,28304.36301,57.1059184,279.7322499,347.8443548,2575.056452,347,2582.5,300,2059,414,3336,431327,3193070,335,2394.75,360,2741,317.95,2175.95,378,2985.1,63047,265430,0,0
Position_31,0,10,0,0,0,212,73,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1113,26154.50817,51.25716708,258.485217,357.3890386,2613.864331,358,2594,309,2182,419,3328,397774,2909231,345,2473,369,2727,330,2323.8,386,2989,67213,281438,0,0
Position_31,0,13,0,0,0,169,121,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1185,28033.79322,54.5729946,277.0582064,343.771308,2581.255696,343,2573,289,2160,404,3215,407369,3058788,332,2466,355,2683,316,2313.2,373,2870,55424,261003,0,0
Position_31,0,14,0,0,0,477,140,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,801,16367.76678,36.88858116,161.7627722,308.2534332,2753.529338,308,2726,243,2162,371,3486,246911,2205577,297,2573,320,2890,281,2364,336,3250,9014,314416,0,0
Position_31,0,15,0,0,0,195,147,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1025,23784.63735,47.204489,235.0637644,354.9580488,2661.153171,353,2640,298,2057,427,3222,363832,2727682,342,2525,367,2789,326,2361.2,388,3012,59407,307657,0,0
Position_31,0,16,0,0,0,194,184,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1316,33746.88409,60.60595856,333.52073,362.3153495,2627.579787,362,2611.5,298,2219,436,3256,476807,3457895,349,2488.75,376,2737.25,331,2383.75,394,2960,85955,350819,0,0
Position_31,0,18,0,0,0,62,210,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1140,27375.68177,52.5006024,270.5540857,318.2903509,2568.500877,317,2556,262,2222,568,3053,362851,2928091,306,2454,328,2660,291,2344.95,347,2869,24271,236551,0,0
Position_31,0,20,0,0,0,327,231,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1466,40468.31371,67.51393256,399.9486737,393.4024557,2552.982265,393,2543,312,2242,476,2900,576728,3742672,376,2471,410,2628,355,2378,431.75,2768.75,141326,281446,0,0
Position_31,0,25,0,0,0,407,321,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1010,23767.11574,46.5136916,234.8905982,312.3019802,2609.322772,312,2591.5,269,2291,372,3159,315425,2635416,301,2488.25,322,2704,286,2384.9,340,2917.65,15455,250806,0,0
Position_31,0,26,0,0,0,217,358,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1048,25055.42231,48.26371168,247.6229425,337.7996183,2607.424618,337,2595,293,2223,412,3381,354014,2732581,325,2510,349,2696.25,310,2359.7,367,2877,42758,258253,0,0
Position_31,0,27,0,0,0,285,359,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,876,18694.03239,40.34256816,184.7532742,349.9452055,2662.357306,349,2659,300,2152,413,3057,306552,2332225,337,2545,362,2786.25,320,2363.5,382,2936.25,46380,263989,0,0
Position_31,0,29,0,0,0,348,400,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,953,21377.18858,43.88866148,211.2709286,314.112277,2616.700944,313,2595,256,2154,382,3326,299349,2493716,303,2498,325,2709,289,2337.4,342,2979,16308,243683,0,0
Position_31,0,30,0,0,0,120,405,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1325,34944.94676,61.020437,345.3611932,321.5637736,2517.836226,321,2515,273,2184,387,2919,426072,3336133,310,2440,333,2588,294.2,2339,348.8,2716.4,32547,207808,0,0
Position_31,0,31,0,0,0,468,409,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1225,31089.98084,56.415121,307.2625336,373.7983673,2565.088163,373,2553,304,2230,452,3148,457903,3142233,355,2469,392,2645,332,2380,415.8,2796.8,94078,250008,0,0
Position_31,0,32,0,0,0,198,453,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,875,18113.02998,40.296515,179.0112227,313.8971429,2593.365714,314,2583,266,2100,374,3542,274660,2269195,303,2473.5,324,2687.5,287,2297.4,343,2919.3,14785,203320,0,0
Position_31,0,34,0,0,0,172,47,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,634,11239.53566,29.19770344,111.0804224,330.9463722,2682.932177,331,2675.5,276,1836,389,3622,209820,1700979,320,2495,342,2867.75,303,2173.55,358.35,3203.35,21522,204105,0,0
Position_32,0,9,0,0,0,42,108,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1366,34887.1878,62.90861656,344.7903608,327.6522694,2489.945095,327,2475,277,2051,407,2960,447573,3401265,317,2394,338,2585.75,301,2240.25,356,2784.75,50067,196629,0,0
Position_32,0,10,0,0,0,156,109,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1198,30048.09731,55.17168568,296.9655902,314.4006678,2545.979967,314,2543.5,269,2014,373,2949,376652,3050084,304,2424,325,2677.5,290,2274.85,340,2823,28034,239576,0,0
Position_32,0,12,0,0,0,273,155,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1092,26507.37296,50.29005072,261.9725826,313.9395604,2624.690476,313,2600.5,261,2196,417,3208,342822,2866162,302,2490.75,324,2735.25,290,2359.55,341,2961.25,25050,304330,0,0
Position_32,0,14,0,0,0,239,192,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1165,28508.50809,53.6519314,281.7498174,311.1896996,2546.091845,311,2542,264,2217,365,2929,362536,2966197,301,2472,321,2612,286,2358.6,337,2748,23521,233107,0,0
Position_32,0,15,0,0,0,121,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,919,19337.08262,42.32285404,191.1085448,324.4722524,2634.800871,323,2593,284,2160,373,3289,298190,2421382,314,2492,335,2727,299,2368.8,351,3090.1,30761,265408,0,0
Position_32,0,20,0,0,0,350,285,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1013,23922.36103,46.65185108,236.4248887,332.9674235,2647.752221,333,2632,276,2172,406,3168,337296,2682173,321,2517,344,2766,305,2370.2,364,2956.4,42513,305675,0,0
Position_32,0,23,0,0,0,96,301,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1225,30762.00856,56.415121,304.0211808,423.0032653,2579.431837,423,2564,343,2146,492,3000,518179,3159804,407,2468,440,2687,384,2346,463,2861,161704,285954,0,0
Position_32,0,25,0,0,0,59,318,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1177,28787.68164,54.20456932,284.5088919,433.6864911,2587.429907,434,2571,343,2176,535,3099,510449,3045405,410,2477,456,2685,382,2357.8,485,2866.2,167942,284163,0,0
Position_32,0,26,0,0,0,227,332,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,984,22661.1358,45.31630944,223.9601895,507.0376016,2675.843496,506,2639,384,2173,627,3467,498925,2633030,474,2527.75,538,2792,438,2352,582,3127.8,212581,324566,0,0
Position_32,0,28,0,0,0,121,336,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1115,27171.40745,51.3492734,268.5352409,393.9210762,2580.880717,393,2565,329,2178,469,3146,439222,2877682,379,2483,408,2659,355.7,2360.7,431,2868.2,114757,261892,0,0
Position_32,0,29,0,0,0,171,355,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1127,27420.09931,51.90191132,270.9930646,360.2120674,2581.196096,361,2563,293,2154,421,3038,405959,2909008,348,2448.5,373,2703.5,328,2325,389,2901,78002,265066,0,0
Position_32,0,31,0,0,0,410,380,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,994,22845.20624,45.77684104,225.7793591,290.5482897,2635.118712,290,2603.5,233,2195,347,3309,288805,2619308,280,2486.25,300.75,2759.75,266.65,2339,316,3047.05,-449,287384,0,0
Position_32,0,33,0,0,0,162,450,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1120,27986.39279,51.5795392,276.5897476,317.4946429,2554.080357,316.5,2553.5,253,2148,370,3087,355594,2860570,305,2463,329,2634,292,2346.95,346,2793.2,29674,233050,0,0
Position_32,0,35,0,0,0,115,485,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,939,21211.26256,43.24391724,209.6310805,317.1075612,2621.942492,316,2623,280,2123,375,3163,297764,2462004,306,2488.5,327,2733.5,291,2325.9,345,2945.5,24515,259110,0,0
Position_32,0,39,0,0,0,163,203,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,785,15476.17532,36.1517306,152.9511666,326.0433121,2577.326115,325,2570,282,2135,375,3353,255944,2023201,315,2413,337,2694,300,2261,356,2968.8,27509,181591,0,0
Position_32,0,40,0,0,0,32,294,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1082,24062.84807,49.82951912,237.8133232,345.4574861,2433.124769,343,2416,269,2230,461,2948,373785,2632641,328,2361,362,2492.75,312,2298,385,2611.9,58923,94269,0,0
Position_33,0,4,0,0,0,177,42,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1310,34414.41471,60.3296396,340.1179405,311.6961832,2552.154962,311,2539,265,1920,372,3303,408322,3343323,300,2399.25,322,2696.75,287,2184.9,339.55,2957,38902,287093,0,0
Position_33,0,9,0,0,0,67,80,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1309,34994.70652,60.28358644,345.8529693,300.7349121,2529.394958,300,2501,258,2141,353,3215,393662,3310978,290,2388,311,2638,277,2256,326,2891.2,24524,257081,0,0
Position_33,0,10,0,0,0,315,92,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1209,29563.76309,55.67827044,292.1789111,323.3937138,2523.655914,322,2495,273,2155,388,3166,390983,3051100,309,2414,336,2622,295,2290.4,357,2807,50045,230503,0,0
Position_33,0,12,0,0,0,337,132,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1382,36894.44942,63.64546712,364.6281438,379.9790159,2514.068741,379,2491.5,300,2210,462,3024,525131,3474443,364,2403.25,395,2605,344,2313,419,2783,135407,250237,0,0
Position_33,0,15,0,0,0,124,202,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1258,30281.78576,57.93487528,299.275135,398.926868,2531.694754,392.5,2515.5,310,2105,926,3036,501850,3184872,367,2445,424,2613,344,2333.55,470,2757.45,147094,249958,0,0
Position_33,0,18,0,0,0,271,225,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1116,27099.4722,51.39532656,267.8243042,299.3709677,2542.120968,300,2534,190,2194,366,2903,334098,2837007,288.75,2458.75,311,2619.25,270,2357,328.25,2766.25,19386,233379,0,0
Position_33,0,28,0,0,0,17,405,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,987,23079.59491,45.45446892,228.0958242,276.710233,2492.558257,276,2479,230,2180,320,2921,273113,2460155,269,2400,284.5,2566.5,256,2312.3,300,2723.7,-5221,157484,0,0
Position_33,0,29,0,0,0,371,425,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1250,32083.10157,57.56645,317.0775538,410.6552,2558.3128,409.5,2554,291,2040,631,3533,513319,3197891,365,2413,450,2673,326,2271,505,2884.55,160819,281641,0,0
Position_33,0,31,0,0,0,380,458,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,974,20824.32852,44.85577784,205.8070082,376.600616,2605.235113,377,2590.5,296,2142,471,3396,366809,2537499,352,2493.25,401,2699,322,2350,431.35,2911.75,92141,265157,0,0
Position_33,0,32,0,0,0,344,475,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1837,57593.1768,84.59965492,569.1938349,326.4480131,2596.838868,325,2581,246,2212,435,3098,599685,4770393,311,2489,341,2692,295,2374,364,2865.2,81651,484672,0,0
Position_34,0,9,0,0,0,387,113,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1528,43272.50065,70.36922848,427.662476,329.3808901,2516.348822,329,2504,281,2196,395,2981,503294,3844981,317,2401,341,2616.25,302,2306.35,360.65,2775.65,67814,278629,0,0
Position_34,0,10,0,0,0,171,127,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1244,30523.57539,57.29013104,301.6647439,320.3890675,2565.709003,320,2569,226,2145,382,3159,398564,3191742,310,2441.75,330.25,2683,295,2299.15,350,2824.85,44024,288246,0,0
Position_34,0,11,0,0,0,131,135,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,930,20901.83442,42.8294388,206.5729996,307.0860215,2496.592473,307,2487,258,2189,359,3178,285590,2321831,296,2406.25,318,2559,280.45,2294.45,334,2739.65,20540,151211,0,0
Position_34,0,13,0,0,0,38,209,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,946,20795.74048,43.56628936,205.5244723,300.5835095,2623.470402,301,2614.5,254,2199,351,3254,284352,2481803,291,2469.25,310,2751.75,277.25,2298,325,3011,14742,273839,0,0
Position_34,0,15,0,0,0,386,219,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1108,25998.68749,51.02690128,256.94524,321.6741877,2596.020758,321,2576,273,2172,391,3038,356415,2876391,310,2479,333,2700.25,294.35,2346,350,2902,40635,290319,0,0
Position_34,0,16,0,0,0,270,225,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1088,26224.42831,50.10583808,259.1762383,363.1351103,2598.519301,363,2585.5,280,2213,423,3040,395091,2827189,349,2486,377,2702,330,2365.35,398,2875.65,85011,287797,0,0
Position_34,0,22,0,0,0,154,349,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1014,23769.61415,46.69790424,234.91529,347.8560158,2564.025641,348,2546,278,2176,401,3103,352726,2599922,334.25,2440,361,2667.75,317,2324.65,379,2886.35,63736,233246,0,0
Position_34,0,26,0,0,0,101,493,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1016,22565.23868,46.79001056,223.0124374,339.4212598,2627.189961,338,2608,294,2175,413,3184,344852,2669225,325,2503,351,2737.5,311,2397,374,2901.5,55292,297881,0,0
Position_35,0,3,0,0,0,328,35,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,931,20701.29422,42.87549196,204.5910592,316.1450054,2551.820623,316,2559,252,2134,370,2918,294331,2375745,306,2434,326,2658.5,292,2307,342,2808,16893,186964,0,0
Position_35,0,9,0,0,0,464,95,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1150,28269.47602,52.961134,279.3874615,299.426087,2511.301739,299,2490,252,2215,353,2947,344340,2887997,289,2418.25,309,2585,277,2331.35,324,2747.65,1640,184347,0,0
Position_35,0,12,0,0,0,105,151,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1035,24515.42232,47.6650206,242.2861182,314.3777778,2580.258937,314,2567,270,2146,370,3017,325381,2670568,304,2480,324,2683,290,2335.4,341,2849.9,16951,237283,0,0
Position_35,0,13,0,0,0,198,183,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1146,28289.14116,52.77692136,279.5818122,333.7844677,2601.471204,334,2593,281,2227,405,3112,382517,2981286,322,2490,345,2698,307,2347.25,360,2885.75,41009,287040,0,0
Position_35,0,14,0,0,0,405,183,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1012,23056.81489,46.60579792,227.8706891,335.1482213,2557.618577,334,2550,282,2226,399,3023,339170,2588310,324,2460.75,347,2648,308,2340.55,366,2798.45,37594,209098,0,0
Position_35,0,16,0,0,0,326,215,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1053,25447.16409,48.49397748,251.4945297,321.9078822,2608.776828,321,2600,274,2201,377,3114,338969,2747042,310,2495,332,2701,297,2378,349,2918.2,25175,271439,0,0
Position_35,0,17,0,0,0,39,218,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1091,26254.729,50.24399756,259.4757003,320.6883593,2609.074244,321,2593,278,2197,384,3250,349871,2846500,309.5,2482.5,331.5,2706.5,294,2339,348,2956.5,24753,281559,0,0
Position_35,0,20,0,0,0,311,281,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,973,21571.72615,44.80972468,213.193545,406.4511819,2645.502569,406,2629,334,2197,500,3335,395477,2574074,386,2545,426,2728,363.6,2364.6,453,2959.4,105523,286551,0,0
Position_35,0,23,0,0,0,14,289,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1003,21784.95961,46.19131948,215.3009331,319.8364905,2584.017946,319,2571,262,2149,384,3189,320796,2591770,309,2476,330,2672,297,2347.2,346,2864.9,21902,233717,0,0
Position_35,0,24,0,0,0,277,312,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1049,24350.70658,48.30976484,240.6582312,322.8608198,2542.702574,323,2521,272,2324,389,2860,338681,2667295,311,2473,334,2597,296,2413.4,353,2737.6,26079,201096,0,0
