selection_subset,position,Cell_ID,cell_cycle_stage,generation_num,frame_i,mCitrine_corrected_amount,mCitrine_corrected_amount_rel,file,relationship,relative_ID,phase_length,phase_begin,gui_mCitrine_amount_autoBkgr,frames_in_phase,centered_frames_in_phase,min_centered_frames,max_centered_frames,centered_time_in_minutes,Generation,contributing_ccs_at_time,Method of calculation,value
0,Position_8,12,S,2,219,291167.0,220158.0,MIA_KC_test_files,mother,33,27,192,291167.0,28,28,-39,28,84,2+ ($n_2$=79),36,Bud signal,220158.0
0,Position_4,1,S,4,74,296042.0,6650.0,MIA_KC_test_files,mother,11,23,71,,4,4,-7,24,12,2+ ($n_2$=79),79,Bud signal,6650.0
0,Position_4,2,S,2,74,302952.0,1355.0000000000002,MIA_KC_test_files,mother,10,45,70,,5,5,-10,46,15,2+ ($n_2$=79),79,Bud signal,1355.0000000000002
0,Position_4,3,S,4,74,478174.0,11092.000000000002,MIA_KC_test_files,mother,8,26,56,,19,19,-6,27,57,2+ ($n_2$=79),76,Bud signal,11092.000000000002
0,Position_4,4,S,1,74,453182.0,3738.000000000001,MIA_KC_test_files,mother,9,36,62,,13,13,-32,37,39,1st ($n_1$=38),38,Bud signal,3738.000000000001
0,Position_4,6,G1,1,74,276730.0,302952.0,MIA_KC_test_files,mother,2,31,59,,16,-16,-31,35,-48,1st ($n_1$=38),23,Bud signal,0.0
0,Position_4,1,S,4,75,315268.0,7631.0,MIA_KC_test_files,mother,11,23,71,,5,5,-7,24,15,2+ ($n_2$=79),79,Bud signal,7631.0
0,Position_4,2,S,2,75,315647.0,4705.999999999999,MIA_KC_test_files,mother,10,45,70,,6,6,-10,46,18,2+ ($n_2$=79),79,Bud signal,4705.999999999999
0,Position_4,3,S,4,75,483442.0,12868.0,MIA_KC_test_files,mother,8,26,56,,20,20,-6,27,60,2+ ($n_2$=79),75,Bud signal,12868.0
0,Position_4,4,S,1,75,467575.0,4297.000000000001,MIA_KC_test_files,mother,9,36,62,,14,14,-32,37,42,1st ($n_1$=38),38,Bud signal,4297.000000000001
0,Position_4,6,G1,1,75,276719.0,315647.0,MIA_KC_test_files,mother,2,31,59,,17,-15,-31,35,-45,1st ($n_1$=38),26,Bud signal,0.0
0,Position_4,1,S,4,76,341364.0,9863.0,MIA_KC_test_files,mother,11,23,71,,6,6,-7,24,18,2+ ($n_2$=79),79,Bud signal,9863.0
0,Position_4,2,S,2,76,325078.0,6820.999999999999,MIA_KC_test_files,mother,10,45,70,,7,7,-10,46,21,2+ ($n_2$=79),79,Bud signal,6820.999999999999
0,Position_4,3,S,4,76,409175.0,77142.99999999999,MIA_KC_test_files,mother,8,26,56,,21,21,-6,27,63,2+ ($n_2$=79),75,Bud signal,77142.99999999999
0,Position_4,4,S,1,76,465478.00000000006,5012.0,MIA_KC_test_files,mother,9,36,62,,15,15,-32,37,45,1st ($n_1$=38),38,Bud signal,5012.0
0,Position_4,6,G1,1,76,271409.0,325078.0,MIA_KC_test_files,mother,2,31,59,,18,-14,-31,35,-42,1st ($n_1$=38),27,Bud signal,0.0
0,Position_4,6,G1,1,73,280641.0,293726.0,MIA_KC_test_files,mother,2,31,59,,15,-17,-31,35,-51,1st ($n_1$=38),23,Bud signal,0.0
0,Position_4,1,S,4,77,366730.0,10744.0,MIA_KC_test_files,mother,11,23,71,,7,7,-7,24,21,2+ ($n_2$=79),79,Bud signal,10744.0
0,Position_4,4,S,1,73,451697.0,3847.0,MIA_KC_test_files,mother,9,36,62,,12,12,-32,37,36,1st ($n_1$=38),38,Bud signal,3847.0
0,Position_4,2,S,2,73,293726.0,2077.0,MIA_KC_test_files,mother,10,45,70,,4,4,-10,46,12,2+ ($n_2$=79),79,Bud signal,2077.0
0,Position_4,2,S,2,70,272337.0,886.0000000000001,MIA_KC_test_files,mother,10,45,70,,1,1,-10,46,3,2+ ($n_2$=79),79,Bud signal,886.0000000000001
0,Position_4,3,S,4,70,441555.0,13698.000000000002,MIA_KC_test_files,mother,8,26,56,,15,15,-6,27,45,2+ ($n_2$=79),78,Bud signal,13698.000000000002
0,Position_4,4,S,1,70,402876.0,2309.9999999999995,MIA_KC_test_files,mother,9,36,62,,9,9,-32,37,27,1st ($n_1$=38),38,Bud signal,2309.9999999999995
0,Position_4,6,G1,1,70,284384.0,272337.0,MIA_KC_test_files,mother,2,31,59,,12,-20,-31,35,-60,1st ($n_1$=38),16,Bud signal,0.0
0,Position_4,1,S,4,71,242848.0,1950.0,MIA_KC_test_files,mother,11,23,71,,1,1,-7,24,3,2+ ($n_2$=79),79,Bud signal,1950.0
0,Position_4,2,S,2,71,268473.0,1723.9999999999998,MIA_KC_test_files,mother,10,45,70,,2,2,-10,46,6,2+ ($n_2$=79),79,Bud signal,1723.9999999999998
0,Position_4,3,S,4,71,449502.0,10793.0,MIA_KC_test_files,mother,8,26,56,,16,16,-6,27,48,2+ ($n_2$=79),77,Bud signal,10793.0
0,Position_4,4,S,1,71,417466.0,3028.0,MIA_KC_test_files,mother,9,36,62,,10,10,-32,37,30,1st ($n_1$=38),38,Bud signal,3028.0
0,Position_4,6,G1,1,71,281388.0,268473.0,MIA_KC_test_files,mother,2,31,59,,13,-19,-31,35,-57,1st ($n_1$=38),18,Bud signal,0.0
0,Position_4,1,S,4,72,256387.0,4798.0,MIA_KC_test_files,mother,11,23,71,,2,2,-7,24,6,2+ ($n_2$=79),79,Bud signal,4798.0
0,Position_4,2,S,2,72,273188.0,1476.9999999999998,MIA_KC_test_files,mother,10,45,70,,3,3,-10,46,9,2+ ($n_2$=79),79,Bud signal,1476.9999999999998
0,Position_4,3,S,4,72,447433.0,15672.0,MIA_KC_test_files,mother,8,26,56,,17,17,-6,27,51,2+ ($n_2$=79),77,Bud signal,15672.0
0,Position_4,4,S,1,72,424375.0,3847.0,MIA_KC_test_files,mother,9,36,62,,11,11,-32,37,33,1st ($n_1$=38),38,Bud signal,3847.0
0,Position_4,6,G1,1,72,276535.0,273188.0,MIA_KC_test_files,mother,2,31,59,,14,-18,-31,35,-54,1st ($n_1$=38),21,Bud signal,0.0
0,Position_4,1,S,4,73,266066.0,4257.0,MIA_KC_test_files,mother,11,23,71,,3,3,-7,24,9,2+ ($n_2$=79),79,Bud signal,4257.0
0,Position_4,3,S,4,73,448916.00000000006,17803.000000000004,MIA_KC_test_files,mother,8,26,56,,18,18,-6,27,54,2+ ($n_2$=79),76,Bud signal,17803.000000000004
0,Position_4,1,G1,4,70,232370.00000000003,,MIA_KC_test_files,mother,7,7,63,,8,0,-7,24,0,2+ ($n_2$=79),79,Bud signal,0.0
0,Position_4,2,S,2,77,355604.0,5256.999999999999,MIA_KC_test_files,mother,10,45,70,,8,8,-10,46,24,2+ ($n_2$=79),79,Bud signal,5256.999999999999
0,Position_4,4,S,1,77,467833.0,5746.000000000001,MIA_KC_test_files,mother,9,36,62,,16,16,-32,37,48,1st ($n_1$=38),38,Bud signal,5746.000000000001
0,Position_4,4,S,1,81,477779.0,10468.0,MIA_KC_test_files,mother,9,36,62,,20,20,-32,37,60,1st ($n_1$=38),38,Bud signal,10468.0
0,Position_4,6,G1,1,81,272061.0,432075.0,MIA_KC_test_files,mother,2,31,59,,23,-9,-31,35,-27,1st ($n_1$=38),36,Bud signal,0.0
0,Position_4,1,S,4,82,452710.0,20367.0,MIA_KC_test_files,mother,11,23,71,,12,12,-7,24,36,2+ ($n_2$=79),79,Bud signal,20367.0
0,Position_4,2,S,2,82,454233.0,4760.999999999999,MIA_KC_test_files,mother,10,45,70,,13,13,-10,46,39,2+ ($n_2$=79),79,Bud signal,4760.999999999999
0,Position_4,3,S,4,82,273935.0,241657.0,MIA_KC_test_files,mother,8,26,56,,27,27,-6,27,81,2+ ($n_2$=79),45,Bud signal,241657.0
0,Position_4,4,S,1,82,482685.0,11706.999999999998,MIA_KC_test_files,mother,9,36,62,,21,21,-32,37,63,1st ($n_1$=38),38,Bud signal,11706.999999999998
0,Position_4,6,G1,1,82,272342.0,454233.0,MIA_KC_test_files,mother,2,31,59,,24,-8,-31,35,-24,1st ($n_1$=38),37,Bud signal,0.0
0,Position_4,1,S,4,83,453061.0,24318.0,MIA_KC_test_files,mother,11,23,71,,13,13,-7,24,39,2+ ($n_2$=79),79,Bud signal,24318.0
0,Position_4,2,S,2,83,450784.0,9273.0,MIA_KC_test_files,mother,10,45,70,,14,14,-10,46,42,2+ ($n_2$=79),79,Bud signal,9273.0
0,Position_4,3,G1,5,83,278476.0,224544.0,MIA_KC_test_files,mother,8,10,83,,1,-10,-10,22,-30,2+ ($n_2$=79),33,Bud signal,0.0
0,Position_4,4,S,1,83,473673.0,16030.000000000002,MIA_KC_test_files,mother,9,36,62,,22,22,-32,37,66,1st ($n_1$=38),38,Bud signal,16030.000000000002
0,Position_4,6,G1,1,83,272534.0,450784.0,MIA_KC_test_files,mother,2,31,59,,25,-7,-31,35,-21,1st ($n_1$=38),37,Bud signal,0.0
0,Position_4,1,S,4,84,463271.0,18517.0,MIA_KC_test_files,mother,11,23,71,,14,14,-7,24,42,2+ ($n_2$=79),79,Bud signal,18517.0
0,Position_4,2,S,2,84,469863.0,7428.0,MIA_KC_test_files,mother,10,45,70,,15,15,-10,46,45,2+ ($n_2$=79),78,Bud signal,7428.0
0,Position_4,3,G1,5,84,279802.0,236444.00000000003,MIA_KC_test_files,mother,8,10,83,,2,-9,-10,22,-27,2+ ($n_2$=79),40,Bud signal,0.0
0,Position_4,3,S,4,81,262964.0,239011.0,MIA_KC_test_files,mother,8,26,56,,26,26,-6,27,78,2+ ($n_2$=79),55,Bud signal,239011.0
0,Position_4,3,S,4,77,313120.0,189066.0,MIA_KC_test_files,mother,8,26,56,,22,22,-6,27,66,2+ ($n_2$=79),74,Bud signal,189066.0
0,Position_4,2,S,2,81,432075.0,5953.999999999999,MIA_KC_test_files,mother,10,45,70,,12,12,-10,46,36,2+ ($n_2$=79),79,Bud signal,5953.999999999999
0,Position_4,6,G1,1,80,278243.0,416671.0,MIA_KC_test_files,mother,2,31,59,,22,-10,-31,35,-30,1st ($n_1$=38),35,Bud signal,0.0
0,Position_4,6,G1,1,77,273231.0,355604.0,MIA_KC_test_files,mother,2,31,59,,19,-13,-31,35,-39,1st ($n_1$=38),30,Bud signal,0.0
0,Position_4,1,S,4,78,388176.0,10293.0,MIA_KC_test_files,mother,11,23,71,,8,8,-7,24,24,2+ ($n_2$=79),79,Bud signal,10293.0
0,Position_4,2,S,2,78,372888.0,6155.999999999999,MIA_KC_test_files,mother,10,45,70,,9,9,-10,46,27,2+ ($n_2$=79),79,Bud signal,6155.999999999999
0,Position_4,3,S,4,78,264856.0,234091.0,MIA_KC_test_files,mother,8,26,56,,23,23,-6,27,69,2+ ($n_2$=79),71,Bud signal,234091.0
0,Position_4,4,S,1,78,473859.0,7386.999999999998,MIA_KC_test_files,mother,9,36,62,,17,17,-32,37,51,1st ($n_1$=38),38,Bud signal,7386.999999999998
0,Position_4,6,G1,1,78,272786.0,372888.0,MIA_KC_test_files,mother,2,31,59,,20,-12,-31,35,-36,1st ($n_1$=38),32,Bud signal,0.0
0,Position_4,1,S,4,79,403301.0,15172.0,MIA_KC_test_files,mother,11,23,71,,9,9,-7,24,27,2+ ($n_2$=79),79,Bud signal,15172.0
0,Position_4,2,S,2,79,397016.0,4419.000000000001,MIA_KC_test_files,mother,10,45,70,,10,10,-10,46,30,2+ ($n_2$=79),79,Bud signal,4419.000000000001
0,Position_4,3,S,4,79,259019.0,231017.0,MIA_KC_test_files,mother,8,26,56,,24,24,-6,27,72,2+ ($n_2$=79),65,Bud signal,231017.0
0,Position_4,4,S,1,79,472926.0,9751.000000000002,MIA_KC_test_files,mother,9,36,62,,18,18,-32,37,54,1st ($n_1$=38),38,Bud signal,9751.000000000002
0,Position_4,6,G1,1,79,282478.0,397016.0,MIA_KC_test_files,mother,2,31,59,,21,-11,-31,35,-33,1st ($n_1$=38),32,Bud signal,0.0
0,Position_4,1,S,4,80,419375.0,15624.0,MIA_KC_test_files,mother,11,23,71,,10,10,-7,24,30,2+ ($n_2$=79),79,Bud signal,15624.0
0,Position_4,2,S,2,80,416671.0,6218.999999999999,MIA_KC_test_files,mother,10,45,70,,11,11,-10,46,33,2+ ($n_2$=79),79,Bud signal,6218.999999999999
0,Position_4,3,S,4,80,260883.0,237668.0,MIA_KC_test_files,mother,8,26,56,,25,25,-6,27,75,2+ ($n_2$=79),60,Bud signal,237668.0
0,Position_4,4,S,1,80,484590.0,8104.999999999999,MIA_KC_test_files,mother,9,36,62,,19,19,-32,37,57,1st ($n_1$=38),38,Bud signal,8104.999999999999
0,Position_4,1,S,4,81,444425.0,19708.0,MIA_KC_test_files,mother,11,23,71,,11,11,-7,24,33,2+ ($n_2$=79),79,Bud signal,19708.0
0,Position_4,6,G1,1,69,283797.0,258160.0,MIA_KC_test_files,mother,2,31,59,,11,-21,-31,35,-63,1st ($n_1$=38),15,Bud signal,0.0
0,Position_4,4,S,1,69,378173.0,2115.0,MIA_KC_test_files,mother,9,36,62,,8,8,-32,37,24,1st ($n_1$=38),38,Bud signal,2115.0
0,Position_4,3,S,4,69,444164.0,12295.000000000002,MIA_KC_test_files,mother,8,26,56,,14,14,-6,27,42,2+ ($n_2$=79),79,Bud signal,12295.000000000002
0,Position_4,3,S,4,56,341674.0,535.0000000000001,MIA_KC_test_files,mother,8,26,56,,1,1,-6,27,3,2+ ($n_2$=79),79,Bud signal,535.0000000000001
0,Position_4,4,G1,1,56,259852.0,298925.0,MIA_KC_test_files,mother,1,32,29,,28,-5,-32,37,-15,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,57,288690.0,154591.0,MIA_KC_test_files,mother,7,24,38,,20,20,-8,25,60,2+ ($n_2$=79),75,Bud signal,154591.0
0,Position_4,2,S,1,57,261159.0,225150.0,MIA_KC_test_files,mother,6,24,34,,24,24,-18,25,72,1st ($n_1$=38),36,Bud signal,225150.0
0,Position_4,3,S,4,57,345505.0,2484.0000000000005,MIA_KC_test_files,mother,8,26,56,,2,2,-6,27,6,2+ ($n_2$=79),79,Bud signal,2484.0000000000005
0,Position_4,4,G1,1,57,242414.0,288690.0,MIA_KC_test_files,mother,1,32,29,,29,-4,-32,37,-12,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,58,277835.0,217376.0,MIA_KC_test_files,mother,7,24,38,,21,21,-8,25,63,2+ ($n_2$=79),75,Bud signal,217376.0
0,Position_4,2,S,1,58,298112.0,260363.0,MIA_KC_test_files,mother,6,24,34,,25,25,-18,25,75,1st ($n_1$=38),34,Bud signal,260363.0
0,Position_4,3,S,4,58,363048.0,1060.0,MIA_KC_test_files,mother,8,26,56,,3,3,-6,27,9,2+ ($n_2$=79),79,Bud signal,1060.0
0,Position_4,4,G1,1,58,275521.0,277835.0,MIA_KC_test_files,mother,1,32,29,,30,-3,-32,37,-9,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,59,276626.0,210492.0,MIA_KC_test_files,mother,7,24,38,,22,22,-8,25,66,2+ ($n_2$=79),74,Bud signal,210492.0
0,Position_4,2,G1,2,59,287588.0,269567.0,MIA_KC_test_files,mother,6,10,59,,1,-10,-10,46,-30,2+ ($n_2$=79),33,Bud signal,0.0
0,Position_4,3,S,4,59,363664.0,2580.9999999999995,MIA_KC_test_files,mother,8,26,56,,4,4,-6,27,12,2+ ($n_2$=79),79,Bud signal,2580.9999999999995
0,Position_4,4,G1,1,59,270556.0,276626.0,MIA_KC_test_files,mother,1,32,29,,31,-2,-32,37,-6,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,60,267969.0,191176.0,MIA_KC_test_files,mother,7,24,38,,23,23,-8,25,69,2+ ($n_2$=79),71,Bud signal,191176.0
0,Position_4,2,S,1,56,284426.0,229502.0,MIA_KC_test_files,mother,6,24,34,,23,23,-18,25,69,1st ($n_1$=38),37,Bud signal,229502.0
0,Position_4,2,G1,2,60,277774.0,266278.0,MIA_KC_test_files,mother,6,10,59,,2,-9,-10,46,-27,2+ ($n_2$=79),40,Bud signal,0.0
0,Position_4,1,S,3,56,298925.0,118003.0,MIA_KC_test_files,mother,7,24,38,,19,19,-8,25,57,2+ ($n_2$=79),76,Bud signal,118003.0
0,Position_4,3,G1,4,55,342298.0,,MIA_KC_test_files,mother,5,6,49,,7,0,-6,27,0,2+ ($n_2$=79),79,Bud signal,0.0
0,Position_4,4,G1,1,51,263787.0,383752.0,MIA_KC_test_files,mother,1,32,29,,23,-10,-32,37,-30,1st ($n_1$=38),35,Bud signal,0.0
0,Position_4,1,S,3,52,416827.0,15868.000000000002,MIA_KC_test_files,mother,7,24,38,,15,15,-8,25,45,2+ ($n_2$=79),78,Bud signal,15868.000000000002
0,Position_4,2,S,1,52,262894.0,250078.00000000003,MIA_KC_test_files,mother,6,24,34,,19,19,-18,25,57,1st ($n_1$=38),38,Bud signal,250078.00000000003
0,Position_4,3,G1,4,52,356833.0,334008.0,MIA_KC_test_files,mother,5,6,49,,4,-3,-6,27,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_4,4,G1,1,52,278825.0,416827.0,MIA_KC_test_files,mother,1,32,29,,24,-9,-32,37,-27,1st ($n_1$=38),36,Bud signal,0.0
0,Position_4,1,S,3,53,462088.0,11362.999999999998,MIA_KC_test_files,mother,7,24,38,,16,16,-8,25,48,2+ ($n_2$=79),77,Bud signal,11362.999999999998
0,Position_4,2,S,1,53,275692.0,242839.0,MIA_KC_test_files,mother,6,24,34,,20,20,-18,25,60,1st ($n_1$=38),38,Bud signal,242839.0
0,Position_4,3,G1,4,53,361798.0,338650.0,MIA_KC_test_files,mother,5,6,49,,5,-2,-6,27,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,4,G1,1,53,275969.0,462088.0,MIA_KC_test_files,mother,1,32,29,,25,-8,-32,37,-24,1st ($n_1$=38),37,Bud signal,0.0
0,Position_4,1,S,3,54,473410.0,14630.999999999998,MIA_KC_test_files,mother,7,24,38,,17,17,-8,25,51,2+ ($n_2$=79),77,Bud signal,14630.999999999998
0,Position_4,2,S,1,54,288484.0,250552.0,MIA_KC_test_files,mother,6,24,34,,21,21,-18,25,63,1st ($n_1$=38),38,Bud signal,250552.0
0,Position_4,3,G1,4,54,354814.0,332739.0,MIA_KC_test_files,mother,5,6,49,,6,-1,-6,27,-3,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,4,G1,1,54,272201.0,473410.0,MIA_KC_test_files,mother,1,32,29,,26,-7,-32,37,-21,1st ($n_1$=38),37,Bud signal,0.0
0,Position_4,1,S,3,55,393076.0,43214.0,MIA_KC_test_files,mother,7,24,38,,18,18,-8,25,54,2+ ($n_2$=79),76,Bud signal,43214.0
0,Position_4,2,S,1,55,288036.0,247915.0,MIA_KC_test_files,mother,6,24,34,,22,22,-18,25,66,1st ($n_1$=38),38,Bud signal,247915.0
0,Position_4,4,G1,1,55,256608.0,393076.0,MIA_KC_test_files,mother,1,32,29,,27,-6,-32,37,-18,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,3,S,4,60,370442.0,1906.0,MIA_KC_test_files,mother,8,26,56,,5,5,-6,27,15,2+ ($n_2$=79),79,Bud signal,1906.0
0,Position_4,4,G1,1,60,264585.0,267969.0,MIA_KC_test_files,mother,1,32,29,,32,-1,-32,37,-3,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,61,262384.0,188251.0,MIA_KC_test_files,mother,7,24,38,,24,24,-8,25,72,2+ ($n_2$=79),65,Bud signal,188251.0
0,Position_4,2,G1,2,66,263800.0,276571.0,MIA_KC_test_files,mother,6,10,59,,8,-3,-10,46,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_4,3,S,4,66,424047.0,6642.0,MIA_KC_test_files,mother,8,26,56,,11,11,-6,27,33,2+ ($n_2$=79),79,Bud signal,6642.0
0,Position_4,4,S,1,66,322480.0,2393.0,MIA_KC_test_files,mother,9,36,62,,5,5,-32,37,15,1st ($n_1$=38),38,Bud signal,2393.0
0,Position_4,1,G1,4,67,235770.0,240804.0,MIA_KC_test_files,mother,7,7,63,,5,-3,-7,24,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_4,2,G1,2,67,271091.0,286102.0,MIA_KC_test_files,mother,6,10,59,,9,-2,-10,46,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,3,S,4,67,438025.0,7071.999999999999,MIA_KC_test_files,mother,8,26,56,,12,12,-6,27,36,2+ ($n_2$=79),79,Bud signal,7071.999999999999
0,Position_4,4,S,1,67,344156.0,2149.0000000000005,MIA_KC_test_files,mother,9,36,62,,6,6,-32,37,18,1st ($n_1$=38),38,Bud signal,2149.0000000000005
0,Position_4,6,G1,1,67,286102.0,271091.0,MIA_KC_test_files,mother,2,31,59,,9,-23,-31,35,-69,1st ($n_1$=38),10,Bud signal,0.0
0,Position_4,1,G1,4,68,236800.0,238312.0,MIA_KC_test_files,mother,7,7,63,,6,-2,-7,24,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,2,G1,2,68,264579.0,286378.0,MIA_KC_test_files,mother,6,10,59,,10,-1,-10,46,-3,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,3,S,4,68,442932.0,7246.0,MIA_KC_test_files,mother,8,26,56,,13,13,-6,27,39,2+ ($n_2$=79),79,Bud signal,7246.0
0,Position_4,4,S,1,68,363748.0,2304.0,MIA_KC_test_files,mother,9,36,62,,7,7,-32,37,21,1st ($n_1$=38),38,Bud signal,2304.0
0,Position_4,6,G1,1,68,286378.0,264579.0,MIA_KC_test_files,mother,2,31,59,,10,-22,-31,35,-66,1st ($n_1$=38),11,Bud signal,0.0
0,Position_4,1,G1,4,69,236160.0,,MIA_KC_test_files,mother,7,7,63,,7,-1,-7,24,-3,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,2,G1,2,69,258160.0,283797.0,MIA_KC_test_files,mother,6,10,59,,11,0,-10,46,0,2+ ($n_2$=79),79,Bud signal,0.0
0,Position_4,1,G1,4,66,228321.0,212268.0,MIA_KC_test_files,mother,7,7,63,,4,-4,-7,24,-12,2+ ($n_2$=79),74,Bud signal,0.0
0,Position_4,4,S,1,65,306628.0,1470.0000000000002,MIA_KC_test_files,mother,9,36,62,,4,4,-32,37,12,1st ($n_1$=38),38,Bud signal,1470.0000000000002
0,Position_4,3,S,4,65,404888.00000000006,5781.0,MIA_KC_test_files,mother,8,26,56,,10,10,-6,27,30,2+ ($n_2$=79),79,Bud signal,5781.0
0,Position_4,2,G1,2,65,273994.0,272673.0,MIA_KC_test_files,mother,6,10,59,,7,-4,-10,46,-12,2+ ($n_2$=79),74,Bud signal,0.0
0,Position_4,2,G1,2,61,281958.0,257497.0,MIA_KC_test_files,mother,6,10,59,,3,-8,-10,46,-24,2+ ($n_2$=79),47,Bud signal,0.0
0,Position_4,3,S,4,61,368500.00000000006,4217.000000000001,MIA_KC_test_files,mother,8,26,56,,6,6,-6,27,18,2+ ($n_2$=79),79,Bud signal,4217.000000000001
0,Position_4,4,G1,1,61,266895.0,262384.0,MIA_KC_test_files,mother,1,32,29,,33,0,-32,37,0,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,3,62,260965.0,210222.0,MIA_KC_test_files,mother,7,24,38,,25,25,-8,25,75,2+ ($n_2$=79),60,Bud signal,210222.0
0,Position_4,2,G1,2,62,292626.0,273013.0,MIA_KC_test_files,mother,6,10,59,,4,-7,-10,46,-21,2+ ($n_2$=79),57,Bud signal,0.0
0,Position_4,3,S,4,62,399078.0,3412.0,MIA_KC_test_files,mother,8,26,56,,7,7,-6,27,21,2+ ($n_2$=79),79,Bud signal,3412.0
0,Position_4,4,S,1,62,278444.0,513.0000000000001,MIA_KC_test_files,mother,9,36,62,,1,1,-32,37,3,1st ($n_1$=38),38,Bud signal,513.0000000000001
0,Position_4,4,S,1,84,483007.0,17563.000000000004,MIA_KC_test_files,mother,9,36,62,,23,23,-32,37,69,1st ($n_1$=38),37,Bud signal,17563.000000000004
0,Position_4,1,G1,4,63,244259.0,231278.00000000003,MIA_KC_test_files,mother,7,7,63,,1,-7,-7,24,-21,2+ ($n_2$=79),57,Bud signal,0.0
0,Position_4,3,S,4,63,397970.00000000006,4770.0,MIA_KC_test_files,mother,8,26,56,,8,8,-6,27,24,2+ ($n_2$=79),79,Bud signal,4770.0
0,Position_4,4,S,1,63,266203.0,1767.9999999999998,MIA_KC_test_files,mother,9,36,62,,2,2,-32,37,6,1st ($n_1$=38),38,Bud signal,1767.9999999999998
0,Position_4,1,G1,4,64,233237.00000000003,230046.0,MIA_KC_test_files,mother,7,7,63,,2,-6,-7,24,-18,2+ ($n_2$=79),63,Bud signal,0.0
0,Position_4,2,G1,2,64,274346.0,270673.0,MIA_KC_test_files,mother,6,10,59,,6,-5,-10,46,-15,2+ ($n_2$=79),72,Bud signal,0.0
0,Position_4,3,S,4,64,399159.0,5343.999999999999,MIA_KC_test_files,mother,8,26,56,,9,9,-6,27,27,2+ ($n_2$=79),79,Bud signal,5343.999999999999
0,Position_4,4,S,1,64,286999.0,1580.0,MIA_KC_test_files,mother,9,36,62,,3,3,-32,37,9,1st ($n_1$=38),38,Bud signal,1580.0
0,Position_4,1,G1,4,65,246980.00000000003,222729.00000000003,MIA_KC_test_files,mother,7,7,63,,3,-5,-7,24,-15,2+ ($n_2$=79),72,Bud signal,0.0
0,Position_4,2,G1,2,63,291606.0,269749.0,MIA_KC_test_files,mother,6,10,59,,5,-6,-10,46,-18,2+ ($n_2$=79),63,Bud signal,0.0
0,Position_4,6,G1,1,84,268508.0,469863.0,MIA_KC_test_files,mother,2,31,59,,26,-6,-31,35,-18,1st ($n_1$=38),38,Bud signal,0.0
0,Position_4,1,S,4,85,456756.0,21950.0,MIA_KC_test_files,mother,11,23,71,,15,15,-7,24,45,2+ ($n_2$=79),78,Bud signal,21950.0
0,Position_4,2,S,2,85,474207.0,9729.000000000002,MIA_KC_test_files,mother,10,45,70,,16,16,-10,46,48,2+ ($n_2$=79),77,Bud signal,9729.000000000002
0,Position_4,4,G1,2,104,255194.00000000003,233866.0,MIA_KC_test_files,mother,9,8,99,,6,-3,-8,26,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_4,6,S,1,104,505438.0,17368.000000000004,MIA_KC_test_files,mother,12,34,91,,14,14,-31,35,42,1st ($n_1$=38),38,Bud signal,17368.000000000004
0,Position_4,1,S,5,105,349513.0,6312.999999999999,MIA_KC_test_files,mother,15,26,98,,8,8,-2,27,24,2+ ($n_2$=79),79,Bud signal,6312.999999999999
0,Position_4,2,S,2,105,468369.0,27674.0,MIA_KC_test_files,mother,10,45,70,,36,36,-10,46,108,2+ ($n_2$=79),12,Bud signal,27674.0
0,Position_4,3,S,5,105,494207.0,30445.0,MIA_KC_test_files,mother,13,21,94,,12,12,-10,22,36,2+ ($n_2$=79),79,Bud signal,30445.0
0,Position_4,4,G1,2,105,250024.0,230843.0,MIA_KC_test_files,mother,9,8,99,,7,-2,-8,26,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,6,S,1,105,508027.0,19297.000000000004,MIA_KC_test_files,mother,12,34,91,,15,15,-31,35,45,1st ($n_1$=38),38,Bud signal,19297.000000000004
0,Position_4,1,S,5,106,391127.0,6741.0,MIA_KC_test_files,mother,15,26,98,,9,9,-2,27,27,2+ ($n_2$=79),79,Bud signal,6741.0
0,Position_4,2,S,2,106,391455.0,99015.0,MIA_KC_test_files,mother,10,45,70,,37,37,-10,46,111,2+ ($n_2$=79),11,Bud signal,99015.0
0,Position_4,3,S,5,106,454551.0,59765.99999999999,MIA_KC_test_files,mother,13,21,94,,13,13,-10,22,39,2+ ($n_2$=79),79,Bud signal,59765.99999999999
