selection_subset,position,Cell_ID,cell_cycle_stage,generation_num,frame_i,mCitrine_corrected_amount,mCitrine_corrected_amount_rel,file,relationship,relative_ID,phase_length,phase_begin,gui_mCitrine_amount_autoBkgr,frames_in_phase,centered_frames_in_phase,Combined signal m&b,Bud signal,min_centered_frames,max_centered_frames,centered_time_in_minutes,Generation,contributing_ccs_at_time
0,Position_3,4,S,1,104,252356.0,506.9999999999999,MIA_KC_test_files,mother,7,42,102,,3,3,252863.0,506.9999999999999,-19,43,9,1st ($n_1$=38),38
0,Position_3,5,G1,1,104,259166.0,291033.0,MIA_KC_test_files,mother,1,21,93,,12,-10,259166.0,0.0,-21,61,-30,1st ($n_1$=38),35
0,Position_3,1,G1,5,105,288492.0,257652.00000000003,MIA_KC_test_files,mother,5,15,93,,13,-3,288492.0,0.0,-15,30,-9,2+ ($n_2$=79),76
0,Position_3,2,S,2,105,456645.0,8135.0,MIA_KC_test_files,mother,6,29,90,,16,16,464780.0,8135.0,-7,30,48,2+ ($n_2$=79),77
0,Position_3,4,S,1,105,258088.0,1078.0,MIA_KC_test_files,mother,7,42,102,,4,4,259166.0,1078.0,-19,43,12,1st ($n_1$=38),38
0,Position_3,5,G1,1,105,257652.00000000003,288492.0,MIA_KC_test_files,mother,1,21,93,,13,-9,257652.00000000003,0.0,-21,61,-27,1st ($n_1$=38),36
0,Position_3,1,G1,5,106,281755.0,259860.00000000003,MIA_KC_test_files,mother,5,15,93,,14,-2,281755.0,0.0,-15,30,-6,2+ ($n_2$=79),78
0,Position_3,2,S,2,106,474091.0,10604.999999999998,MIA_KC_test_files,mother,6,29,90,,17,17,484696.0,10604.999999999998,-7,30,51,2+ ($n_2$=79),77
0,Position_3,4,S,1,106,269900.0,1299.9999999999998,MIA_KC_test_files,mother,7,42,102,,5,5,271200.0,1299.9999999999998,-19,43,15,1st ($n_1$=38),38
0,Position_3,5,G1,1,106,259860.00000000003,281755.0,MIA_KC_test_files,mother,1,21,93,,14,-8,259860.00000000003,0.0,-21,61,-24,1st ($n_1$=38),37
0,Position_3,1,G1,5,107,276307.0,254180.0,MIA_KC_test_files,mother,5,15,93,,15,-1,276307.0,0.0,-15,30,-3,2+ ($n_2$=79),78
0,Position_3,2,S,2,107,431610.0,40532.00000000001,MIA_KC_test_files,mother,6,29,90,,18,18,472142.0,40532.00000000001,-7,30,54,2+ ($n_2$=79),76
0,Position_3,4,S,1,107,276669.0,1716.0000000000005,MIA_KC_test_files,mother,7,42,102,,6,6,278385.0,1716.0000000000005,-19,43,18,1st ($n_1$=38),38
0,Position_3,5,G1,1,107,254180.0,276307.0,MIA_KC_test_files,mother,1,21,93,,15,-7,254180.0,0.0,-21,61,-21,1st ($n_1$=38),37
0,Position_3,1,G1,5,108,280835.0,254717.0,MIA_KC_test_files,mother,5,15,93,,16,0,280835.0,0.0,-15,30,0,2+ ($n_2$=79),79
0,Position_3,2,S,2,108,348364.0,122249.0,MIA_KC_test_files,mother,6,29,90,,19,19,470613.0,122249.0,-7,30,57,2+ ($n_2$=79),76
0,Position_3,4,S,1,108,295272.0,1839.0000000000005,MIA_KC_test_files,mother,7,42,102,,7,7,297111.0,1839.0000000000005,-19,43,21,1st ($n_1$=38),38
0,Position_3,5,G1,1,108,254717.0,280835.0,MIA_KC_test_files,mother,1,21,93,,16,-6,254717.0,0.0,-21,61,-18,1st ($n_1$=38),38
0,Position_3,1,S,5,109,287511.0,1211.0,MIA_KC_test_files,mother,8,29,109,,1,1,288722.0,1211.0,-15,30,3,2+ ($n_2$=79),79
0,Position_3,2,S,2,109,274113.0,222908.0,MIA_KC_test_files,mother,6,29,90,,20,20,497021.0,222908.0,-7,30,60,2+ ($n_2$=79),75
0,Position_3,4,S,1,109,314290.0,1740.9999999999995,MIA_KC_test_files,mother,7,42,102,,8,8,316031.0,1740.9999999999995,-19,43,24,1st ($n_1$=38),38
0,Position_3,5,G1,1,109,251737.0,287511.0,MIA_KC_test_files,mother,1,21,93,,17,-5,251737.0,0.0,-21,61,-15,1st ($n_1$=38),38
0,Position_3,1,S,5,110,298176.0,1988.0,MIA_KC_test_files,mother,8,29,109,,2,2,300164.0,1988.0,-15,30,6,2+ ($n_2$=79),79
0,Position_3,2,S,2,110,265642.0,230309.0,MIA_KC_test_files,mother,6,29,90,,21,21,495951.0,230309.0,-7,30,63,2+ ($n_2$=79),75
0,Position_3,4,S,1,110,334280.0,4408.0,MIA_KC_test_files,mother,7,42,102,,9,9,338688.0,4408.0,-19,43,27,1st ($n_1$=38),38
0,Position_3,5,G1,1,110,249515.00000000003,298176.0,MIA_KC_test_files,mother,1,21,93,,18,-4,249515.00000000003,0.0,-21,61,-12,1st ($n_1$=38),38
0,Position_3,1,S,5,111,305025.0,3100.9999999999995,MIA_KC_test_files,mother,8,29,109,,3,3,308126.0,3100.9999999999995,-15,30,9,2+ ($n_2$=79),79
0,Position_3,2,S,2,111,271186.0,229990.0,MIA_KC_test_files,mother,6,29,90,,22,22,501176.0,229990.0,-7,30,66,2+ ($n_2$=79),74
0,Position_3,4,S,1,111,353145.0,2050.0,MIA_KC_test_files,mother,7,42,102,,10,10,355195.0,2050.0,-19,43,30,1st ($n_1$=38),38
0,Position_3,5,G1,1,111,242014.0,305025.0,MIA_KC_test_files,mother,1,21,93,,19,-3,242014.0,0.0,-21,61,-9,1st ($n_1$=38),38
0,Position_3,1,S,5,112,314267.0,3245.0000000000005,MIA_KC_test_files,mother,8,29,109,,4,4,317512.0,3245.0000000000005,-15,30,12,2+ ($n_2$=79),79
0,Position_3,2,S,2,112,269916.0,234144.0,MIA_KC_test_files,mother,6,29,90,,23,23,504060.0,234144.0,-7,30,69,2+ ($n_2$=79),71
0,Position_3,4,S,1,112,372177.0,2194.0,MIA_KC_test_files,mother,7,42,102,,11,11,374371.0,2194.0,-19,43,33,1st ($n_1$=38),38
0,Position_3,5,G1,1,112,240976.0,314267.0,MIA_KC_test_files,mother,1,21,93,,20,-2,240976.0,0.0,-21,61,-6,1st ($n_1$=38),38
0,Position_3,1,S,5,113,322986.99999999994,3680.0,MIA_KC_test_files,mother,8,29,109,,5,5,326666.99999999994,3680.0,-15,30,15,2+ ($n_2$=79),79
0,Position_3,2,S,2,113,265847.0,232582.0,MIA_KC_test_files,mother,6,29,90,,24,24,498429.0,232582.0,-7,30,72,2+ ($n_2$=79),65
0,Position_3,4,S,1,113,387911.0,3032.000000000001,MIA_KC_test_files,mother,7,42,102,,12,12,390943.0,3032.000000000001,-19,43,36,1st ($n_1$=38),38
0,Position_3,5,G1,1,113,240196.00000000003,322986.99999999994,MIA_KC_test_files,mother,1,21,93,,21,-1,240196.00000000003,0.0,-21,61,-3,1st ($n_1$=38),38
0,Position_3,1,S,5,114,342057.99999999994,3158.0000000000005,MIA_KC_test_files,mother,8,29,109,,6,6,345215.99999999994,3158.0000000000005,-15,30,18,2+ ($n_2$=79),79
0,Position_3,2,S,2,114,269396.0,239962.0,MIA_KC_test_files,mother,6,29,90,,25,25,509358.0,239962.0,-7,30,75,2+ ($n_2$=79),60
0,Position_3,4,S,1,114,405170.0,2694.000000000001,MIA_KC_test_files,mother,7,42,102,,13,13,407864.0,2694.000000000001,-19,43,39,1st ($n_1$=38),38
0,Position_3,5,G1,1,114,241216.0,342057.99999999994,MIA_KC_test_files,mother,1,21,93,,22,0,241216.0,0.0,-21,61,0,1st ($n_1$=38),38
0,Position_3,1,S,5,115,363822.00000000006,5496.0,MIA_KC_test_files,mother,8,29,109,,7,7,369318.00000000006,5496.0,-15,30,21,2+ ($n_2$=79),79
0,Position_3,2,S,2,115,271900.0,232617.0,MIA_KC_test_files,mother,6,29,90,,26,26,504517.0,232617.0,-7,30,78,2+ ($n_2$=79),55
0,Position_3,4,S,1,115,421397.0,3996.000000000001,MIA_KC_test_files,mother,7,42,102,,14,14,425393.0,3996.000000000001,-19,43,42,1st ($n_1$=38),38
0,Position_3,5,S,1,115,236324.0,256.0,MIA_KC_test_files,mother,9,60,115,,1,1,236580.0,256.0,-21,61,3,1st ($n_1$=38),38
0,Position_3,1,S,5,116,381652.0,3735.000000000001,MIA_KC_test_files,mother,8,29,109,,8,8,385387.0,3735.000000000001,-15,30,24,2+ ($n_2$=79),79
0,Position_3,2,S,2,116,267886.0,234143.0,MIA_KC_test_files,mother,6,29,90,,27,27,502029.0,234143.0,-7,30,81,2+ ($n_2$=79),45
0,Position_3,4,S,1,116,435500.0,4401.0,MIA_KC_test_files,mother,7,42,102,,15,15,439901.0,4401.0,-19,43,45,1st ($n_1$=38),38
0,Position_3,5,S,1,116,240461.0,762.0000000000001,MIA_KC_test_files,mother,9,60,115,,2,2,241223.0,762.0000000000001,-21,61,6,1st ($n_1$=38),38
0,Position_3,1,S,5,117,396746.0,5228.000000000001,MIA_KC_test_files,mother,8,29,109,,9,9,401974.0,5228.000000000001,-15,30,27,2+ ($n_2$=79),79
0,Position_3,2,S,2,117,265515.0,220562.0,MIA_KC_test_files,mother,6,29,90,,28,28,486077.0,220562.0,-7,30,84,2+ ($n_2$=79),36
0,Position_3,4,S,1,117,447926.0,5454.000000000001,MIA_KC_test_files,mother,7,42,102,,16,16,453380.0,5454.000000000001,-19,43,48,1st ($n_1$=38),38
0,Position_3,5,S,1,117,243195.0,1042.0,MIA_KC_test_files,mother,9,60,115,,3,3,244237.0,1042.0,-21,61,9,1st ($n_1$=38),38
0,Position_3,1,S,5,118,417263.0,8205.000000000002,MIA_KC_test_files,mother,8,29,109,,10,10,425468.0,8205.000000000002,-15,30,30,2+ ($n_2$=79),79
0,Position_3,2,S,2,118,263564.0,230309.0,MIA_KC_test_files,mother,6,29,90,,29,29,493873.0,230309.0,-7,30,87,2+ ($n_2$=79),30
0,Position_3,4,S,1,118,455974.0,5911.999999999999,MIA_KC_test_files,mother,7,42,102,,17,17,461886.0,5911.999999999999,-19,43,51,1st ($n_1$=38),38
0,Position_3,5,S,1,118,245876.0,1728.0,MIA_KC_test_files,mother,9,60,115,,4,4,247604.0,1728.0,-21,61,12,1st ($n_1$=38),38
0,Position_3,1,S,5,119,433846.0,6807.999999999999,MIA_KC_test_files,mother,8,29,109,,11,11,440654.0,6807.999999999999,-15,30,33,2+ ($n_2$=79),79
0,Position_3,2,S,2,119,261135.00000000003,221054.0,MIA_KC_test_files,mother,6,29,90,,30,30,482189.0,221054.0,-7,30,90,2+ ($n_2$=79),24
0,Position_3,4,S,1,119,462190.0,5915.0,MIA_KC_test_files,mother,7,42,102,,18,18,468105.0,5915.0,-19,43,54,1st ($n_1$=38),38
0,Position_3,5,S,1,119,245697.0,2789.0,MIA_KC_test_files,mother,9,60,115,,5,5,248486.0,2789.0,-21,61,15,1st ($n_1$=38),38
0,Position_3,1,S,5,120,452918.0,9122.0,MIA_KC_test_files,mother,8,29,109,,12,12,462040.0,9122.0,-15,30,36,2+ ($n_2$=79),79
0,Position_3,2,G1,3,120,269130.0,236594.0,MIA_KC_test_files,mother,6,2,120,,1,-2,269130.0,0.0,-2,27,-6,2+ ($n_2$=79),78
0,Position_3,4,S,1,120,468259.0,6842.000000000001,MIA_KC_test_files,mother,7,42,102,,19,19,475101.0,6842.000000000001,-19,43,57,1st ($n_1$=38),38
0,Position_3,5,S,1,120,252260.0,3127.0,MIA_KC_test_files,mother,9,60,115,,6,6,255387.0,3127.0,-21,61,18,1st ($n_1$=38),38
0,Position_3,1,S,5,121,468900.0,7192.000000000001,MIA_KC_test_files,mother,8,29,109,,13,13,476092.0,7192.000000000001,-15,30,39,2+ ($n_2$=79),79
0,Position_3,2,G1,3,121,267663.0,237609.0,MIA_KC_test_files,mother,6,2,120,,2,-1,267663.0,0.0,-2,27,-3,2+ ($n_2$=79),78
0,Position_3,4,S,1,121,473971.0,6001.0,MIA_KC_test_files,mother,7,42,102,,20,20,479972.0,6001.0,-19,43,60,1st ($n_1$=38),38
0,Position_3,5,S,1,121,265550.0,3148.0000000000005,MIA_KC_test_files,mother,9,60,115,,7,7,268698.0,3148.0000000000005,-21,61,21,1st ($n_1$=38),38
0,Position_3,1,S,5,122,470218.0,11222.999999999998,MIA_KC_test_files,mother,8,29,109,,14,14,481441.0,11222.999999999998,-15,30,42,2+ ($n_2$=79),79
0,Position_3,2,G1,3,122,272217.0,240954.0,MIA_KC_test_files,mother,6,2,120,,3,0,272217.0,0.0,-2,27,0,2+ ($n_2$=79),79
0,Position_3,4,S,1,122,478207.0,7350.000000000001,MIA_KC_test_files,mother,7,42,102,,21,21,485557.0,7350.000000000001,-19,43,63,1st ($n_1$=38),38
0,Position_3,5,S,1,122,293236.0,3679.000000000001,MIA_KC_test_files,mother,9,60,115,,8,8,296915.0,3679.000000000001,-21,61,24,1st ($n_1$=38),38
0,Position_3,1,S,5,123,472688.0,15220.0,MIA_KC_test_files,mother,8,29,109,,15,15,487908.0,15220.0,-15,30,45,2+ ($n_2$=79),78
0,Position_3,2,S,3,123,265988.0,200.00000000000003,MIA_KC_test_files,mother,11,26,123,,1,1,266188.0,200.00000000000003,-2,27,3,2+ ($n_2$=79),79
0,Position_3,4,S,1,123,484784.0,7865.0,MIA_KC_test_files,mother,7,42,102,,22,22,492649.0,7865.0,-19,43,66,1st ($n_1$=38),38
0,Position_3,5,S,1,123,316382.0,3757.0,MIA_KC_test_files,mother,9,60,115,,9,9,320139.0,3757.0,-21,61,27,1st ($n_1$=38),38
0,Position_3,1,S,5,124,483892.0,15900.999999999998,MIA_KC_test_files,mother,8,29,109,,16,16,499793.0,15900.999999999998,-15,30,48,2+ ($n_2$=79),77
0,Position_3,2,S,3,124,268072.0,1357.0,MIA_KC_test_files,mother,11,26,123,,2,2,269429.0,1357.0,-2,27,6,2+ ($n_2$=79),79
0,Position_3,4,S,1,124,491143.0,7515.000000000001,MIA_KC_test_files,mother,7,42,102,,23,23,498658.0,7515.000000000001,-19,43,69,1st ($n_1$=38),37
0,Position_3,5,S,1,124,335416.0,4129.000000000001,MIA_KC_test_files,mother,9,60,115,,10,10,339545.0,4129.000000000001,-21,61,30,1st ($n_1$=38),38
0,Position_3,1,S,5,125,483316.0,21817.0,MIA_KC_test_files,mother,8,29,109,,17,17,505133.0,21817.0,-15,30,51,2+ ($n_2$=79),77
0,Position_3,2,S,3,125,265005.0,1880.0,MIA_KC_test_files,mother,11,26,123,,3,3,266885.0,1880.0,-2,27,9,2+ ($n_2$=79),79
0,Position_3,4,S,1,125,480412.0,11789.0,MIA_KC_test_files,mother,7,42,102,,24,24,492201.0,11789.0,-19,43,72,1st ($n_1$=38),36
0,Position_3,5,S,1,125,349519.0,6202.000000000001,MIA_KC_test_files,mother,9,60,115,,11,11,355721.0,6202.000000000001,-21,61,33,1st ($n_1$=38),38
0,Position_3,1,S,5,126,502483.0,20654.0,MIA_KC_test_files,mother,8,29,109,,18,18,523137.0,20654.0,-15,30,54,2+ ($n_2$=79),76
0,Position_3,2,S,3,126,271076.0,2446.0,MIA_KC_test_files,mother,11,26,123,,4,4,273522.0,2446.0,-2,27,12,2+ ($n_2$=79),79
0,Position_3,4,S,1,126,383079.0,81526.0,MIA_KC_test_files,mother,7,42,102,,25,25,464605.0,81526.0,-19,43,75,1st ($n_1$=38),34
0,Position_3,5,S,1,126,360022.0,9630.999999999998,MIA_KC_test_files,mother,9,60,115,,12,12,369653.0,9630.999999999998,-21,61,36,1st ($n_1$=38),38
0,Position_3,1,S,5,127,499903.00000000006,20968.0,MIA_KC_test_files,mother,8,29,109,,19,19,520871.00000000006,20968.0,-15,30,57,2+ ($n_2$=79),76
0,Position_3,2,S,3,127,285635.0,2167.0000000000005,MIA_KC_test_files,mother,11,26,123,,5,5,287802.0,2167.0000000000005,-2,27,15,2+ ($n_2$=79),79
0,Position_3,4,S,1,127,305600.0,176555.0,MIA_KC_test_files,mother,7,42,102,,26,26,482155.0,176555.0,-19,43,78,1st ($n_1$=38),29
0,Position_3,5,S,1,127,372795.0,9939.000000000002,MIA_KC_test_files,mother,9,60,115,,13,13,382734.0,9939.000000000002,-21,61,39,1st ($n_1$=38),38
0,Position_3,1,S,5,128,475472.0,45241.0,MIA_KC_test_files,mother,8,29,109,,20,20,520713.0,45241.0,-15,30,60,2+ ($n_2$=79),75
0,Position_3,2,S,3,128,312720.0,4059.0,MIA_KC_test_files,mother,11,26,123,,6,6,316779.0,4059.0,-2,27,18,2+ ($n_2$=79),79
0,Position_3,4,S,1,128,271445.0,230518.0,MIA_KC_test_files,mother,7,42,102,,27,27,501963.0,230518.0,-19,43,81,1st ($n_1$=38),28
0,Position_3,5,S,1,128,379071.0,10120.999999999998,MIA_KC_test_files,mother,9,60,115,,14,14,389192.0,10120.999999999998,-21,61,42,1st ($n_1$=38),38
0,Position_3,1,S,5,129,390728.0,130241.0,MIA_KC_test_files,mother,8,29,109,,21,21,520969.0,130241.0,-15,30,63,2+ ($n_2$=79),75
0,Position_3,2,S,3,129,335504.0,2947.0,MIA_KC_test_files,mother,11,26,123,,7,7,338451.0,2947.0,-2,27,21,2+ ($n_2$=79),79
0,Position_3,4,S,1,129,268019.0,239553.0,MIA_KC_test_files,mother,7,42,102,,28,28,507572.0,239553.0,-19,43,84,1st ($n_1$=38),26
0,Position_3,5,S,1,129,382977.0,9953.0,MIA_KC_test_files,mother,9,60,115,,15,15,392930.0,9953.0,-21,61,45,1st ($n_1$=38),38
0,Position_3,1,S,5,130,324751.0,199844.0,MIA_KC_test_files,mother,8,29,109,,22,22,524595.0,199844.0,-15,30,66,2+ ($n_2$=79),74
0,Position_3,2,S,3,130,359559.0,3901.000000000001,MIA_KC_test_files,mother,11,26,123,,8,8,363460.0,3901.000000000001,-2,27,24,2+ ($n_2$=79),79
0,Position_3,4,S,1,130,269840.0,226369.0,MIA_KC_test_files,mother,7,42,102,,29,29,496209.0,226369.0,-19,43,87,1st ($n_1$=38),25
0,Position_3,5,S,1,130,389481.0,10408.0,MIA_KC_test_files,mother,9,60,115,,16,16,399889.0,10408.0,-21,61,48,1st ($n_1$=38),38
0,Position_3,1,S,5,131,292180.0,252060.0,MIA_KC_test_files,mother,8,29,109,,23,23,544240.0,252060.0,-15,30,69,2+ ($n_2$=79),71
0,Position_3,2,S,3,131,372241.0,4242.0,MIA_KC_test_files,mother,11,26,123,,9,9,376483.0,4242.0,-2,27,27,2+ ($n_2$=79),79
0,Position_3,4,S,1,131,270418.0,241089.0,MIA_KC_test_files,mother,7,42,102,,30,30,511507.0,241089.0,-19,43,90,1st ($n_1$=38),25
0,Position_3,5,S,1,131,406101.0,11868.0,MIA_KC_test_files,mother,9,60,115,,17,17,417969.0,11868.0,-21,61,51,1st ($n_1$=38),38
0,Position_3,1,S,5,132,294439.0,252305.0,MIA_KC_test_files,mother,8,29,109,,24,24,546744.0,252305.0,-15,30,72,2+ ($n_2$=79),65
0,Position_3,2,S,3,132,399070.0,5046.0,MIA_KC_test_files,mother,11,26,123,,10,10,404116.0,5046.0,-2,27,30,2+ ($n_2$=79),79
0,Position_3,4,S,1,132,271673.0,236322.0,MIA_KC_test_files,mother,7,42,102,,31,31,507995.0,236322.0,-19,43,93,1st ($n_1$=38),23
0,Position_3,5,S,1,132,407858.0,14410.000000000002,MIA_KC_test_files,mother,9,60,115,,18,18,422268.0,14410.000000000002,-21,61,54,1st ($n_1$=38),38
0,Position_3,1,S,5,133,294857.00000000006,260759.0,MIA_KC_test_files,mother,8,29,109,,25,25,555616.0,260759.0,-15,30,75,2+ ($n_2$=79),60
0,Position_3,2,S,3,133,407675.00000000006,5392.0,MIA_KC_test_files,mother,11,26,123,,11,11,413067.00000000006,5392.0,-2,27,33,2+ ($n_2$=79),79
0,Position_3,4,S,1,133,270428.0,242727.0,MIA_KC_test_files,mother,7,42,102,,32,32,513155.0,242727.0,-19,43,96,1st ($n_1$=38),19
0,Position_3,5,S,1,133,417532.0,15340.000000000002,MIA_KC_test_files,mother,9,60,115,,19,19,432872.0,15340.000000000002,-21,61,57,1st ($n_1$=38),38
0,Position_3,1,S,5,134,295489.0,249343.0,MIA_KC_test_files,mother,8,29,109,,26,26,544832.0,249343.0,-15,30,78,2+ ($n_2$=79),55
0,Position_3,2,S,3,134,413094.0,6667.999999999999,MIA_KC_test_files,mother,11,26,123,,12,12,419762.0,6667.999999999999,-2,27,36,2+ ($n_2$=79),79
0,Position_3,4,S,1,134,268861.0,232540.0,MIA_KC_test_files,mother,7,42,102,,33,33,501401.0,232540.0,-19,43,99,1st ($n_1$=38),16
0,Position_3,5,S,1,134,418836.0,15314.999999999998,MIA_KC_test_files,mother,9,60,115,,20,20,434151.0,15314.999999999998,-21,61,60,1st ($n_1$=38),38
0,Position_3,1,S,5,135,297822.0,249775.0,MIA_KC_test_files,mother,8,29,109,,27,27,547597.0,249775.0,-15,30,81,2+ ($n_2$=79),45
0,Position_3,2,S,3,135,422440.0,7572.999999999999,MIA_KC_test_files,mother,11,26,123,,13,13,430013.0,7572.999999999999,-2,27,39,2+ ($n_2$=79),79
0,Position_3,4,S,1,135,268858.0,230779.0,MIA_KC_test_files,mother,7,42,102,,34,34,499637.0,230779.0,-19,43,102,1st ($n_1$=38),14
0,Position_3,5,S,1,135,428643.0,13363.999999999998,MIA_KC_test_files,mother,9,60,115,,21,21,442007.0,13363.999999999998,-21,61,63,1st ($n_1$=38),38
0,Position_3,1,S,5,136,293448.99999999994,252092.0,MIA_KC_test_files,mother,8,29,109,,28,28,545541.0,252092.0,-15,30,84,2+ ($n_2$=79),36
0,Position_3,2,S,3,136,437539.0,7642.000000000001,MIA_KC_test_files,mother,11,26,123,,14,14,445181.0,7642.000000000001,-2,27,42,2+ ($n_2$=79),79
0,Position_3,4,S,1,136,270440.0,227983.0,MIA_KC_test_files,mother,7,42,102,,35,35,498423.0,227983.0,-19,43,105,1st ($n_1$=38),14
0,Position_3,5,S,1,136,436170.0,14202.000000000004,MIA_KC_test_files,mother,9,60,115,,22,22,450372.0,14202.000000000004,-21,61,66,1st ($n_1$=38),38
0,Position_3,1,S,5,137,289969.0,260336.0,MIA_KC_test_files,mother,8,29,109,,29,29,550305.0,260336.0,-15,30,87,2+ ($n_2$=79),30
0,Position_3,2,S,3,137,442361.0,9836.000000000002,MIA_KC_test_files,mother,11,26,123,,15,15,452197.0,9836.000000000002,-2,27,45,2+ ($n_2$=79),78
0,Position_3,4,S,1,137,270749.0,225175.0,MIA_KC_test_files,mother,7,42,102,,36,36,495924.0,225175.0,-19,43,108,1st ($n_1$=38),12
0,Position_3,5,S,1,137,438994.0,15570.000000000002,MIA_KC_test_files,mother,9,60,115,,23,23,454564.0,15570.000000000002,-21,61,69,1st ($n_1$=38),37
0,Position_3,1,S,5,138,293307.0,252395.0,MIA_KC_test_files,mother,8,29,109,,30,30,545702.0,252395.0,-15,30,90,2+ ($n_2$=79),24
0,Position_3,2,S,3,138,443755.0,9925.999999999998,MIA_KC_test_files,mother,11,26,123,,16,16,453681.0,9925.999999999998,-2,27,48,2+ ($n_2$=79),77
0,Position_3,4,S,1,138,269422.0,218651.0,MIA_KC_test_files,mother,7,42,102,,37,37,488073.0,218651.0,-19,43,111,1st ($n_1$=38),12
0,Position_3,5,S,1,138,439831.0,14384.999999999998,MIA_KC_test_files,mother,9,60,115,,24,24,454216.0,14384.999999999998,-21,61,72,1st ($n_1$=38),36
0,Position_3,1,G1,6,139,294534.0,237053.0,MIA_KC_test_files,mother,8,15,139,,1,-15,294534.0,0.0,-15,26,-45,2+ ($n_2$=79),10
0,Position_3,2,S,3,139,454780.0,12279.0,MIA_KC_test_files,mother,11,26,123,,17,17,467059.0,12279.0,-2,27,51,2+ ($n_2$=79),77
0,Position_3,4,S,1,139,270429.0,221196.0,MIA_KC_test_files,mother,7,42,102,,38,38,491625.0,221196.0,-19,43,114,1st ($n_1$=38),10
0,Position_3,5,S,1,139,450506.0,15527.0,MIA_KC_test_files,mother,9,60,115,,25,25,466033.0,15527.0,-21,61,75,1st ($n_1$=38),34
0,Position_3,1,G1,6,140,296252.0,234381.00000000003,MIA_KC_test_files,mother,8,15,139,,2,-14,296252.0,0.0,-15,26,-42,2+ ($n_2$=79),13
0,Position_3,2,S,3,140,483917.0,9756.999999999998,MIA_KC_test_files,mother,11,26,123,,18,18,493674.0,9756.999999999998,-2,27,54,2+ ($n_2$=79),76
0,Position_3,4,S,1,140,269792.0,216747.0,MIA_KC_test_files,mother,7,42,102,,39,39,486539.0,216747.0,-19,43,117,1st ($n_1$=38),10
0,Position_3,5,S,1,140,448119.0,15897.0,MIA_KC_test_files,mother,9,60,115,,26,26,464016.0,15897.0,-21,61,78,1st ($n_1$=38),29
0,Position_3,1,G1,6,141,296657.0,236673.0,MIA_KC_test_files,mother,8,15,139,,3,-13,296657.0,0.0,-15,26,-39,2+ ($n_2$=79),20
0,Position_3,2,S,3,141,463926.0,14818.000000000002,MIA_KC_test_files,mother,11,26,123,,19,19,478744.0,14818.000000000002,-2,27,57,2+ ($n_2$=79),76
0,Position_3,5,S,1,141,445213.0,16699.0,MIA_KC_test_files,mother,9,60,115,,27,27,461912.0,16699.0,-21,61,81,1st ($n_1$=38),28
0,Position_3,1,G1,6,142,294896.0,237123.0,MIA_KC_test_files,mother,8,15,139,,4,-12,294896.0,0.0,-15,26,-36,2+ ($n_2$=79),23
0,Position_3,2,S,3,142,368812.0,104920.0,MIA_KC_test_files,mother,11,26,123,,20,20,473732.0,104920.0,-2,27,60,2+ ($n_2$=79),75
0,Position_3,5,S,1,142,452737.0,14845.0,MIA_KC_test_files,mother,9,60,115,,28,28,467582.0,14845.0,-21,61,84,1st ($n_1$=38),26
0,Position_3,1,G1,6,143,281090.0,257950.0,MIA_KC_test_files,mother,8,15,139,,5,-11,281090.0,0.0,-15,26,-33,2+ ($n_2$=79),25
0,Position_3,2,S,3,143,295266.0,178283.99999999997,MIA_KC_test_files,mother,11,26,123,,21,21,473550.0,178283.99999999997,-2,27,63,2+ ($n_2$=79),75
0,Position_3,5,S,1,143,431978.0,18840.0,MIA_KC_test_files,mother,9,60,115,,29,29,450818.0,18840.0,-21,61,87,1st ($n_1$=38),25
0,Position_3,1,G1,6,144,276694.0,255795.0,MIA_KC_test_files,mother,8,15,139,,6,-10,276694.0,0.0,-15,26,-30,2+ ($n_2$=79),33
0,Position_3,2,S,3,144,273888.0,216741.0,MIA_KC_test_files,mother,11,26,123,,22,22,490629.0,216741.0,-2,27,66,2+ ($n_2$=79),74
0,Position_3,5,S,1,144,433796.0,21693.0,MIA_KC_test_files,mother,9,60,115,,30,30,455489.0,21693.0,-21,61,90,1st ($n_1$=38),25
0,Position_3,1,G1,6,145,280401.0,256358.0,MIA_KC_test_files,mother,8,15,139,,7,-9,280401.0,0.0,-15,26,-27,2+ ($n_2$=79),40
0,Position_3,2,S,3,145,263619.0,230515.0,MIA_KC_test_files,mother,11,26,123,,23,23,494134.0,230515.0,-2,27,69,2+ ($n_2$=79),71
0,Position_3,4,G1,2,145,267917.0,187698.0,MIA_KC_test_files,mother,7,15,145,,1,-15,267917.0,0.0,-15,34,-45,2+ ($n_2$=79),10
0,Position_3,5,S,1,145,428084.0,33326.0,MIA_KC_test_files,mother,9,60,115,,31,31,461410.0,33326.0,-21,61,93,1st ($n_1$=38),23
0,Position_3,1,G1,6,146,273271.0,252196.00000000003,MIA_KC_test_files,mother,8,15,139,,8,-8,273271.0,0.0,-15,26,-24,2+ ($n_2$=79),47
0,Position_3,2,S,3,146,263888.0,231744.00000000003,MIA_KC_test_files,mother,11,26,123,,24,24,495632.0,231744.00000000003,-2,27,72,2+ ($n_2$=79),65
0,Position_3,4,G1,2,146,268974.0,206921.0,MIA_KC_test_files,mother,7,15,145,,2,-14,268974.0,0.0,-15,34,-42,2+ ($n_2$=79),13
