space_size,bbox_area,exec_time
30,129600,60.97059999592602
30,131044,67.18890002230182
30,132496,64.2365999519825
30,133956,71.89140003174543
30,135424,64.23499999800697
30,136900,80.9354999801144
30,138384,68.35419998969883
30,139876,75.17409999854863
30,141376,67.905800009612
30,142884,77.7337999898009
30,144400,68.59009998152032
30,145924,78.31710000755265
30,147456,70.39419998181984
30,148996,79.7022000188008
30,150544,74.1548000369221
30,152100,84.48190003400669
30,153664,80.97700000507757
30,155236,82.06260000588372
30,156816,82.01150002423674
30,158404,81.1153999529779
30,160000,82.68970000790432
30,161604,82.66060001915321
30,163216,84.38970003044233
30,164836,86.0065000015311
30,166464,86.52389998314902
30,168100,89.84770003007725
30,169744,87.84130000276491
30,171396,87.85510004963726
30,173056,90.16660001361743
30,174724,91.02180000627413
30,176400,90.07289999863133
30,178084,92.83340000547469
30,179776,93.13930000644177
30,181476,95.4695999971591
30,183184,96.87149996170774
30,184900,96.40140004921705
30,186624,96.36020002653822
30,188356,98.73939998215064
30,190096,99.012800026685
30,191844,100.97379999933764
30,193600,99.93409999879077
30,195364,100.97470000619069
30,197136,101.86330002034083
30,198916,102.26440004771575
30,200704,103.52980002062395
30,202500,103.24349999427795
30,204304,104.89059996325523
30,206116,107.55700001027435
30,207936,107.17830003704876
30,209764,109.9528000340797
30,211600,111.91729997517541
30,213444,109.33930001920089
30,215296,113.29569999361411
30,217156,109.91860000649467
30,219024,114.44730003131554
30,220900,116.80640000849962
30,222784,115.25620002066717
30,224676,117.25740000838414
30,226576,117.86920001031831
30,228484,118.35080001037568
30,230400,119.52320003183559
30,232324,121.6242999653332
30,234256,122.58060002932325
30,236196,123.35650000022724
30,238144,125.87039999198169
30,240100,131.81740004802123
30,242064,124.87719999626279
30,244036,124.27610001759604
30,246016,127.34830001136288
30,248004,127.14280001819134
30,250000,132.440899964422
30,252004,131.4793000346981
30,254016,130.37639996036887
30,256036,130.4651999962516
30,258064,131.9939999957569
30,260100,134.80199995683506
30,262144,139.63579997653142
30,264196,136.6410999908112
30,266256,138.12140002846718
30,268324,140.20520000485703
30,270400,140.6804000143893
30,272484,141.21890004025772
30,274576,142.28869997896254
30,276676,144.23870004247874
30,278784,145.34519996959716
30,280900,145.0055000022985
30,283024,145.105000003241
30,285156,146.01939998101443
30,287296,149.30950000416487
30,289444,151.66229999158531
30,291600,152.45419996790588
30,293764,152.18219999223948
30,295936,152.73179998621345
30,298116,153.60449999570847
30,300304,158.84719998575747
30,302500,156.3740000128746
30,304704,158.71069999411702
30,306916,160.52139998646453
30,309136,161.1329999868758
30,311364,161.94880002876744
30,313600,163.16769999684766
30,315844,164.3970999866724
30,318096,162.82690002117306
30,320356,168.22659998433664
30,322624,167.80360002303496
30,324900,169.58370001520962
30,327184,167.9088000091724
30,329476,169.97609997633845
30,331776,173.67250000825152
30,334084,173.95779996877536
30,336400,175.42039998807013
30,338724,177.99060000106692
30,341056,174.24269998446107
30,343396,177.07749997498468
30,345744,188.01330000860617
30,348100,183.17199999000877
30,350464,183.27750003663823
30,352836,182.28409998118877
30,355216,183.697700034827
30,357604,186.56679999548942
30,360000,185.05850003566593
40,100,0.8370000286959112
40,144,0.10959996143355966
40,196,0.14380004722625017
40,256,0.17670000670477748
40,324,0.20710000535473228
40,400,0.24699995992705226
40,484,0.2935999655164778
40,576,0.3263000398874283
40,676,0.4276999970898032
40,784,0.4388000234030187
40,900,0.4990999586880207
40,1024,0.5440000095404685
40,1156,0.7092999876476824
40,1296,0.679899996612221
40,1444,0.7348000071942806
40,1600,1.2756999931298196
40,1764,1.1625000042840838
40,1936,1.2801999691873789
40,2116,1.0789000079967082
40,2304,1.2190000270493329
40,2500,1.2664999812841415
40,2704,1.3292999938130379
40,2916,1.4202000456862152
40,3136,1.457399979699403
40,3364,2.1587000228464603
40,3600,2.3542999988421798
40,3844,1.8538999720476568
40,4096,1.9002000335603952
40,4356,2.05650000134483
40,4624,2.189400023780763
40,4900,2.44159996509552
40,5184,2.5209999876096845
40,5476,2.5307000032626092
40,5776,2.660500002093613
40,6084,2.863400033675134
40,6400,2.9289000085555017
40,6724,3.0985999619588256
40,7056,3.2394000445492566
40,7396,3.4068000386469066
40,7744,3.4906999790109694
40,8100,3.7022000178694725
40,8464,3.8269999786280096
40,8836,3.971499972976744
40,9216,4.0976000018417835
40,9604,5.22409996483475
40,10000,5.25079999351874
40,10404,5.525899992790073
40,10816,6.213399989064783
40,11236,5.070200015325099
40,11664,5.877699994016439
40,12100,5.522999970708042
40,12544,6.112599978223443
40,12996,5.805599968880415
40,13456,6.134100025519729
40,13924,6.168399995658547
40,14400,6.515900022350252
40,14884,6.6226000199094415
40,15376,6.808399979490787
40,15876,7.007399981375784
40,16384,7.1718000108376145
40,16900,7.471300021279603
40,17424,7.7470000251196325
40,17956,7.912500004749745
40,18496,8.156399999279529
40,19044,8.413399977143854
40,19600,8.503900025971234
40,20164,8.768800005782396
40,20736,9.059199946932495
40,21316,9.379199997056276
40,21904,9.443899965845048
40,22500,9.748200012836605
40,23104,9.914700000081211
40,23716,10.3194999974221
40,24336,10.514700028579682
40,24964,10.699400037992746
40,25600,10.990999988280237
40,26244,11.203100031707436
40,26896,11.578899982850999
40,27556,12.3417999711819
40,28224,12.302799965254962
40,28900,12.325999967288226
40,29584,12.709299975540489
40,30276,14.998099999502301
40,30976,13.388600025791675
40,31684,13.632000016514212
40,32400,14.41289996728301
40,33124,14.669700001832098
40,33856,17.9583000135608
40,34596,17.35249999910593
40,35344,16.743200016207993
40,36100,16.065800038632005
40,36864,16.24259998789057
40,37636,16.653999977279454
40,38416,16.78980002179742
40,39204,17.04859995516017
40,40000,17.28420000290498
40,40804,17.528399999719113
40,41616,18.723500019405037
40,42436,19.51130002271384
40,43264,20.601099997293204
40,44100,21.1348999873735
40,44944,21.328700007870793
40,45796,21.454600035212934
40,46656,21.866299968678504
40,47524,21.99889998883009
40,48400,23.624999972525984
40,49284,22.571799985598773
40,50176,22.562699974514544
40,51076,22.6355999475345
40,51984,22.774400014895946
40,52900,30.390099971555173
40,53824,27.00800000457093
40,54756,25.71159997023642
40,55696,24.99200002057478
40,56644,25.29680001316592
40,57600,25.50599997630343
40,58564,26.372199994511902
40,59536,35.42850003577769
40,60516,36.43989999545738
40,61504,35.00009997515008
40,62500,32.35829999903217
40,63504,31.816799950320274
40,64516,30.204999959096313
40,65536,30.254799989052117
40,66564,38.78689999692142
40,67600,33.393200021237135
40,68644,31.679400010034442
40,69696,32.56239998154342
40,70756,32.72700001252815
40,71824,32.73130004527047
40,72900,34.87850003875792
40,73984,34.75509997224435
40,75076,36.04739997535944
40,76176,35.157600010279566
40,77284,46.03349999524653
40,78400,39.045499986968935
40,79524,38.815799984149635
40,80656,39.73620000761002
40,81796,40.60070001287386
40,82944,44.04690000228584
40,84100,40.65949999494478
40,85264,51.848000031895936
40,86436,43.47919998690486
40,87616,42.87160001695156
40,88804,42.748100007884204
40,90000,45.40490004001185
40,91204,46.497999981511384
40,92416,54.52419997891411
40,93636,49.643200007267296
40,94864,48.60669997287914
40,96100,47.355899994727224
40,97344,56.65310000767931
40,98596,49.8583999578841
40,99856,50.75119994580746
40,101124,54.291400010697544
40,102400,58.843899983912706
40,103684,52.700100000947714
40,104976,53.236200008541346
40,106276,60.53269997937605
40,107584,54.12610003259033
40,108900,55.80039997585118
40,110224,63.9400000218302
